Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc3_a1_1[15:0],u3_adc_analysis/adc3_a2_1[15:0],u3_adc_analysis/adc3_a3_1[15:0],u3_adc_analysis/adc3_a4_1[15:0],u3_adc_analysis/adc3_a1_2[15:0],u3_adc_analysis/adc3_a2_2[15:0],u3_adc_analysis/adc3_a3_2[15:0],u3_adc_analysis/adc3_a4_2[15:0],u3_adc_analysis/adc4_a1_1[15:0],u3_adc_analysis/adc4_a2_1[15:0],u3_adc_analysis/adc4_a3_1[15:0],u3_adc_analysis/adc4_a4_1[15:0],u3_adc_analysis/adc4_a1_2[15:0],u3_adc_analysis/adc4_a2_2[15:0],u3_adc_analysis/adc4_a3_2[15:0],u3_adc_analysis/adc4_a4_2[15:0],u3_adc_analysis/time_4s_1
3129,3129,0,1186,5012,-806,-5060,500,5060,-222,-5076,-24,6,-12,-40,40,22,22,40,5144,-770,-5168,438,5240,-134,-5200,-228,56,4,-10,-6,-8,-42,8,-6,0
3130,3130,0,-130,5076,450,-5028,-762,4982,1032,-4884,40,6,-28,-4,24,-10,6,-4,5176,528,-5152,-916,5096,1228,-5056,-1580,24,20,8,-6,24,-14,-26,-6,0
3131,3131,0,-1370,4820,1682,-4672,-1984,4576,2282,-4398,8,-26,-12,10,24,6,-28,-4,4952,1868,-4864,-2158,4720,2448,-4564,-2796,56,4,8,12,-8,20,24,-22,0
3132,3132,0,-2574,4240,2818,-4054,-3126,3854,3328,-3642,8,-10,-12,-8,8,6,22,10,4368,3048,-4144,-3280,3994,3562,-3776,-3832,24,-30,-10,-6,40,20,42,-6,0
3133,3133,0,-3598,3400,3776,-3168,-4004,2904,4260,-2644,24,6,-12,10,8,-10,6,-24,3532,4106,-3242,-4274,3012,4488,-2752,-4646,-40,-24,-10,28,24,-24,8,28,0
3134,3134,0,-4402,2376,4554,-2106,-4690,1786,4778,-1518,8,-10,22,-40,40,6,-12,10,2478,4818,-2146,-4928,1870,5070,-1644,-5110,-8,-14,-26,-22,-40,4,24,28,0
3135,3135,0,-4890,1172,5002,-876,-5054,560,5122,-238,24,6,-12,10,-8,22,-12,10,1248,5256,-952,-5306,570,5354,-288,-5322,24,-42,8,-6,8,-14,-26,-22,0
3136,3136,0,-5150,-44,5106,408,-5118,-672,5074,1056,-40,6,6,-4,8,6,6,-24,-44,5338,412,-5290,-698,5288,1012,-5192,8,20,-44,-38,-8,4,-10,-6,0
3137,3137,0,-5022,-1316,4922,1632,-4842,-1880,4714,2182,-8,6,22,-24,24,-10,-12,-40,-1330,5086,1658,-5010,-1978,4872,2224,-4744,-40,-42,42,-22,-8,-24,-10,-22,0
3138,3138,0,-4594,-2476,4442,2742,-4290,-2986,4100,3290,-8,22,6,-4,8,-10,6,26,-2568,4570,2848,-4384,-3104,4154,3384,-3980,-40,4,-10,28,8,-14,8,12,0
3139,3139,0,-3876,-3502,3664,3736,-3390,-3924,3144,4160,-24,22,22,-4,-8,6,-12,-24,-3624,3678,3840,-3476,-4062,3196,4244,-2910,24,-42,-26,-6,8,-14,24,-22,0
3140,3140,0,-2902,-4334,2626,4462,-2382,-4614,2058,4752,-8,22,-12,10,-8,6,22,10,-4444,2612,4538,-2348,-4716,2016,4874,-1764,8,-42,-10,12,-24,-42,-26,-6,0
3141,3141,0,-1792,-4820,1474,4934,-1162,-5030,834,5046,8,22,-12,26,-8,22,6,-8,-4972,1414,5078,-1138,-5124,732,5158,-458,8,-24,-26,-22,-8,-24,-10,-6,0
3142,3142,0,-522,-5110,220,5110,142,-5062,-414,5046,24,22,-12,-4,8,38,-12,-4,-5188,80,5206,224,-5188,-606,5190,902,-40,-14,8,28,-24,-58,24,12,0
3143,3143,0,772,-5000,-1030,4862,1402,-4756,-1690,4672,-8,22,-12,10,-8,6,6,-4,-5060,-1276,5018,1532,-4892,-1858,4810,2212,56,-42,-10,12,24,-24,-10,12,0
3144,3144,0,2008,-4566,-2280,4414,2586,-4224,-2786,4080,8,-10,6,-4,8,-10,6,-24,-4684,-2498,4500,2796,-4334,-3078,4180,3362,-24,20,8,-22,8,-24,-26,-6,0
3145,3145,0,3118,-3886,-3340,3642,3606,-3406,-3794,3178,24,6,6,10,-8,6,-12,-24,-3998,-3614,3776,3826,-3512,-4078,3320,4278,8,20,-10,-6,-8,20,-10,-6,0
3146,3146,0,4036,-2938,-4262,2662,4372,-2370,-4582,2134,8,-10,6,26,-8,6,22,-4,-3008,-4424,2800,4640,-2488,-4780,2160,4906,-8,4,-10,12,8,-14,-10,12,0
3147,3147,0,4682,-1796,-4822,1488,4914,-1222,-4982,896,-8,6,6,-4,24,6,6,-4,-1892,-5030,1562,5152,-1234,-5220,964,5308,56,4,-10,12,56,4,24,12,0
3148,3148,0,5074,-560,-5112,250,5106,50,-5176,-380,8,-26,22,10,-8,22,-12,-8,-602,-5336,276,5340,52,-5352,-336,5324,24,4,8,12,72,-14,-10,28,0
3149,3149,0,5074,694,-5048,-1014,5042,1334,-4966,-1614,8,22,6,-4,8,22,6,-40,744,-5236,-984,5258,1328,-5064,-1666,5038,24,-14,-10,12,-8,-14,-10,12,0
3150,3150,0,4842,1898,-4774,-2186,4602,2456,-4438,-2772,-8,-10,-12,10,-8,6,-12,-4,1950,-4846,-2248,4742,2558,-4566,-2798,4360,40,36,-10,-6,88,-58,8,-38,0
3151,3151,0,4260,2984,-4066,-3272,3862,3512,-3612,-3752,-8,-10,-28,10,-8,38,-12,10,3108,-4144,-3306,3956,3580,-3746,-3808,3494,8,20,24,-6,8,-24,-10,-6,0
3152,3152,0,3430,3970,-3174,-4118,2874,4290,-2602,-4462,40,6,6,-40,8,6,22,-40,4042,-3214,-4212,2944,4448,-2646,-4568,2408,24,4,-10,-6,-40,4,8,-6,0
3153,3153,0,2394,4592,-2080,-4720,1770,4820,-1498,-4948,24,-10,6,10,24,6,-12,-4,4704,-2060,-4848,1718,5000,-1424,-5056,1058,8,4,8,-6,24,-14,-10,12,0
3154,3154,0,1202,4998,-838,-5044,548,5060,-190,-5092,-24,6,-12,-4,24,6,-12,-4,5112,-770,-5152,406,5208,-118,-5200,-212,-8,-42,-10,28,8,-24,-10,-22,0
3155,3155,0,-98,5044,466,-5044,-778,4966,1048,-4884,-8,-10,6,10,8,6,-12,-4,5208,528,-5168,-916,5096,1228,-5008,-1530,24,-8,-10,-6,24,4,-26,12,0
3156,3156,0,-1370,4788,1666,-4656,-1984,4560,2282,-4398,24,6,-28,10,24,-10,-44,26,4984,1852,-4832,-2174,4672,2464,-4536,-2746,24,-14,-10,28,-8,4,-10,-22,0
3157,3157,0,-2558,4276,2834,-4038,-3078,3870,3376,-3658,8,6,6,-24,8,-10,22,10,4336,3048,-4176,-3312,4010,3546,-3760,-3808,-8,4,-26,12,8,4,-26,-6,0
3158,3158,0,-3614,3416,3792,-3184,-4020,2888,4244,-2660,8,38,6,-4,24,6,22,-4,3548,4072,-3258,-4226,3076,4456,-2752,-4662,24,-58,24,28,-8,4,-10,12,0
3159,3159,0,-4386,2344,4554,-2074,-4674,1802,4810,-1486,24,-10,-12,-20,-8,6,-12,-40,2494,4784,-2200,-4912,1870,5038,-1580,-5142,8,4,8,-22,-24,-24,-26,-6,0
3160,3160,0,-4890,1224,5002,-860,-5050,560,5106,-254,-8,-10,6,-24,8,22,-12,10,1248,5222,-936,-5256,538,5320,-304,-5364,40,-42,-26,-6,56,20,24,12,0
3161,3161,0,-5182,-28,5138,392,-5086,-640,5074,1024,8,-10,-12,-24,8,22,22,-4,-60,5338,412,-5306,-698,5288,996,-5224,40,-14,-10,-6,8,-14,-44,12,0
3162,3162,0,-5070,-1316,4922,1632,-4810,-1896,4714,2182,-8,6,22,10,-24,6,-28,-40,-1314,5120,1642,-4994,-1946,4872,2240,-4728,24,4,-44,12,-8,-24,-44,-6,0
3163,3163,0,-4578,-2460,4436,2774,-4274,-3002,4116,3274,8,6,-12,-8,24,6,-12,-40,-2568,4570,2864,-4384,-3120,4204,3368,-3946,8,4,8,-22,-8,-14,-26,12,0
3164,3164,0,-3860,-3486,3664,3752,-3406,-3932,3160,4144,8,22,22,10,24,6,22,10,-3576,3694,3824,-3460,-4014,3196,4228,-2928,24,4,-26,12,24,-14,-10,-6,0
3165,3165,0,-2918,-4272,2658,4462,-2366,-4614,2090,4752,24,6,22,10,24,6,6,-4,-4366,2596,4538,-2366,-4700,2032,4874,-1732,8,-24,8,28,40,20,-10,-6,0
3166,3166,0,-1808,-4834,1490,4950,-1162,-5030,818,5014,8,38,6,10,-8,-10,-12,10,-4956,1380,5046,-1104,-5108,748,5158,-426,24,36,8,28,40,4,-44,28,0
3167,3167,0,-554,-5094,204,5078,110,-5094,-430,5014,-8,6,6,10,-8,38,-28,-40,-5204,80,5174,224,-5172,-590,5158,868,-8,-14,24,28,24,20,-10,12,0
3168,3168,0,772,-5000,-1106,4894,1418,-4772,-1658,4704,24,6,-12,10,-8,6,6,10,-5076,-1260,5062,1516,-4924,-1858,4826,2196,-8,-42,8,-6,24,20,24,-6,0
3169,3169,0,1976,-4566,-2296,4414,2554,-4286,-2802,4080,24,-10,6,26,8,-10,-12,10,-4668,-2530,4500,2758,-4366,-3044,4196,3362,88,4,-44,-6,56,4,-10,12,0
3170,3170,0,3102,-3886,-3324,3690,3590,-3406,-3794,3210,8,-10,22,26,-8,6,6,26,-3998,-3614,3776,3826,-3528,-4096,3352,4262,40,4,8,-22,-24,70,24,12,0
3171,3171,0,4036,-2922,-4162,2662,4372,-2386,-4566,2086,-8,6,-12,-24,-24,-10,-12,10,-3024,-4424,2782,4624,-2488,-4780,2176,4956,24,-14,-10,28,40,-14,8,-6,0
3172,3172,0,4682,-1812,-4838,1504,4946,-1206,-4982,912,8,-26,-12,10,24,22,22,26,-1876,-5030,1578,5136,-1218,-5270,916,5292,24,-14,8,28,-8,-14,-10,-6,0
3173,3173,0,5074,-576,-5112,234,5106,34,-5168,-364,-8,6,-12,10,-8,-26,6,-4,-634,-5302,272,5324,4,-5336,-352,5308,8,4,8,12,-8,-24,8,12,0
3174,3174,0,5122,694,-5064,-1046,5026,1334,-4950,-1662,8,22,6,26,40,6,-12,10,696,-5254,-1000,5202,1360,-5080,-1682,4988,24,4,24,28,8,-42,-10,-6,0
3175,3175,0,4866,1914,-4742,-2228,4554,2440,-4438,-2820,-8,6,-12,26,24,22,22,-4,1950,-4878,-2232,4706,2574,-4600,-2814,4394,-24,20,-10,-22,40,-24,24,12,0
3176,3176,0,4260,2968,-4066,-3256,3878,3464,-3628,-3720,40,-10,6,-4,-8,-10,-28,-4,3076,-4162,-3354,3956,3596,-3696,-3824,3494,72,-14,-10,28,24,-14,-10,-6,0
3177,3177,0,3446,3918,-3164,-4118,2890,4322,-2626,-4462,-8,22,-12,-24,24,38,22,-20,4058,-3230,-4212,2960,4416,-2612,-4600,2408,56,-42,8,-38,40,-14,8,-22,0
3178,3178,0,2378,4608,-2048,-4704,1786,4834,-1482,-4932,8,-10,-12,26,40,-10,-28,-4,4720,-2108,-4896,1750,4984,-1408,-5056,1140,56,-24,24,-6,56,-24,8,12,0
3179,3179,0,1170,5012,-854,-5028,516,5060,-238,-5076,8,-10,6,-4,8,22,-12,10,5144,-786,-5168,438,5224,-118,-5200,-196,8,4,-10,-6,72,4,8,-6,0
3180,3180,0,-98,5028,434,-5028,-762,4966,1032,-4884,40,6,6,-24,8,6,6,10,5192,544,-5152,-900,5128,1228,-5040,-1564,40,4,-44,-22,40,4,24,12,0
3181,3181,0,-1402,4804,1698,-4672,-2000,4544,2282,-4398,8,22,-12,-4,8,6,-12,-4,5016,1836,-4816,-2174,4720,2432,-4468,-2780,24,4,-10,-22,24,4,-26,12,0
3182,3182,0,-2590,4240,2802,-4054,-3094,3822,3360,-3674,24,6,22,10,-24,6,6,-4,4384,3032,-4176,-3296,3978,3546,-3792,-3848,56,-14,-10,-6,40,-14,8,-6,0
3183,3183,0,-3598,3432,3808,-3168,-4004,2904,4244,-2660,24,-26,-28,-40,24,-10,22,-8,3532,4040,-3258,-4226,3044,4472,-2784,-4646,-24,4,-10,12,56,4,8,28,0
3184,3184,0,-4386,2360,4538,-2074,-4674,1786,4826,-1502,24,38,-12,-4,24,22,6,-20,2478,4784,-2162,-4928,1838,5070,-1612,-5142,8,36,8,-22,56,-24,8,12,0
3185,3185,0,-4922,1224,5002,-860,-5054,576,5122,-238,24,-26,6,-4,8,6,22,-4,1296,5272,-952,-5274,610,5370,-304,-5364,56,-14,24,-6,56,20,-10,-22,0
3186,3186,0,-5134,-76,5122,392,-5134,-672,5122,1008,24,-10,22,-40,24,6,38,10,-60,5354,396,-5306,-666,5288,1012,-5208,-24,-14,-10,-22,56,4,-10,-22,0
3187,3187,0,-5038,-1316,4922,1616,-4842,-1928,4730,2166,-8,6,6,-4,24,6,22,-24,-1298,5152,1626,-5010,-1946,4938,2240,-4764,8,-42,-10,-6,8,20,-26,-6,0
3188,3188,0,-4594,-2460,4490,2774,-4274,-2970,4116,3290,8,38,22,10,-8,6,-12,10,-2552,4586,2832,-4400,-3072,4204,3352,-3962,-8,4,-26,-6,40,20,-10,-22,0
3189,3189,0,-3876,-3502,3648,3736,-3374,-3970,3160,4144,8,22,-12,10,-8,-10,-12,10,-3576,3710,3840,-3444,-4030,3196,4244,-2928,24,4,-10,-22,72,20,-10,-6,0
3190,3190,0,-2950,-4286,2642,4462,-2366,-4598,2074,4752,8,6,-12,26,-8,6,6,10,-4366,2596,4570,-2414,-4716,2016,4858,-1780,24,4,-44,-6,-8,-58,-60,-22,0
3191,3191,0,-1792,-4850,1506,4966,-1146,-5014,834,5030,24,22,-12,-24,-8,6,22,-24,-4972,1398,5034,-1104,-5124,748,5190,-426,8,-14,-26,28,8,4,8,28,0
3192,3192,0,-528,-5094,220,5094,110,-5078,-398,5046,8,22,-28,10,-8,22,6,-4,-5204,62,5206,224,-5188,-572,5142,902,40,-14,8,-6,8,-24,-26,12,0
3193,3193,0,756,-5014,-1046,4910,1386,-4788,-1674,4704,8,6,-12,10,-24,6,6,-20,-5092,-1260,4986,1516,-4908,-1858,4826,2196,8,4,-26,-6,8,-14,-26,-6,0
3194,3194,0,2008,-4582,-2296,4414,2554,-4240,-2834,4096,8,-26,-12,-4,40,-26,22,-4,-4668,-2470,4532,2774,-4350,-3012,4196,3330,40,-14,24,-38,-8,4,-26,-6,0
3195,3195,0,3150,-3854,-3356,3658,3606,-3454,-3740,3178,8,6,6,10,-8,22,-12,-4,-3966,-3564,3760,3810,-3528,-4030,3304,4262,40,-14,-26,-6,40,4,-26,-6,0
3196,3196,0,4020,-2906,-4178,2646,4410,-2370,-4550,2102,8,6,22,10,8,-10,-12,-24,-3024,-4474,2782,4606,-2520,-4780,2176,4938,8,20,-10,-22,40,-42,-44,-6,0
3197,3197,0,4650,-1828,-4838,1488,4930,-1222,-4998,896,8,6,-12,26,8,22,-12,10,-1876,-5014,1578,5120,-1250,-5204,948,5292,24,-14,-44,-22,40,-42,-10,-6,0
3198,3198,0,5074,-576,-5136,250,5106,50,-5128,-412,8,6,6,-4,8,6,22,26,-602,-5336,276,5324,20,-5368,-368,5308,-24,4,-26,12,56,4,-26,-38,0
3199,3199,0,5122,694,-5096,-998,5042,1302,-4966,-1646,8,6,6,10,8,6,22,10,728,-5286,-1016,5242,1344,-5080,-1634,4972,88,4,-10,-22,72,20,-10,12,0
3200,3200,0,4850,1898,-4758,-2228,4586,2424,-4454,-2804,-8,6,22,-4,8,22,22,-8,1950,-4846,-2248,4706,2574,-4524,-2798,4410,-24,4,24,-6,24,4,-26,28,0
3201,3201,0,4244,3016,-4034,-3256,3878,3512,-3628,-3768,8,6,22,26,8,-10,6,10,3124,-4162,-3354,3956,3628,-3730,-3808,3460,40,20,-10,-6,40,-42,8,-6,0
3202,3202,0,3446,3924,-3196,-4134,2874,4322,-2610,-4462,24,-10,-28,10,8,-10,6,-4,4042,-3278,-4228,2976,4416,-2662,-4532,2376,56,4,-10,12,8,4,-10,-6,0
3203,3203,0,2394,4640,-2064,-4720,1786,4834,-1482,-4932,40,-10,6,-4,24,22,-12,10,4688,-2076,-4848,1718,4952,-1456,-5040,1106,-8,36,24,-6,24,20,-26,-6,0
3204,3204,0,1170,5028,-822,-5044,548,5044,-238,-5076,-8,22,-12,40,40,22,-44,-4,5144,-770,-5184,454,5224,-118,-5200,-180,88,4,8,28,56,20,-10,-6,0
3205,3205,0,-98,5092,434,-5028,-794,4998,1080,-4900,8,38,-28,-24,8,22,22,10,5224,512,-5184,-900,5128,1266,-5040,-1564,40,-14,-26,-22,24,4,-10,-6,0
3206,3206,0,-1402,4788,1714,-4672,-2000,4560,2266,-4430,-8,6,-12,10,8,6,6,-8,4952,1868,-4832,-2158,4720,2448,-4516,-2780,24,-42,-10,-22,-24,4,-26,44,0
3207,3207,0,-2574,4240,2818,-4022,-3094,3854,3328,-3674,8,6,6,-8,24,22,22,10,4368,3066,-4144,-3280,3994,3530,-3744,-3832,24,20,-26,44,8,4,24,-6,0
3208,3208,0,-3598,3432,3808,-3136,-4020,2904,4244,-2660,24,-10,6,-24,8,38,-12,-4,3548,4056,-3274,-4242,3044,4504,-2736,-4646,8,-14,-26,28,-40,-14,8,-6,0
3209,3209,0,-4402,2392,4586,-2090,-4674,1802,4810,-1502,8,-10,6,10,8,22,6,-24,2494,4800,-2184,-4928,1886,5054,-1596,-5092,8,-14,-26,-6,8,4,-10,12,0
3210,3210,0,-4890,1240,5024,-892,-5086,560,5106,-254,24,22,-28,10,8,22,-12,26,1248,5222,-936,-5274,626,5354,-272,-5364,-8,-58,-26,-6,-8,4,-44,-6,0
3211,3211,0,-5134,-28,5106,360,-5086,-672,5040,1024,8,38,-12,-4,8,6,6,10,-12,5354,412,-5290,-698,5320,964,-5174,24,4,-26,12,8,-14,24,-6,0
3212,3212,0,-4986,-1284,4954,1584,-4826,-1864,4730,2230,8,6,-12,10,8,-10,-12,-24,-1314,5120,1610,-5044,-1946,4906,2224,-4764,-24,20,-26,-6,24,-14,-10,12,0
3213,3213,0,-4578,-2460,4474,2758,-4290,-3002,4116,3290,-8,6,6,-40,8,6,6,10,-2552,4604,2864,-4384,-3072,4172,3352,-3962,24,-24,-10,-6,-24,20,-26,12,0
3214,3214,0,-3844,-3486,3664,3752,-3454,-3902,3144,4144,8,38,22,10,-8,6,-12,10,-3608,3800,3840,-3476,-4030,3214,4260,-2944,24,4,-10,28,-8,4,24,-6,0
3215,3215,0,-2902,-4302,2626,4478,-2382,-4598,2090,4768,8,38,6,-4,24,38,-12,-20,-4444,2646,4570,-2332,-4716,2000,4826,-1780,-24,-14,-10,-6,24,-42,8,12,0
3216,3216,0,-1808,-4820,1490,4934,-1178,-5014,834,5030,24,22,-12,10,24,22,6,10,-4940,1414,5062,-1138,-5092,714,5190,-458,24,20,-10,-6,8,-14,8,-22,0
3217,3217,0,-528,-5094,220,5078,110,-5062,-398,5014,8,22,6,-40,-8,22,22,10,-5156,80,5206,192,-5156,-572,5158,836,8,4,8,-6,8,-14,-44,12,0
3218,3218,0,740,-5014,-1106,4910,1386,-4772,-1674,4704,24,6,22,10,24,6,-12,-4,-5076,-1244,5062,1532,-4924,-1874,4842,2178,24,4,-26,-6,56,-14,8,-22,0
3219,3219,0,1992,-4582,-2264,4414,2538,-4256,-2802,4096,24,-10,-12,-4,-8,22,6,-4,-4668,-2454,4516,2774,-4366,-3044,4212,3346,40,4,-26,-22,8,4,-10,-6,0
3220,3220,0,3082,-3870,-3372,3674,3590,-3454,-3794,3162,8,-26,22,-4,8,6,-12,40,-3982,-3582,3808,3826,-3512,-4014,3336,4230,72,20,-10,12,8,-58,-10,12,0
3221,3221,0,4036,-2922,-4162,2646,4372,-2370,-4550,2086,-8,-26,-12,10,40,6,-12,10,-3008,-4408,2782,4574,-2504,-4764,2176,4922,8,-14,-10,-22,24,-42,-44,-6,0
3222,3222,0,4682,-1828,-4838,1504,4930,-1238,-5030,912,24,22,6,-4,8,6,22,-4,-1860,-5014,1578,5102,-1250,-5254,948,5292,8,4,-10,28,24,4,-26,12,0
3223,3223,0,5074,-592,-5152,234,5122,50,-5128,-380,8,6,22,-4,40,-10,-12,-40,-602,-5368,348,5324,36,-5336,-384,5308,-8,4,-10,12,-24,4,24,-6,0
3224,3224,0,5122,678,-5096,-1014,5026,1302,-4950,-1614,-8,22,-12,-4,-8,-10,6,-24,696,-5270,-984,5184,1328,-5096,-1650,5020,-40,-42,-44,12,8,-24,-44,-6,0
3225,3225,0,4826,1882,-4774,-2228,4586,2456,-4470,-2788,8,6,6,-8,8,22,-12,26,1950,-4812,-2232,4742,2558,-4582,-2814,4360,24,-24,-10,12,56,4,-10,-6,0
3226,3226,0,4244,2952,-4050,-3288,3878,3496,-3644,-3736,8,22,22,-4,40,6,-12,-4,3108,-4162,-3338,3974,3580,-3746,-3808,3510,8,-14,-44,-38,-8,-24,-10,-22,0
3227,3227,0,3414,3970,-3174,-4102,2890,4322,-2658,-4462,-24,22,-12,10,-24,22,-12,-4,4042,-3230,-4212,2976,4448,-2662,-4584,2408,-24,-42,-26,-6,-8,-42,-44,-38,0
3228,3228,0,2394,4592,-2048,-4736,1786,4850,-1450,-4916,-8,-12,6,-4,8,6,-12,10,4720,-2044,-4864,1750,4952,-1440,-5040,1090,8,36,-10,-6,56,20,-26,-6,0
3229,3229,0,1202,5012,-822,-5044,516,5092,-238,-5092,8,6,-12,26,24,-12,-28,-40,5112,-738,-5152,422,5192,-102,-5200,-212,-40,4,-10,-6,40,-24,8,-6,0
3230,3230,0,-98,5076,450,-5044,-794,4982,1016,-4900,-24,6,22,-24,-8,6,-12,10,5208,512,-5168,-900,5112,1266,-5040,-1548,56,-24,-10,-6,8,-42,-10,-6,0
3231,3231,0,-1386,4788,1682,-4688,-1984,4528,2266,-4398,-24,-28,22,26,8,6,-12,10,4968,1818,-4848,-2218,4720,2432,-4484,-2746,24,-24,-10,-6,-8,20,-10,-22,0
3232,3232,0,-2574,4224,2786,-4054,-3094,3838,3360,-3658,-8,-12,-28,-4,8,-12,-12,-20,4384,3032,-4176,-3330,3994,3546,-3808,-3832,8,-14,-10,28,40,36,8,12,0
3233,3233,0,-3582,3432,3824,-3168,-4036,2888,4212,-2660,8,6,22,-4,24,-12,-12,10,3564,4090,-3290,-4242,3044,4488,-2768,-4646,24,-24,-10,-6,-8,-24,-26,-22,0
3234,3234,0,-4418,2392,4554,-2106,-4658,1802,4794,-1534,24,-12,-12,10,-24,-12,-12,-4,2478,4818,-2184,-4928,1870,5070,-1612,-5126,-40,4,-26,12,24,20,-26,-6,0
3235,3235,0,-4890,1240,5002,-876,-5086,576,5074,-270,24,-12,-12,-4,-8,-12,22,-40,1248,5288,-952,-5290,586,5370,-320,-5346,8,4,-10,12,-8,20,8,-6,0
