Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc3_a1_1[15:0],u3_adc_analysis/adc3_a2_1[15:0],u3_adc_analysis/adc3_a3_1[15:0],u3_adc_analysis/adc3_a4_1[15:0],u3_adc_analysis/adc3_a1_2[15:0],u3_adc_analysis/adc3_a2_2[15:0],u3_adc_analysis/adc3_a3_2[15:0],u3_adc_analysis/adc3_a4_2[15:0],u3_adc_analysis/adc4_a1_1[15:0],u3_adc_analysis/adc4_a2_1[15:0],u3_adc_analysis/adc4_a3_1[15:0],u3_adc_analysis/adc4_a4_1[15:0],u3_adc_analysis/adc4_a1_2[15:0],u3_adc_analysis/adc4_a2_2[15:0],u3_adc_analysis/adc4_a3_2[15:0],u3_adc_analysis/adc4_a4_2[15:0],u3_adc_analysis/time_4s_1
2505,2505,0,-224,5076,466,-4980,-842,4998,1112,-4884,-8,24,6,-4,-8,-10,-12,10,5208,666,-5152,-1006,5112,1316,-5008,-1634,8,20,8,-6,8,-42,8,12,0
2506,2506,0,-1450,4772,1730,-4656,-2096,4512,2352,-4366,-8,-10,6,-4,-8,8,-12,10,4920,1966,-4800,-2266,4624,2564,-4452,-2846,24,20,-10,12,-8,-42,-10,12,0
2507,2507,0,-2638,4208,2850,-3990,-3174,3806,3392,-3626,8,-26,-44,10,24,24,-12,26,4320,3114,-4128,-3394,3930,3612,-3696,-3914,-40,20,-26,12,24,-24,8,-6,0
2508,2508,0,-3678,3370,3824,-3106,-4068,2856,4276,-2576,-24,8,-12,10,8,-10,-12,-20,3484,4172,-3242,-4274,2996,4554,-2680,-4662,-24,-42,8,-22,24,4,24,-22,0
2509,2509,0,-4402,2328,4586,-2026,-4706,1756,4842,-1434,24,8,-12,10,-8,24,22,10,2382,4818,-2082,-4978,1774,5086,-1486,-5174,72,-14,-26,-6,8,-24,-10,-22,0
2510,2510,0,-4922,1140,5002,-846,-5118,482,5106,-164,-8,8,-12,10,-8,-10,22,10,1168,5320,-856,-5290,506,5386,-224,-5364,-40,-24,-26,-22,-8,-14,-10,-22,0
2511,2511,0,-5134,-124,5122,472,-5134,-734,5058,1104,-8,-10,22,-4,8,24,22,-4,-124,5338,444,-5306,-778,5256,1108,-5158,56,-14,24,28,8,-42,42,-38,0
2512,2512,0,-4970,-1432,4922,1680,-4810,-1960,4714,2214,8,8,-12,10,40,8,-12,10,-1432,5086,1706,-4978,-2058,4818,2312,-4694,40,20,8,-6,24,4,-10,-38,0
2513,2513,0,-4578,-2522,4420,2830,-4226,-3100,4068,3338,24,8,-12,-4,24,8,-12,10,-2648,4538,2928,-4366,-3152,4138,3400,-3858,24,4,-10,-6,24,-14,-26,-6,0
2514,2514,0,-3828,-3550,3600,3800,-3374,-3948,3096,4208,8,8,22,-4,24,8,-12,10,-3672,3596,3856,-3428,-4110,3130,4292,-2862,8,-24,-10,12,8,-42,-10,28,0
2515,2515,0,-2870,-4334,2594,4546,-2350,-4598,2058,4784,-8,24,6,10,8,-10,-12,26,-4460,2564,4618,-2284,-4764,1918,4874,-1682,-8,20,8,-38,72,4,-26,-6,0
2516,2516,0,-1722,-4820,1434,4982,-1130,-5000,802,5046,-8,-26,-44,10,8,8,6,10,-4972,1298,5062,-1056,-5156,648,5206,-360,8,-42,24,28,-8,36,24,-6,0
2517,2517,0,-464,-5062,92,5062,174,-5062,-478,5046,24,40,22,-40,8,-10,-28,26,-5188,14,5222,322,-5172,-672,5142,1008,-8,-58,-26,12,-56,4,24,-6,0
2518,2518,0,820,-4984,-1154,4862,1466,-4772,-1760,4672,24,24,-12,10,8,-10,-12,40,-5108,-1276,4986,1602,-4924,-1940,4826,2278,-24,4,-10,-6,-24,-14,24,12,0
2519,2519,0,2056,-4492,-2328,4366,2650,-4224,-2866,4032,-8,-10,-12,10,8,8,-12,10,-4620,-2564,4468,2828,-4286,-3180,4134,3394,-24,4,-10,-6,-8,36,-10,-6,0
2520,2520,0,3166,-3786,-3372,3610,3670,-3354,-3826,3116,-8,-10,22,-4,-8,-26,6,10,-3912,-3680,3728,3858,-3480,-4128,3240,4312,-24,4,-26,-6,-8,-42,8,-38,0
2521,2521,0,4084,-2844,-4246,2598,4458,-2308,-4582,2038,-8,8,-12,-4,24,8,-12,26,-2960,-4490,2686,4656,-2376,-4830,2080,4988,-40,-14,8,-22,8,-14,24,-6,0
2522,2522,0,4682,-1750,-4870,1440,4962,-1190,-5030,834,-8,-10,-12,-40,-8,-10,22,-24,-1752,-5064,1482,5152,-1186,-5270,892,5308,24,4,8,-6,-24,20,-10,-22,0
2523,2523,0,5074,-514,-5128,202,5106,82,-5168,-428,24,-10,6,40,8,-10,6,-20,-506,-5352,196,5358,138,-5336,-432,5308,8,4,8,12,24,-14,-44,-6,0
2524,2524,0,5074,724,-5080,-1078,4978,1366,-4902,-1708,8,8,-28,10,8,-26,-12,-4,792,-5270,-1096,5168,1424,-5064,-1746,4988,56,-24,8,-6,8,-24,-26,12,0
2525,2525,0,4778,1992,-4662,-2290,4570,2488,-4470,-2850,40,8,6,-20,8,24,-12,-4,1998,-4812,-2328,4672,2590,-4474,-2846,4328,40,4,24,-6,40,-42,8,-6,0
2526,2526,0,4260,3016,-4018,-3304,3814,3544,-3564,-3768,8,-10,-12,10,8,8,-28,10,3172,-4128,-3450,3892,3676,-3664,-3872,3428,24,-24,-10,-6,56,4,42,-6,0
2527,2527,0,3358,4002,-3142,-4166,2842,4354,-2602,-4494,24,8,-12,-4,-8,24,-12,-4,4122,-3060,-4276,2910,4464,-2546,-4616,2294,24,36,-10,-6,-8,-14,24,-22,0
2528,2528,0,2308,4608,-2016,-4720,1754,4850,-1402,-4948,8,24,-28,10,8,24,6,40,4768,-1978,-4928,1652,5016,-1342,-5072,1040,-24,-42,-26,-22,8,-24,8,-22,0
2529,2529,0,1076,5028,-742,-5044,452,5060,-134,-5044,24,8,22,10,24,24,22,10,5144,-704,-5152,322,5208,14,-5200,-344,24,4,-44,12,8,20,8,12,0
2530,2530,0,-176,5044,514,-5012,-826,4966,1128,-4884,24,-10,-28,40,-8,8,-12,10,5192,666,-5136,-1006,5080,1282,-5008,-1650,40,-14,-26,28,8,-42,24,-6,0
2531,2531,0,-1434,4788,1746,-4656,-2048,4544,2336,-4382,-24,8,-28,26,-24,24,-28,10,4952,1934,-4816,-2250,4640,2514,-4468,-2812,8,36,24,-6,8,-58,-44,-6,0
2532,2532,0,-2654,4224,2866,-3990,-3110,3822,3408,-3626,8,-10,-12,-4,40,-26,6,10,4352,3114,-4128,-3378,3914,3644,-3712,-3898,24,20,8,-6,56,4,-10,28,0
2533,2533,0,-3630,3370,3824,-3090,-4068,2842,4260,-2628,24,-26,-12,-4,-40,-26,6,-4,3484,4172,-3226,-4274,2964,4538,-2648,-4662,24,-24,8,-6,-8,4,24,-6,0
2534,2534,0,-4450,2314,4602,-2042,-4690,1802,4842,-1450,8,8,22,-4,8,8,-12,-4,2398,4872,-2130,-4978,1822,5102,-1470,-5142,-24,-14,-10,-6,24,4,-26,-22,0
2535,2535,0,-4922,1124,5018,-798,-5086,466,5122,-180,-24,-26,6,-4,24,8,6,26,1152,5272,-872,-5306,522,5338,-208,-5364,-40,-14,8,-6,-40,4,8,-22,0
2536,2536,0,-5118,-92,5138,440,-5118,-734,5058,1104,8,-10,22,10,8,24,22,-4,-124,5370,492,-5274,-730,5256,1060,-5192,-8,-14,-10,-22,-24,4,-10,-6,0
2537,2537,0,-4986,-1348,4922,1680,-4794,-1974,4714,2246,8,-10,6,-8,24,24,-12,-24,-1400,5102,1706,-4962,-2058,4834,2328,-4694,-8,-14,8,-6,24,4,24,12,0
2538,2538,0,-4562,-2522,4442,2860,-4226,-3064,4068,3322,-8,8,-12,40,-8,-10,22,10,-2664,4522,2928,-4350,-3152,4138,3400,-3946,40,-14,8,12,-56,4,-10,-6,0
2539,2539,0,-3860,-3534,3592,3832,-3374,-3986,3112,4224,8,8,22,-24,24,24,-12,26,-3656,3644,3856,-3428,-4110,3082,4308,-2878,24,4,8,-22,-40,4,-60,12,0
2540,2540,0,-2854,-4334,2578,4510,-2270,-4630,2058,4816,8,-10,-12,10,24,-10,-12,-4,-4476,2546,4602,-2284,-4764,1934,4874,-1716,40,4,24,-22,24,-14,8,12,0
2541,2541,0,-1706,-4834,1402,4950,-1130,-5014,802,5046,-24,8,-12,26,8,-10,-12,-4,-5028,1332,5094,-1056,-5140,714,5190,-344,-24,4,-26,-6,-8,4,-10,12,0
2542,2542,0,-432,-5110,156,5078,174,-5094,-478,5030,24,-10,-12,10,-8,-10,-28,-4,-5172,14,5190,290,-5204,-638,5142,1008,-8,-14,-44,-6,24,4,-10,-22,0
2543,2543,0,804,-4968,-1122,4862,1434,-4772,-1706,4672,-8,-10,-44,10,8,-10,-12,10,-5076,-1308,5002,1618,-4892,-1960,4746,2278,24,4,-10,-6,8,4,-26,12,0
2544,2544,0,2040,-4476,-2344,4366,2634,-4256,-2866,4032,-24,-26,-12,-4,24,-10,-28,10,-4636,-2564,4500,2862,-4334,-3148,4166,3444,24,-24,-26,28,40,4,8,12,0
2545,2545,0,3166,-3802,-3404,3626,3638,-3338,-3826,3146,-8,-10,-12,26,-8,-10,-12,-40,-3928,-3614,3728,3892,-3496,-4046,3256,4344,-8,-58,-10,-6,-56,36,-26,-6,0
2546,2546,0,4068,-2874,-4262,2598,4442,-2308,-4582,2022,-8,-42,-28,10,8,8,-12,10,-2960,-4458,2670,4672,-2424,-4846,2096,5004,24,4,-10,-22,24,-42,42,-6,0
2547,2547,0,4714,-1750,-4854,1440,4962,-1142,-5038,834,-8,-26,-28,-4,8,8,22,10,-1768,-5064,1530,5168,-1186,-5270,892,5292,56,-42,8,-6,-8,4,-10,-6,0
2548,2548,0,5074,-498,-5128,202,5138,98,-5136,-476,8,8,-12,10,-24,8,-12,-20,-554,-5352,180,5324,138,-5384,-448,5324,40,36,8,12,8,36,-10,-22,0
2549,2549,0,5122,756,-5112,-1078,4994,1366,-4902,-1694,24,24,-12,-40,8,8,6,-20,824,-5254,-1064,5184,1392,-5030,-1762,4972,-8,4,8,-6,-8,4,8,12,0
2550,2550,0,4810,1962,-4726,-2244,4586,2502,-4438,-2820,-8,-26,-28,-40,-24,-10,6,26,2062,-4846,-2312,4672,2622,-4490,-2862,4360,-24,20,-10,-6,8,-58,8,28,0
2551,2551,0,4228,3032,-4034,-3352,3814,3570,-3612,-3784,24,-10,22,10,-24,24,6,10,3188,-4128,-3450,3924,3660,-3696,-3872,3412,-24,4,8,12,-8,4,-10,-6,0
2552,2552,0,3374,3986,-3158,-4150,2842,4354,-2570,-4478,-24,8,-12,-4,8,-10,-44,10,4122,-3164,-4244,2878,4496,-2596,-4600,2326,24,-24,8,-6,-40,4,-10,12,0
2553,2553,0,2302,4592,-2000,-4752,1722,4834,-1418,-4948,24,8,-12,26,-24,-58,-12,-4,4736,-1924,-4912,1668,5016,-1342,-5104,1040,8,-14,24,12,8,20,42,28,0
2554,2554,0,1092,5012,-758,-5044,436,5076,-134,-5076,-8,8,-44,-4,-24,24,38,-4,5160,-688,-5136,322,5208,-20,-5200,-328,8,4,8,-6,-24,4,24,-6,0
2555,2555,0,-176,5076,514,-5028,-810,4982,1144,-4868,8,-26,6,-20,8,8,-12,-8,5192,632,-5152,-982,5112,1298,-5040,-1666,24,4,-26,12,24,20,8,-6,0
2556,2556,0,-1482,4756,1746,-4672,-2032,4528,2298,-4350,24,8,-28,-4,8,-10,6,-4,4920,1966,-4800,-2266,4688,2546,-4552,-2846,8,4,-26,28,24,4,24,12,0
2557,2557,0,-2590,4192,2888,-3990,-3142,3854,3376,-3594,40,8,-28,10,-8,-10,-12,10,4320,3114,-4112,-3330,3946,3644,-3728,-3842,8,-14,-10,-6,-8,-42,-26,-22,0
2558,2558,0,-3630,3354,3856,-3074,-4068,2842,4292,-2592,8,8,-28,26,-8,-10,-12,40,3468,4172,-3210,-4308,2996,4538,-2720,-4662,8,4,-26,-6,24,4,-10,12,0
2559,2559,0,-4418,2328,4602,-2042,-4690,1772,4842,-1502,-8,-10,-12,-4,24,24,-12,-4,2398,4818,-2114,-4944,1822,5136,-1470,-5174,-40,-42,-26,12,40,4,-26,-22,0
2560,2560,0,-4922,1124,5002,-798,-5102,482,5122,-222,8,8,-12,-4,8,-10,-12,10,1168,5272,-872,-5274,522,5338,-224,-5306,8,4,-10,-6,-40,-42,-10,-38,0
2561,2561,0,-5134,-124,5122,440,-5118,-750,5040,1072,-24,-10,6,10,-24,8,-28,-4,-124,5354,492,-5274,-762,5288,1060,-5174,-24,-24,-10,-6,24,20,8,12,0
2562,2562,0,-4986,-1364,4938,1680,-4826,-1974,4746,2276,24,8,-28,10,-8,-10,-12,26,-1416,5086,1690,-4978,-2042,4850,2312,-4662,24,4,8,-6,8,-14,8,-6,0
2563,2563,0,-4546,-2554,4404,2830,-4258,-3018,4052,3352,24,40,-12,10,24,-10,6,-24,-2632,4522,2912,-4384,-3152,4106,3432,-3890,-8,-24,-26,-6,-56,4,24,-6,0
2564,2564,0,-3828,-3566,3600,3816,-3374,-4002,3080,4192,-8,-10,6,-4,-24,-10,6,-40,-3640,3612,3872,-3394,-4078,3130,4276,-2878,-56,-14,-10,-6,-8,4,-26,-6,0
2565,2565,0,-2854,-4334,2610,4546,-2286,-4630,2026,4752,8,-10,6,-4,8,24,-12,10,-4444,2580,4586,-2300,-4780,1934,4858,-1682,8,4,-10,28,8,4,8,12,0
2566,2566,0,-1706,-4870,1402,4966,-1098,-5046,786,5046,-8,8,22,40,-8,-26,-28,-4,-5012,1348,5046,-1038,-5124,666,5158,-328,8,4,42,-6,-40,4,24,-6,0
2567,2567,0,-464,-5094,156,5078,190,-5062,-446,5046,24,8,-12,10,24,8,-12,-40,-5204,14,5174,290,-5172,-688,5158,958,-8,4,-10,12,24,-42,-10,-6,0
2568,2568,0,820,-4984,-1138,4862,1466,-4788,-1722,4672,24,24,6,10,8,-10,-12,26,-5092,-1358,4986,1618,-4876,-1960,4762,2260,-8,20,-10,-6,-8,-14,-10,-6,0
2569,2569,0,2040,-4582,-2328,4398,2634,-4240,-2866,4048,8,8,6,-4,-8,40,-12,10,-4668,-2546,4500,2846,-4302,-3148,4150,3394,40,54,42,-38,40,4,-10,-6,0
2570,2570,0,3166,-3786,-3388,3626,3654,-3386,-3826,3146,8,-26,-12,-24,8,-26,6,10,-3950,-3646,3728,3924,-3480,-4112,3272,4296,40,-24,24,-6,-8,4,8,-6,0
2571,2571,0,4084,-2874,-4278,2614,4426,-2308,-4550,2022,24,-10,-12,-4,24,-10,-12,10,-2960,-4474,2654,4656,-2440,-4812,2096,4988,24,4,-44,12,56,4,8,-6,0
2572,2572,0,4698,-1734,-4854,1456,4946,-1158,-4998,864,24,24,-12,-4,8,-10,6,26,-1784,-5014,1482,5152,-1170,-5254,860,5292,-56,-42,-10,-38,-8,-42,-26,12,0
2573,2573,0,5042,-514,-5136,186,5122,82,-5168,-428,8,-10,-12,10,8,-10,-12,26,-522,-5368,180,5340,154,-5318,-432,5292,-56,-24,24,28,24,20,8,-22,0
2574,2574,0,5106,756,-5064,-1110,5042,1366,-4950,-1694,-8,24,6,-4,24,-26,-12,10,776,-5302,-1096,5136,1392,-5080,-1746,4956,56,-42,8,-6,56,-24,8,12,0
2575,2575,0,4810,1946,-4742,-2274,4602,2502,-4470,-2804,-24,-26,-12,-20,8,-26,-12,-4,1998,-4812,-2344,4656,2606,-4474,-2878,4312,40,4,8,-6,8,20,-10,-6,0
2576,2576,0,4212,3046,-4018,-3304,3814,3528,-3580,-3800,8,-26,22,-20,8,-10,-12,26,3172,-4128,-3434,3908,3644,-3664,-3856,3444,-8,-14,8,-6,-40,-42,-10,-38,0
2577,2577,0,3374,3986,-3094,-4150,2858,4322,-2554,-4494,8,-10,54,-24,-8,24,6,26,4090,-3130,-4244,2878,4464,-2564,-4616,2310,8,20,8,12,-24,-24,24,-6,0
2578,2578,0,2334,4592,-2032,-4736,1738,4866,-1418,-4948,8,24,-12,10,-8,8,6,-4,4752,-2010,-4880,1652,5016,-1392,-5088,1040,-24,4,-26,-6,40,4,-10,-6,0
2579,2579,0,1108,5028,-774,-5044,436,5060,-102,-5092,-8,8,-12,10,24,-26,-12,10,5128,-704,-5152,372,5224,-36,-5216,-344,8,36,-10,-38,56,20,8,-6,0
2580,2580,0,-176,5060,466,-5012,-842,4982,1064,-4916,24,8,-28,10,-24,-10,-28,10,5176,616,-5168,-948,5112,1332,-5040,-1612,-40,4,-26,-22,24,4,-10,-6,0
2581,2581,0,-1434,4788,1714,-4640,-2064,4528,2320,-4382,24,24,22,10,8,-26,-12,10,4920,1966,-4816,-2234,4624,2530,-4468,-2780,24,-42,24,-6,8,-42,-10,-6,0
2582,2582,0,-2606,4224,2888,-4006,-3174,3790,3392,-3610,8,-10,6,26,8,-10,22,10,4352,3082,-4128,-3378,3946,3612,-3744,-3930,-56,-24,-44,-6,-8,-24,-10,-22,0
2583,2583,0,-3662,3386,3824,-3090,-4068,2842,4292,-2592,-24,-42,-12,10,-8,8,22,10,3500,4138,-3210,-4366,3012,4538,-2704,-4712,24,20,-26,-6,40,-58,8,12,0
2584,2584,0,-4434,2314,4602,-2042,-4706,1740,4842,-1450,-24,-10,6,10,-8,24,-28,-24,2430,4850,-2130,-4928,1790,5086,-1502,-5158,72,20,8,12,-8,-14,-26,28,0
2585,2585,0,-4922,1140,5024,-798,-5070,514,5106,-206,8,-10,-12,10,40,24,6,10,1200,5222,-840,-5274,490,5370,-224,-5346,8,-14,8,-38,40,-58,8,12,0
2586,2586,0,-5150,-140,5138,440,-5118,-734,5074,1104,-8,8,-12,-24,-8,-10,-28,10,-140,5354,492,-5330,-794,5288,1076,-5158,40,4,24,12,40,-14,-26,-22,0
2587,2587,0,-4986,-1348,4906,1696,-4842,-1974,4714,2292,-8,-26,-28,10,-8,-10,-28,10,-1400,5102,1690,-4994,-2026,4872,2312,-4712,40,4,-26,-6,40,-24,-10,-38,0
2588,2588,0,-4578,-2522,4420,2844,-4258,-3048,4084,3306,24,-10,-12,-20,-56,-26,-12,-40,-2648,4570,2912,-4384,-3168,4154,3432,-3914,-24,-14,-26,-6,40,-14,-10,12,0
2589,2589,0,-3860,-3566,3600,3768,-3406,-3932,3096,4224,-8,24,-12,26,-8,8,-12,10,-3640,3644,3888,-3394,-4078,3164,4276,-2894,-8,-24,-26,28,24,-24,8,-6,0
2590,2590,0,-2886,-4318,2626,4560,-2302,-4630,2026,4768,24,24,-44,10,-8,8,-12,26,-4476,2546,4602,-2284,-4748,1966,4874,-1698,24,4,-10,12,8,4,8,-6,0
2591,2591,0,-1706,-4834,1418,4950,-1114,-4984,802,5062,8,24,-28,10,8,8,-44,-4,-4988,1332,5046,-1056,-5156,648,5206,-376,40,4,-26,-6,24,20,-26,-6,0
2592,2592,0,-496,-5094,156,5078,142,-5078,-494,5030,8,-42,6,26,8,8,-12,-4,-5204,14,5206,290,-5204,-638,5158,934,8,4,-26,-22,24,4,8,-6,0
2593,2593,0,804,-4968,-1122,4878,1482,-4788,-1744,4672,24,-10,-12,-4,8,8,6,-4,-5108,-1292,5002,1618,-4924,-1924,4794,2294,8,4,-10,-6,-8,-14,-10,12,0
2594,2594,0,2024,-4518,-2328,4382,2618,-4208,-2882,4032,8,-10,22,10,-8,8,6,10,-4684,-2580,4468,2846,-4350,-3130,4150,3362,40,-14,8,-6,-40,-14,-10,-6,0
2595,2595,0,3150,-3872,-3404,3594,3654,-3392,-3842,3116,-8,-10,-12,26,-8,8,-28,-20,-3944,-3646,3760,3858,-3464,-4112,3256,4278,-40,4,-44,12,24,4,-60,-6,0
2596,2596,0,4052,-2844,-4262,2582,4426,-2322,-4598,2054,-8,-10,-28,-4,8,-10,22,-4,-2960,-4424,2638,4688,-2440,-4764,2112,4972,40,-58,24,12,24,20,-26,-6,0
2597,2597,0,4714,-1734,-4870,1456,4962,-1142,-5014,850,-8,-10,-12,56,8,8,22,10,-1812,-5030,1498,5168,-1170,-5270,844,5308,24,4,-44,12,24,-14,24,-38,0
2598,2598,0,5106,-514,-5112,202,5138,114,-5128,-460,8,8,6,10,8,8,6,10,-554,-5318,196,5340,138,-5336,-416,5308,24,4,8,-6,24,20,-10,-22,0
2599,2599,0,5106,724,-5080,-1078,5026,1398,-4950,-1708,-8,-10,-12,-4,-8,8,6,-24,776,-5236,-1064,5184,1376,-5096,-1746,4988,56,4,8,-6,-24,36,-44,28,0
2600,2600,0,4850,1976,-4726,-2290,4538,2502,-4422,-2820,-8,8,6,10,-24,24,6,26,2014,-4812,-2296,4672,2622,-4524,-2894,4344,8,-24,8,-38,8,-14,-10,28,0
2601,2601,0,4228,3000,-4018,-3288,3862,3528,-3580,-3752,8,-10,22,10,8,8,-12,-4,3188,-4112,-3434,3924,3660,-3646,-3856,3444,56,20,8,-6,40,-14,8,-6,0
2602,2602,0,3358,3954,-3142,-4182,2874,4370,-2602,-4478,40,8,-12,-4,-24,-10,-12,-4,4122,-3114,-4260,2846,4480,-2564,-4616,2326,-24,20,-10,-6,40,20,8,12,0
2603,2603,0,2308,4624,-2000,-4768,1706,4866,-1450,-4932,-24,8,22,-40,-24,-26,-28,-24,4736,-2010,-4880,1684,5000,-1342,-5056,976,40,4,-10,12,8,20,-10,12,0
2604,2604,0,1092,4982,-790,-5028,484,5076,-118,-5060,-24,-10,-12,-24,24,8,-12,-24,5144,-688,-5200,356,5176,-20,-5200,-294,-8,4,42,-22,-56,-14,-26,-22,0
2605,2605,0,-192,5076,498,-5012,-842,4982,1162,-4852,-8,-10,-12,10,-8,-10,-12,10,5192,616,-5168,-998,5096,1332,-5008,-1650,-88,20,-10,12,-8,4,-10,28,0
2606,2606,0,-1450,4772,1730,-4640,-2048,4544,2320,-4398,8,-10,6,26,-40,8,-12,26,4920,1884,-4832,-2266,4672,2546,-4520,-2846,-56,4,-10,-6,-24,4,8,12,0
2607,2607,0,-2638,4208,2834,-3976,-3158,3790,3424,-3610,-8,8,-28,10,-8,-26,-12,26,4352,3130,-4112,-3330,3946,3596,-3728,-3898,8,4,-10,-6,72,4,-10,-6,0
2608,2608,0,-3662,3370,3808,-3090,-4068,2842,4228,-2628,-8,8,22,-24,8,24,22,26,3484,4154,-3274,-4366,2964,4504,-2688,-4662,24,20,8,12,72,4,-44,28,0
2609,2609,0,-4434,2328,4618,-2010,-4722,1756,4810,-1420,8,-10,38,10,-24,24,-12,-40,2382,4890,-2098,-4962,1838,5086,-1486,-5158,72,20,-44,-22,8,20,-10,12,0
2610,2610,0,-4954,1156,5002,-830,-5070,498,5106,-180,-8,8,6,40,24,8,6,10,1200,5222,-888,-5274,506,5354,-224,-5364,8,-24,-10,-22,24,-14,24,-38,0
2611,2611,0,-5166,-76,5122,440,-5134,-704,5024,1088,-8,24,-12,10,-8,-10,-28,26,-108,5370,444,-5330,-746,5272,1092,-5174,56,20,8,-22,8,20,-10,12,0
2612,2612,0,-5022,-1402,4922,1648,-4826,-1960,4714,2276,24,24,-12,-4,-8,8,6,10,-1416,5086,1690,-4994,-2042,4872,2328,-4712,-8,-14,-10,-6,-24,-30,-10,-22,0
2613,2613,0,-4578,-2506,4458,2844,-4242,-3100,4036,3322,-8,8,-28,10,24,8,-12,10,-2648,4522,2912,-4366,-3168,4122,3416,-3930,-8,4,-10,-6,8,4,-26,-22,0
2614,2614,0,-3828,-3550,3592,3816,-3374,-4002,3112,4192,8,8,-12,40,-8,8,-12,10,-3640,3644,3872,-3428,-4062,3148,4276,-2894,-8,-14,-10,12,24,-42,-10,28,0
2615,2615,0,-2854,-4334,2594,4546,-2318,-4660,2010,4752,-8,24,-12,10,8,24,-28,-20,-4444,2514,4586,-2300,-4764,1966,4874,-1698,-8,-58,-10,12,24,-24,8,-6,0
2616,2616,0,-1722,-4936,1418,4966,-1146,-5014,802,5078,-8,8,22,-24,-24,-10,-12,-40,-4972,1332,5078,-1056,-5108,666,5190,-360,40,-14,-26,-6,40,-14,8,-6,0
2617,2617,0,-448,-5094,140,5062,190,-5094,-478,5062,-8,-10,6,10,8,8,-12,-4,-5220,-52,5222,258,-5204,-638,5158,976,24,4,8,-38,-8,4,-26,-6,0
2618,2618,0,788,-5014,-1154,4862,1466,-4772,-1760,4672,8,24,6,-54,-24,24,-44,10,-5108,-1358,5002,1602,-4924,-1994,4810,2244,72,-14,8,-6,24,-14,8,12,0
2619,2619,0,2056,-4534,-2344,4382,2618,-4208,-2834,4064,8,8,38,10,8,-10,6,-4,-4652,-2580,4500,2846,-4318,-3110,4118,3394,72,4,8,-22,8,-42,-10,-6,0
2620,2620,0,3166,-3770,-3388,3658,3654,-3406,-3826,3162,-8,-26,6,-4,8,24,-12,10,-3912,-3630,3728,3874,-3496,-4096,3224,4344,8,20,-26,-6,40,4,8,12,0
2621,2621,0,4020,-2844,-4230,2646,4426,-2322,-4566,2070,-8,40,-12,-24,-24,40,-12,26,-2976,-4474,2654,4656,-2392,-4796,2112,4988,24,-58,8,-6,8,-42,8,28,0
2622,2622,0,4682,-1782,-4822,1456,4946,-1190,-5014,818,-24,24,-12,-4,8,-10,6,26,-1812,-5064,1498,5120,-1202,-5236,860,5308,8,-24,-26,-6,56,-14,-10,12,0
2623,2623,0,5074,-560,-5096,154,5138,82,-5144,-428,-8,40,-28,-4,24,-10,-12,-24,-554,-5352,228,5358,122,-5384,-432,5276,40,-24,-44,28,40,-42,8,-6,0
2624,2624,0,5106,724,-5064,-1078,5010,1318,-4950,-1708,8,-10,-12,26,24,8,6,10,776,-5270,-1080,5184,1424,-5048,-1730,4988,24,-42,-26,12,24,54,8,-6,0
2625,2625,0,4826,1946,-4694,-2290,4570,2518,-4470,-2836,24,8,-12,-4,24,-10,-28,-40,1998,-4830,-2328,4656,2622,-4490,-2862,4394,24,4,-26,12,56,4,8,-6,0
2626,2626,0,4228,3000,-4050,-3304,3830,3584,-3580,-3768,-8,24,6,-24,-8,24,22,10,3172,-4144,-3434,3924,3644,-3696,-3840,3428,56,20,-10,12,-8,36,-10,28,0
2627,2627,0,3374,3970,-3126,-4166,2826,4338,-2602,-4494,8,-10,-12,10,-24,-26,-12,-4,4090,-3196,-4292,2878,4432,-2546,-4600,2310,8,20,-10,28,56,-14,-26,-6,0
2628,2628,0,2308,4608,-1984,-4736,1786,4850,-1450,-4932,-8,-10,-28,-24,-56,-10,6,-4,4752,-1994,-4896,1668,5000,-1374,-5120,992,24,-24,-10,-6,-40,20,-10,-6,0
2629,2629,0,1092,5028,-774,-5044,468,5092,-150,-5076,-8,8,6,10,8,8,6,10,5144,-720,-5136,356,5208,-20,-5168,-294,24,-42,-10,-6,8,4,-26,-6,0
2630,2630,0,-192,5060,498,-5028,-810,4998,1112,-4868,-8,8,6,-4,-8,-26,-12,10,5192,560,-5168,-982,5096,1298,-5040,-1616,-40,4,8,-6,56,-58,24,-6,0
2631,2631,0,-1466,4740,1746,-4672,-2048,4512,2336,-4382,8,8,-12,-4,8,24,-12,-4,4896,1902,-4832,-2266,4656,2514,-4500,-2846,-24,20,-10,28,8,-58,24,-6,0
