Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc1_b1_1[15:0],u3_adc_analysis/adc1_b2_1[15:0],u3_adc_analysis/adc1_b3_1[15:0],u3_adc_analysis/adc1_b4_1[15:0],u3_adc_analysis/adc1_b1_2[15:0],u3_adc_analysis/adc1_b2_2[15:0],u3_adc_analysis/adc1_b3_2[15:0],u3_adc_analysis/adc1_b4_2[15:0],u3_adc_analysis/adc_en_vio_2
3384,3384,0,21748,17386,10960,3492,-4736,-12258,-18632,-22856,-52,-44,-4,4,8,-12,-20,4,1
3385,3385,0,-24678,-24096,-21260,-16394,-10006,-2698,4888,11670,24,-12,14,4,-24,6,14,-30,1
3386,3386,0,17660,21742,23996,23986,21748,17338,10928,3508,-8,6,-20,4,-52,6,-4,20,1
3387,3387,0,-4720,-12242,-18584,-22840,-24710,-24080,-21228,-16538,8,6,-4,-30,-8,-12,14,4,1
3388,3388,0,-9974,-2650,4936,11650,17628,21810,23996,23938,8,-12,-4,4,-8,6,-20,20,1
3389,3389,0,21732,17354,10992,3550,-4776,-12210,-18616,-22808,-8,22,-20,20,8,22,14,4,1
3390,3390,0,-24632,-24032,-21244,-16426,-9958,-2666,4920,11736,24,22,-4,4,-8,38,30,20,1
3391,3391,0,17628,21778,23988,23970,21732,17370,10944,3502,-36,22,-20,4,8,-12,-4,20,1
3392,3392,0,-4736,-12226,-18600,-22856,-24726,-24080,-21260,-16426,8,-12,14,4,-8,22,14,20,1
3393,3393,0,-9990,-2682,4936,11704,17580,21794,23980,23954,24,6,-4,54,-8,-12,-20,4,1
3394,3394,0,21716,17370,10992,3486,-4720,-12226,-18616,-22840,8,6,-20,36,24,6,30,4,1
3395,3395,0,-24678,-24096,-21244,-16426,-9990,-2682,4920,11618,-8,6,-20,4,-52,22,-4,4,1
3396,3396,0,17580,21778,23988,23970,21716,17386,10976,3492,8,22,14,4,-8,-12,-4,4,1
3397,3397,0,-4736,-12210,-18536,-22856,-24694,-24080,-21212,-16410,24,-12,-4,36,8,6,-20,4,1
3398,3398,0,-9958,-2650,4952,11720,17628,21794,24020,23986,-8,22,-20,4,8,6,-4,-30,1
3399,3399,0,21780,17290,10960,3518,-4688,-12226,-18664,-22840,8,-28,-4,4,-8,22,-4,-14,1
3400,3400,0,-24632,-24112,-21228,-16410,-9974,-2682,4952,11670,24,-12,-4,4,24,38,-20,-14,1
3401,3401,0,17644,21742,23948,24018,21748,17386,10976,3486,24,6,14,4,-8,22,14,4,1
3402,3402,0,-4720,-12274,-18632,-22840,-24678,-24128,-21244,-16410,-8,-12,30,4,8,22,-4,-30,1
3403,3403,0,-10006,-2666,4904,11704,17644,21826,23964,24002,-24,-12,14,4,24,22,-4,-30,1
3404,3404,0,21764,17322,10928,3508,-4720,-12226,-18632,-22872,-52,6,-4,-14,8,-12,-4,-30,1
3405,3405,0,-24678,-24112,-21276,-16458,-9958,-2682,4920,11686,-8,22,14,4,-8,22,14,4,1
3406,3406,0,17596,21794,23964,23970,21748,17354,10912,3440,-8,-12,-4,20,24,6,-20,-14,1
3407,3407,0,-4672,-12178,-18648,-22840,-24710,-24096,-21244,-16394,8,6,14,20,-24,-12,-20,36,1
3408,3408,0,-9958,-2682,4936,11618,17612,21726,23980,23970,24,-12,-4,4,-8,6,-20,36,1
3409,3409,0,21764,17354,10960,3524,-4720,-12226,-18616,-22872,8,-12,-4,4,-8,22,-4,4,1
3410,3410,0,-24710,-24080,-21244,-16458,-10022,-2666,4920,11634,8,-12,-4,4,24,22,-4,-14,1
3411,3411,0,17644,21810,23964,24002,21700,17386,10944,3456,8,6,-4,20,-8,22,-4,20,1
3412,3412,0,-4720,-12242,-18648,-22856,-24726,-24080,-21244,-16458,24,22,14,4,-8,-12,-36,4,1
3413,3413,0,-9942,-2618,4920,11720,17596,21810,23980,24002,24,6,30,20,-8,-12,14,-30,1
3414,3414,0,21764,17370,10960,3508,-4720,-12242,-18648,-22888,8,-44,-20,36,-8,22,-4,36,1
3415,3415,0,-24710,-24080,-21228,-16410,-9974,-2634,4904,11670,8,-12,30,-14,24,22,14,4,1
3416,3416,0,17660,21778,23964,23938,21764,17370,10912,3508,24,-12,-4,-14,-8,6,30,4,1
3417,3417,0,-4704,-12226,-18616,-22840,-24726,-24080,-21260,-16458,-8,6,30,20,8,-12,14,4,1
3418,3418,0,-10006,-2666,4952,11654,17628,21726,23916,23954,-8,-12,-4,-14,8,6,30,20,1
3419,3419,0,21732,17338,10976,3492,-4752,-12210,-18600,-22808,-8,-12,-4,-14,8,-12,14,4,1
3420,3420,0,-24710,-24096,-21276,-16426,-9958,-2682,4936,11654,-8,-12,-4,4,8,6,-4,36,1
3421,3421,0,17628,21794,23948,24018,21732,17286,10944,3518,8,6,-4,4,-8,-12,14,-30,1
3422,3422,0,-4720,-12290,-18600,-22808,-24664,-24080,-21228,-16378,-8,6,30,4,24,6,30,-30,1
3423,3423,0,-10006,-2634,4936,11686,17628,21856,23964,23938,-8,-12,14,-14,-52,-12,-4,20,1
3424,3424,0,21716,17338,11008,3476,-4752,-12178,-18600,-22872,8,6,30,4,-8,-12,-20,4,1
3425,3425,0,-24694,-24080,-21212,-16394,-9942,-2650,5000,11650,-24,6,-36,-14,-8,22,-4,4,1
3426,3426,0,17644,21810,23988,23986,21732,17386,10976,3502,24,6,-20,4,-8,6,-20,4,1
3427,3427,0,-4720,-12226,-18632,-22840,-24664,-24096,-21276,-16410,8,6,14,4,24,22,-4,4,1
3428,3428,0,-9888,-2602,4904,11686,17596,21758,23980,23954,8,54,14,20,-8,-12,-4,4,1
3429,3429,0,21700,17354,10960,3508,-4720,-12258,-18584,-22856,-8,6,14,-30,-8,-12,-4,4,1
3430,3430,0,-24710,-24080,-21244,-16474,-10006,-2634,4968,11686,-52,-28,-4,-30,8,-12,-20,4,1
3431,3431,0,17580,21726,23932,23970,21732,17322,10928,3508,-52,38,14,20,8,22,14,-30,1
3432,3432,0,-4736,-12226,-18616,-22872,-24632,-24112,-21260,-16458,40,38,14,20,8,-12,30,4,1
3433,3433,0,-9942,-2666,4936,11720,17644,21810,23988,23970,8,22,30,-14,-52,-12,30,4,1
3434,3434,0,21764,17370,10896,3508,-4736,-12226,-18600,-22824,8,6,30,-14,-8,6,14,-14,1
3435,3435,0,-24678,-24112,-21276,-16378,-9942,-2634,4920,11720,-8,-12,14,36,-8,6,14,4,1
3436,3436,0,17612,21826,24004,23938,21732,17354,10896,3456,8,-28,14,20,-8,6,-4,4,1
3437,3437,0,-4736,-12242,-18616,-22808,-24648,-24032,-21260,-16410,-8,6,-4,20,-36,22,14,-30,1
3438,3438,0,-9904,-2666,4968,11654,17660,21778,23916,23938,8,6,14,20,40,6,-4,-14,1
3439,3439,0,21732,17370,10976,3502,-4720,-12226,-18616,-22840,24,-12,30,20,8,-12,-4,36,1
3440,3440,0,-24694,-24064,-21260,-16442,-9958,-2618,4936,11634,-8,22,30,4,-8,6,-4,-14,1
3441,3441,0,17596,21840,23964,24002,21716,17306,10928,3508,8,-12,30,-30,-8,6,30,4,1
3442,3442,0,-4776,-12242,-18584,-22920,-24678,-24080,-21180,-16426,-36,-12,-4,-30,56,-12,-4,20,1
3443,3443,0,-10006,-2586,4936,11650,17612,21794,23964,23986,24,22,-4,4,-52,22,14,4,1
3444,3444,0,21764,17370,10928,3456,-4752,-12258,-18632,-22840,-8,-12,-4,4,-8,6,14,20,1
3445,3445,0,-24648,-24096,-21244,-16442,-9904,-2634,4952,11720,-24,-12,30,20,-24,-28,14,20,1
3446,3446,0,17644,21742,23980,23954,21764,17306,10960,3534,-52,-12,-4,-14,8,6,-20,-14,1
3447,3447,0,-4704,-12242,-18616,-22840,-24664,-24112,-21212,-16394,-68,22,14,36,24,38,-36,20,1
3448,3448,0,-9958,-2682,4904,11720,17660,21794,23916,23986,8,-12,-4,-30,8,-12,-4,-14,1
3449,3449,0,21732,17370,10944,3502,-4736,-12274,-18648,-22824,8,-12,30,-30,-24,6,-4,4,1
3450,3450,0,-24678,-24080,-21260,-16458,-9990,-2634,4888,11634,8,-12,14,-14,-36,-12,-20,-14,1
3451,3451,0,17660,21710,23964,23970,21748,17386,10944,3524,-36,-12,-20,4,8,22,14,4,1
3452,3452,0,-4672,-12290,-18648,-22856,-24662,-24048,-21212,-16378,-36,-12,30,20,8,-12,-20,20,1
3453,3453,0,-9958,-2666,4968,11686,17628,21742,23948,23922,8,6,14,-14,-24,38,-4,36,1
3454,3454,0,21700,17338,10944,3454,-4808,-12226,-18600,-22824,24,-12,-4,4,8,22,-4,20,1
3455,3455,0,-24678,-24048,-21228,-16410,-9958,-2634,4904,11634,-8,-28,-4,-14,8,-12,14,4,1
3456,3456,0,17628,21810,23964,24002,21716,17354,10944,3492,24,-12,14,36,8,6,-20,-30,1
3457,3457,0,-4736,-12258,-18616,-22840,-24648,-24064,-21212,-16426,24,6,14,4,-8,-12,14,4,1
3458,3458,0,-9920,-2602,4968,11686,17644,21810,23980,24038,8,6,30,36,-36,22,14,36,1
3459,3459,0,21764,17386,10960,3556,-4688,-12274,-18632,-22792,8,6,-4,20,-8,-12,-20,4,1
3460,3460,0,-24648,-24048,-21244,-16362,-9872,-2650,4920,11670,8,22,-4,4,8,-12,14,4,1
3461,3461,0,17716,21826,23948,23954,21732,17370,10992,3518,8,22,-4,4,24,-12,-20,4,1
3462,3462,0,-4720,-12258,-18552,-22824,-24648,-24080,-21212,-16362,8,-12,-20,4,-8,-12,46,20,1
3463,3463,0,-9856,-2634,4936,11686,17628,21794,23988,24054,40,-44,14,-14,-8,-12,14,4,1
3464,3464,0,21748,17354,10912,3486,-4720,-12274,-18584,-22808,-8,-12,14,20,8,-12,14,-30,1
3465,3465,0,-24648,-24080,-21244,-16394,-9888,-2666,4920,11720,8,6,30,20,8,-12,-4,4,1
3466,3466,0,17676,21826,24020,23970,21748,17386,10944,3524,24,-12,14,36,-24,6,14,4,1
3467,3467,0,-4704,-12258,-18648,-22856,-24726,-24112,-21212,-16394,8,-12,14,20,8,-12,-4,-30,1
3468,3468,0,-9888,-2618,4968,11768,17628,21826,23980,24002,-8,-12,-4,4,-8,-28,-20,4,1
3469,3469,0,21780,17386,10976,3518,-4736,-12258,-18584,-22856,-24,6,-36,4,8,6,-4,-14,1
3470,3470,0,-24694,-24048,-21276,-16410,-9974,-2650,4952,11720,-36,22,14,20,8,6,14,4,1
3471,3471,0,17644,21794,24004,23938,21780,17386,10928,3508,-8,22,-20,4,24,-12,14,4,1
3472,3472,0,-4752,-12258,-18616,-22856,-24678,-24144,-21212,-16410,-24,6,30,-14,-8,38,-4,4,1
3473,3473,0,-9958,-2602,4968,11704,17644,21778,24020,23986,-8,-12,30,20,24,-12,-4,-30,1
3474,3474,0,21732,17370,10944,3456,-4752,-12242,-18648,-22856,8,22,-4,-14,8,-12,-20,-14,1
3475,3475,0,-24678,-24096,-21228,-16410,-9958,-2602,5000,11720,-8,6,14,-14,24,22,14,36,1
3476,3476,0,17644,21794,24004,23970,21748,17354,10976,3492,-8,22,-4,-14,-8,-28,-4,-30,1
3477,3477,0,-4752,-12210,-18648,-22856,-24632,-24048,-21244,-16458,8,-12,-4,20,24,6,30,36,1
3478,3478,0,-9974,-2634,5032,11720,17660,21810,23988,24002,-8,22,30,4,8,-12,-4,20,1
3479,3479,0,21780,17354,10896,3440,-4656,-12226,-18632,-22840,-24,22,14,20,40,-12,-20,4,1
3480,3480,0,-24600,-24064,-21244,-16410,-9904,-2634,4968,11686,-8,-28,-20,4,24,6,-20,4,1
3481,3481,0,17596,21758,24020,23954,21732,17370,10928,3502,-8,22,-4,36,24,-12,14,4,1
3482,3482,0,-4688,-12258,-18648,-22840,-24648,-24080,-21244,-16410,-52,6,14,-14,24,-28,-4,4,1
3483,3483,0,-9904,-2666,4936,11736,17644,21826,24020,23986,8,-12,-20,-14,24,-28,-4,4,1
3484,3484,0,21748,17370,10928,3492,-4752,-12258,-18616,-22824,24,22,-20,20,-36,-12,-4,-30,1
3485,3485,0,-24648,-24080,-21212,-16410,-9958,-2666,4952,11736,24,6,-4,4,8,38,14,4,1
3486,3486,0,17612,21856,23964,23954,21748,17370,10912,3534,-8,-12,14,4,24,6,-4,-48,1
3487,3487,0,-4736,-12274,-18664,-22888,-24648,-24016,-21228,-16410,-8,-12,-20,36,40,6,-4,36,1
3488,3488,0,-9904,-2666,5032,11720,17676,21778,23948,23970,24,6,14,4,8,-12,-4,-30,1
3489,3489,0,21748,17338,10928,3476,-4736,-12274,-18664,-22872,8,6,14,4,-36,6,14,20,1
3490,3490,0,-24694,-24080,-21228,-16410,-9926,-2634,4952,11670,8,-12,-4,4,-36,6,-20,-14,1
3491,3491,0,17692,21810,24020,23970,21748,17354,10912,3508,8,-12,14,36,8,-28,-36,-30,1
3492,3492,0,-4720,-12226,-18584,-22840,-24664,-24064,-21212,-16394,-8,6,-4,4,-68,-44,14,4,1
3493,3493,0,-9904,-2602,4952,11720,17580,21810,23948,23938,8,22,-4,4,8,-12,30,4,1
3494,3494,0,21732,17354,10912,3476,-4720,-12290,-18616,-22872,8,22,14,20,8,22,-4,4,1
3495,3495,0,-24616,-24144,-21196,-16378,-9974,-2618,5000,11670,-8,6,-4,4,8,-28,-4,20,1
3496,3496,0,17660,21794,24020,24038,21748,17370,10912,3508,24,22,-4,-14,-52,6,-20,-14,1
3497,3497,0,-4656,-12258,-18616,-22872,-24694,-24064,-21260,-16442,24,6,-4,-14,-8,-12,30,-14,1
3498,3498,0,-9926,-2586,5000,11720,17660,21826,24020,23954,-8,-28,-4,4,-8,22,-4,20,1
3499,3499,0,21764,17386,10960,3440,-4736,-12242,-18632,-22872,-8,-28,-20,4,-52,-12,-4,4,1
3500,3500,0,-24678,-24096,-21244,-16394,-9904,-2634,4936,11650,-36,6,30,20,-8,-12,-4,20,1
3501,3501,0,17644,21794,23980,23938,21732,17338,10928,3408,8,-12,-4,-30,-8,6,14,4,1
3502,3502,0,-4736,-12258,-18584,-22840,-24710,-24144,-21212,-16394,-8,6,-20,36,-8,-12,14,-30,1
3503,3503,0,-9990,-2634,4968,11736,17660,21810,23964,23970,8,-28,-4,4,8,6,14,4,1
3504,3504,0,21716,17322,10928,3508,-4736,-12306,-18648,-22856,8,-12,14,20,24,-28,-4,4,1
3505,3505,0,-24710,-24032,-21244,-16410,-9942,-2666,4936,11704,-8,6,30,-14,24,6,-4,-48,1
3506,3506,0,17660,21794,23980,23954,21700,17338,10960,3424,24,6,-20,4,-8,-12,46,20,1
3507,3507,0,-4720,-12226,-18680,-22888,-24710,-24064,-21228,-16394,8,-28,-4,-30,8,-28,-4,4,1
3508,3508,0,-9974,-2586,4952,11720,17660,21826,23980,23986,-8,22,-36,-14,8,38,-4,20,1
3509,3509,0,21716,17354,10912,3502,-4736,-12306,-18616,-22856,24,-12,-20,-30,24,6,14,4,1
3510,3510,0,-24648,-24112,-21244,-16410,-9872,-2602,4984,11720,24,6,-4,-30,8,6,14,20,1
3511,3511,0,17644,21826,23980,23986,21700,17354,10928,3476,8,22,14,-14,8,6,-20,20,1
3512,3512,0,-4736,-12274,-18648,-22856,-24664,-24048,-21276,-16410,-52,6,14,4,8,6,14,20,1
3513,3513,0,-9904,-2618,4936,11654,17700,21810,24004,24018,8,6,30,4,-8,-28,-4,20,1
3514,3514,0,21732,17370,10912,3440,-4736,-12290,-18616,-22856,-36,22,-4,20,-20,-12,-4,36,1
3515,3515,0,-24694,-24064,-21244,-16410,-9942,-2602,4968,11736,-8,6,-4,4,-52,38,14,4,1
3516,3516,0,17676,21810,23980,23970,21700,17354,10912,3476,-8,22,14,4,-8,6,-4,-14,1
3517,3517,0,-4792,-12274,-18616,-22888,-24710,-24080,-21228,-16394,-8,22,14,-30,-8,-12,14,4,1
3518,3518,0,-9904,-2570,4936,11704,17628,21826,23916,23970,-52,6,-4,-14,8,6,-20,-14,1
3519,3519,0,21684,17334,10880,3440,-4792,-12258,-18632,-22888,-52,6,14,4,24,6,14,20,1
3520,3520,0,-24726,-24064,-21212,-16394,-9942,-2586,4968,11686,-8,-12,-20,4,-8,-12,14,20,1
3521,3521,0,17580,21826,23980,23970,21732,17270,10880,3440,24,6,14,4,-52,-12,-4,4,1
3522,3522,0,-4720,-12274,-18664,-22872,-24678,-24096,-21196,-16378,-8,-28,14,-30,8,-12,-20,20,1
3523,3523,0,-9926,-2650,4984,11704,17660,21742,24020,23986,8,-12,-4,4,-8,6,-4,-14,1
3524,3524,0,21700,17354,10880,3508,-4808,-12274,-18632,-22872,24,6,14,20,8,-12,-4,-14,1
3525,3525,0,-24678,-24144,-21260,-16394,-9958,-2650,4936,11704,-8,6,-4,-30,8,38,14,-30,1
3526,3526,0,17660,21742,23980,23954,21852,17354,10944,3440,8,-28,-4,20,-8,-44,14,-14,1
3527,3527,0,-4792,-12306,-18616,-22888,-24632,-24080,-21212,-16426,-8,-12,-20,4,-8,6,30,4,1
3528,3528,0,-9872,-2634,4952,11704,17692,21840,23980,24002,-24,22,-4,20,8,22,-4,-14,1
3529,3529,0,21732,17322,10928,3492,-4776,-12306,-18648,-22856,-8,6,-4,4,24,22,14,-14,1
3530,3530,0,-24584,-24048,-21228,-16426,-9888,-2634,4968,11752,8,-28,-4,4,8,-12,-4,-14,1
3531,3531,0,17716,21794,23980,23970,21700,17322,10896,3440,-8,6,-4,4,-8,-12,-20,4,1
3532,3532,0,-4776,-12274,-18632,-22856,-24662,-24080,-21276,-16378,-8,-28,14,20,-8,38,-20,-14,1
3533,3533,0,-9990,-2618,5000,11736,17676,21826,23988,23986,8,-12,-20,-14,8,-12,-20,4,1
3534,3534,0,21732,17354,10864,3408,-4840,-12242,-18664,-22824,-8,38,-4,36,24,-12,14,-14,1
3535,3535,0,-24678,-24080,-21244,-16442,-9958,-2602,4952,11752,-8,-28,-20,-48,-24,-12,-20,-14,1
3536,3536,0,17716,21856,23948,23938,21780,17354,10912,3408,-52,22,46,20,8,6,-4,20,1
3537,3537,0,-4808,-12274,-18664,-22872,-24632,-24032,-21212,-16410,-8,-44,-4,-30,24,6,30,4,1
3538,3538,0,-9904,-2602,4968,11752,17660,21826,24020,23970,24,22,-4,20,-8,6,-54,4,1
3539,3539,0,21780,17354,10880,3456,-4736,-12306,-18696,-22904,-24,-12,-20,4,-8,6,-4,-14,1
3540,3540,0,-24664,-24032,-21228,-16426,-9856,-2602,4920,11736,-8,22,-4,-30,-24,6,14,36,1
3541,3541,0,17628,21856,23964,23970,21732,17354,10912,3456,-8,6,14,-14,24,-28,14,20,1
3542,3542,0,-4752,-12290,-18648,-22856,-24648,-24064,-21276,-16410,-8,-12,-20,-30,-8,-28,-4,4,1
3543,3543,0,-9958,-2650,4968,11736,17692,21826,23980,23970,24,-12,-4,20,8,6,14,-14,1
3544,3544,0,21700,17286,10896,3408,-4760,-12242,-18600,-22888,8,6,-20,4,-8,6,-20,36,1
3545,3545,0,-24710,-24064,-21228,-16362,-9904,-2602,4936,11736,-8,-12,-4,4,24,22,-4,-30,1
3546,3546,0,17660,21810,24004,23970,21732,17286,10912,3392,-8,-12,14,4,8,-12,30,4,1
3547,3547,0,-4792,-12290,-18616,-22888,-24632,-24064,-21244,-16394,-8,-12,-20,-14,8,6,-4,-14,1
3548,3548,0,-9920,-2650,4936,11752,17628,21778,23964,23954,8,-12,-4,4,-36,6,-4,-30,1
3549,3549,0,21732,17286,10912,3476,-4824,-12290,-18648,-22824,24,6,-4,4,-8,-12,-20,-14,1
3550,3550,0,-24632,-24112,-21276,-16410,-9942,-2602,4984,11686,-8,-12,14,20,8,-12,-20,20,1
3551,3551,0,17692,21758,24020,23970,21732,17354,10848,3454,-8,6,-20,4,8,-28,-4,-30,1
3552,3552,0,-4824,-12274,-18696,-22888,-24678,-24080,-21276,-16394,8,6,-4,4,-8,-12,14,-14,1
3553,3553,0,-9888,-2602,5000,11736,17700,21742,24004,23986,-8,-12,-4,-14,24,-12,30,4,1
3554,3554,0,21700,17338,10912,3424,-4808,-12290,-18664,-22888,8,-12,-4,4,8,-28,14,-30,1
3555,3555,0,-24694,-24144,-21212,-16378,-9958,-2602,4952,11704,8,22,-4,4,24,22,-20,-14,1
3556,3556,0,17700,21826,23980,24002,21716,17370,10880,3424,-8,6,14,-14,-36,-12,14,4,1
3557,3557,0,-4824,-12290,-18696,-22904,-24616,-24064,-21228,-16394,8,-12,-4,-48,8,-12,-20,-14,1
3558,3558,0,-9926,-2634,5000,11752,17732,21826,23988,23938,24,-28,-20,4,-52,6,-4,20,1
3559,3559,0,21764,17370,10912,3424,-4792,-12290,-18664,-22872,-8,6,14,4,-52,6,-4,-14,1
3560,3560,0,-24662,-24080,-21228,-16394,-9926,-2634,4968,11752,8,22,14,4,-8,-28,-4,-14,1
3561,3561,0,17660,21810,23980,23986,21780,17354,10912,3440,8,-12,-4,-14,-8,-12,14,4,1
3562,3562,0,-4808,-12290,-18648,-22840,-24694,-24112,-21260,-16362,-8,6,-4,4,-8,-12,-20,4,1
3563,3563,0,-9888,-2602,4984,11704,17644,21826,24036,24002,-52,6,-54,20,24,-12,14,-30,1
3564,3564,0,21716,17318,10944,3454,-4792,-12274,-18680,-22904,8,-12,-4,20,-8,-12,30,36,1
3565,3565,0,-24710,-24128,-21212,-16378,-9958,-2586,4984,11736,24,-44,-20,4,8,6,-4,4,1
3566,3566,0,17660,21826,23964,23938,21764,17286,10928,3408,56,6,14,4,24,22,-4,-14,1
3567,3567,0,-4808,-12322,-18648,-22840,-24678,-24112,-21260,-16394,24,-12,-20,4,-8,-12,-4,4,1
3568,3568,0,-9926,-2634,4968,11736,17628,21742,23988,24002,-8,22,-4,36,8,22,-4,-30,1
3569,3569,0,21668,17254,10976,3476,-4792,-12274,-18680,-22872,-52,6,14,-14,24,22,-20,20,1
3570,3570,0,-24678,-24048,-21244,-16394,-9888,-2602,4968,11736,8,6,-4,20,8,-12,14,20,1
3571,3571,0,17660,21794,23980,23970,21732,17354,10896,3456,8,6,14,-14,-8,6,14,4,1
3572,3572,0,-4776,-12306,-18664,-22872,-24694,-24096,-21244,-16378,24,-12,-4,-14,8,-12,-4,4,1
3573,3573,0,-9926,-2602,4968,11752,17660,21726,23988,23970,-8,6,14,36,8,-12,-4,-14,1
3574,3574,0,21764,17338,10896,3424,-4824,-12306,-18616,-22888,24,22,-20,-14,24,22,14,4,1
3575,3575,0,-24726,-24096,-21260,-16410,-9942,-2602,4968,11670,-8,6,14,4,24,-12,-4,20,1
3576,3576,0,17692,21904,24036,23970,21716,17354,10928,3424,8,-12,-20,20,-8,6,-4,4,1
3577,3577,0,-4824,-12290,-18664,-22888,-24742,-24080,-21228,-16378,-8,6,-4,-14,8,6,-4,-14,1
3578,3578,0,-9888,-2602,4968,11736,17628,21826,23964,24018,24,6,-4,4,-8,6,-4,-14,1
3579,3579,0,21732,17370,10912,3440,-4824,-12226,-18696,-22888,-52,-28,14,4,24,6,14,36,1
3580,3580,0,-24678,-24080,-21276,-16394,-9872,-2586,4984,11720,8,-12,14,4,-8,6,-20,4,1
3581,3581,0,17660,21840,24036,23938,21748,17370,10928,3456,8,22,14,4,24,38,14,20,1
3582,3582,0,-4792,-12322,-18680,-22888,-24710,-24112,-21164,-16330,-52,-12,-4,-14,24,6,-4,-48,1
3583,3583,0,-9840,-2586,4984,11720,17644,21810,24004,24002,-52,6,-4,4,8,6,-20,36,1
3584,3584,0,21732,17354,10880,3476,-4808,-12306,-18712,-22888,8,-12,14,4,-8,38,-4,4,1
3585,3585,0,-24678,-24032,-21276,-16362,-9856,-2618,5000,11704,8,6,-4,-30,-8,-12,14,-14,1
3586,3586,0,17676,21856,23948,24002,21748,17302,10896,3408,-8,-12,-4,4,-52,-12,14,4,1
3587,3587,0,-4824,-12226,-18632,-22856,-24678,-24080,-21276,-16410,8,22,14,4,8,6,14,4,1
3588,3588,0,-9888,-2602,5016,11768,17676,21826,24020,24002,-24,22,30,-14,-8,-12,-4,20,1
3589,3589,0,21764,17354,10912,3424,-4792,-12306,-18648,-22872,-8,-12,46,4,24,6,-20,-30,1
3590,3590,0,-24662,-24112,-21212,-16378,-9910,-2602,4968,11720,-8,-12,-4,-30,-52,-12,-4,-30,1
3591,3591,0,17660,21826,24036,24002,21700,17302,10912,3486,8,6,30,4,24,22,-20,4,1
3592,3592,0,-4792,-12274,-18664,-22872,-24632,-24080,-21244,-16410,8,22,-4,20,-8,22,30,4,1
3593,3593,0,-9904,-2618,4984,11736,17660,21810,23980,24018,24,-28,-4,4,-36,22,-4,-14,1
3594,3594,0,21732,17338,10928,3476,-4768,-12306,-18712,-22888,24,22,-4,4,8,-12,14,-30,1
3595,3595,0,-24648,-24080,-21244,-16394,-9888,-2602,4984,11800,-8,6,-4,4,-8,6,-4,36,1
3596,3596,0,17676,21840,23964,23970,21700,17370,10896,3424,8,6,30,4,8,-12,14,4,1
3597,3597,0,-4824,-12258,-18648,-22856,-24616,-24064,-21244,-16426,24,22,-4,20,-52,-12,14,4,1
3598,3598,0,-9872,-2586,4984,11768,17692,21794,24004,23986,-8,22,-20,4,-8,22,-4,20,1
3599,3599,0,21764,17354,10960,3440,-4840,-12258,-18632,-22856,8,-12,-4,-14,8,22,-20,20,1
3600,3600,0,-24694,-24048,-21260,-16410,-9888,-2618,4984,11720,8,22,14,-14,-8,6,-4,-30,1
3601,3601,0,17716,21826,24020,24002,21732,17322,10928,3460,-8,22,14,4,-24,6,14,4,1
3602,3602,0,-4720,-12338,-18680,-22904,-24742,-24048,-21244,-16426,-8,-12,-20,4,-8,-28,-4,-14,1
3603,3603,0,-9926,-2602,5000,11736,17692,21826,23932,23954,8,22,-4,20,-8,-12,14,20,1
3604,3604,0,21732,17322,10880,3440,-4752,-12290,-18648,-22888,8,22,14,4,8,-12,14,20,1
3605,3605,0,-24678,-24080,-21244,-16362,-9904,-2618,4936,11736,-8,-12,-36,-30,-8,-28,30,4,1
3606,3606,0,17676,21810,23964,24002,21732,17318,10880,3422,8,6,14,4,-24,-44,-4,4,1
3607,3607,0,-4792,-12290,-18648,-22888,-24694,-24048,-21244,-16426,24,-12,14,4,8,6,-20,-14,1
3608,3608,0,-9942,-2586,4984,11704,17644,21794,24004,23970,-8,22,-4,20,-8,6,30,-14,1
3609,3609,0,21732,17322,10848,3440,-4824,-12274,-18680,-22872,-8,6,30,20,-8,6,30,-14,1
3610,3610,0,-24632,-24048,-21276,-16426,-9958,-2634,5000,11768,-52,-28,30,4,8,38,-4,36,1
3611,3611,0,17676,21794,24004,23986,21700,17354,10896,3456,8,6,14,4,-8,-12,-4,4,1
3612,3612,0,-4792,-12258,-18600,-22872,-24632,-24144,-21228,-16378,8,6,-4,4,-8,6,-4,4,1
3613,3613,0,-9872,-2602,4968,11768,17628,21778,23964,23986,-8,-12,14,36,-52,22,-4,-14,1
3614,3614,0,21764,17338,10880,3408,-4808,-12322,-18680,-22888,8,6,-20,20,8,38,-4,4,1
3615,3615,0,-24678,-24064,-21228,-16362,-9840,-2586,5000,11768,24,-12,14,4,-8,-12,-4,-30,1
3616,3616,0,17700,21810,23980,23986,21684,17286,10928,3424,-8,6,14,20,-8,-12,30,36,1
3617,3617,0,-4736,-12306,-18632,-22856,-24678,-24096,-21244,-16362,24,-12,14,4,8,6,14,-14,1
3618,3618,0,-9872,-2538,4952,11720,17660,21810,23980,24038,8,6,-4,-30,8,-28,14,4,1
