Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc1_b1_1[15:0],u3_adc_analysis/adc1_b2_1[15:0],u3_adc_analysis/adc1_b3_1[15:0],u3_adc_analysis/adc1_b4_1[15:0],u3_adc_analysis/adc1_b1_2[15:0],u3_adc_analysis/adc1_b2_2[15:0],u3_adc_analysis/adc1_b3_2[15:0],u3_adc_analysis/adc1_b4_2[15:0],u3_adc_analysis/adc_en_vio_2
3619,3619,0,21700,17338,10896,3456,-4752,-12290,-18664,-22856,24,6,30,-30,24,6,-4,-14,1
3620,3620,0,-24678,-24064,-21244,-16378,-9958,-2634,5000,11768,-24,6,30,4,-8,6,30,36,1
3621,3621,0,17644,21826,24004,24002,21748,17286,10912,3438,-52,-12,14,4,-8,6,-4,4,1
3622,3622,0,-4792,-12306,-18648,-22872,-24632,-24048,-21244,-16394,24,-12,-20,-14,-52,6,-4,20,1
3623,3623,0,-9872,-2570,5000,11768,17676,21826,23980,23938,-36,6,-20,4,24,6,14,-30,1
3624,3624,0,21700,17338,10944,3408,-4824,-12274,-18680,-22856,-8,6,-4,-48,-36,22,-4,20,1
3625,3625,0,-24632,-24096,-21212,-16346,-9888,-2586,5032,11736,-8,22,-4,-14,-8,6,-20,-48,1
3626,3626,0,17716,21810,24004,23970,21748,17338,10912,3408,-8,6,14,-30,8,6,-20,4,1
3627,3627,0,-4808,-12290,-18696,-22856,-24694,-24048,-21228,-16378,8,6,-4,4,8,-12,-20,-14,1
3628,3628,0,-9872,-2570,5032,11768,17660,21840,24068,23970,8,22,14,-30,-8,-12,-20,4,1
3629,3629,0,21732,17338,10912,3408,-4752,-12290,-18680,-22904,8,6,14,-14,-8,-12,-4,4,1
3630,3630,0,-24694,-24112,-21244,-16394,-9840,-2602,4984,11768,-36,6,14,-14,24,6,14,4,1
3631,3631,0,17716,21826,23980,23922,21732,17318,10912,3424,-52,-28,-4,-30,8,-12,14,-14,1
3632,3632,0,-4776,-12290,-18696,-22888,-24648,-24048,-21228,-16410,-8,38,30,4,8,-12,-4,-14,1
3633,3633,0,-9904,-2554,4984,11752,17700,21826,23980,23970,-52,6,30,20,8,6,14,-14,1
3634,3634,0,21716,17238,10912,3392,-4824,-12258,-18648,-22888,-8,-12,30,-30,-68,22,30,-14,1
3635,3635,0,-24726,-24080,-21212,-16362,-9856,-2570,4968,11720,24,-12,-4,-14,24,-28,-4,-30,1
3636,3636,0,17676,21856,24036,24002,21748,17354,10896,3408,-8,22,14,20,-8,-12,14,20,1
3637,3637,0,-4776,-12242,-18664,-22920,-24678,-24128,-21228,-16410,-8,-12,30,-14,-8,-12,14,20,1
3638,3638,0,-9888,-2570,4984,11720,17692,21826,24020,24038,8,-12,-4,4,-8,-12,-4,4,1
3639,3639,0,21668,17270,10864,3360,-4824,-12322,-18712,-22904,-8,22,-4,-14,8,22,14,36,1
3640,3640,0,-24678,-24048,-21244,-16410,-9888,-2570,4984,11736,24,6,-4,20,24,-28,14,4,1
3641,3641,0,17676,21826,24004,23954,21700,17286,10912,3440,-8,6,14,20,8,-12,-4,20,1
3642,3642,0,-4792,-12322,-18696,-22856,-24678,-24096,-21212,-16394,-52,-12,-20,-14,24,6,-36,-14,1
3643,3643,0,-9888,-2586,4984,11736,17676,21840,24020,23970,8,-12,14,20,24,22,14,36,1
3644,3644,0,21732,17254,10896,3376,-4840,-12306,-18680,-22872,24,6,14,4,-8,6,-20,4,1
3645,3645,0,-24678,-24080,-21276,-16362,-9926,-2586,4968,11720,-52,-28,-20,20,24,6,-4,4,1
3646,3646,0,17692,21794,23980,23954,21716,17338,10880,3408,-36,-12,-20,4,24,6,-4,20,1
3647,3647,0,-4736,-12306,-18696,-22888,-24648,-24096,-21276,-16362,-8,6,-20,4,-8,6,-20,-30,1
3648,3648,0,-9904,-2618,5000,11768,17644,21840,24020,24022,8,-12,-4,4,-8,6,-4,4,1
3649,3649,0,21732,17322,10880,3424,-4792,-12306,-18680,-22888,24,6,14,4,8,6,-4,4,1
3650,3650,0,-24678,-24096,-21212,-16410,-9872,-2618,4952,11768,8,-28,-4,4,-8,6,30,4,1
3651,3651,0,17660,21742,23980,23986,21764,17302,10848,3492,-52,-12,-36,-14,-8,-12,-4,36,1
3652,3652,0,-4824,-12290,-18680,-22888,-24694,-24064,-21260,-16458,-8,-28,-36,20,-52,22,14,4,1
3653,3653,0,-9888,-2570,4984,11752,17716,21826,23988,23986,8,-12,-4,4,-24,6,-4,4,1
3654,3654,0,21764,17386,10944,3476,-4840,-12306,-18648,-22840,-24,22,-4,4,-8,6,14,4,1
3655,3655,0,-24694,-24112,-21228,-16362,-9904,-2538,5016,11784,24,6,14,4,-24,22,14,4,1
3656,3656,0,17716,21856,24036,23970,21716,17338,10880,3424,8,-12,-4,20,8,22,14,20,1
3657,3657,0,-4808,-12290,-18680,-22888,-24694,-24064,-21244,-16362,8,22,-4,54,-8,22,-20,-30,1
3658,3658,0,-9904,-2586,5032,11800,17628,21794,23964,23986,-8,-12,-4,4,-36,22,14,4,1
3659,3659,0,21748,17302,10848,3392,-4824,-12274,-18712,-22888,8,-12,-4,20,8,38,-20,4,1
3660,3660,0,-24648,-24112,-21292,-16410,-9872,-2570,4984,11768,24,6,14,-14,-8,6,30,20,1
3661,3661,0,17660,21810,23980,23986,21700,17238,10864,3408,24,-12,-20,-30,8,-12,-36,-14,1
3662,3662,0,-4808,-12290,-18648,-22936,-24678,-24048,-21196,-16426,-36,22,30,20,-8,-12,-4,4,1
3663,3663,0,-9872,-2570,5000,11752,17628,21826,23980,23970,-8,6,-4,4,-52,-28,-4,-14,1
3664,3664,0,21700,17318,10848,3424,-4824,-12306,-18712,-22840,24,22,14,-14,8,-12,14,-30,1
3665,3665,0,-24632,-24064,-21196,-16378,-9888,-2586,4984,11736,8,6,-4,4,8,6,-20,20,1
3666,3666,0,17644,21794,23964,23970,21700,17338,10896,3392,24,38,-20,-14,8,22,-4,4,1
3667,3667,0,-4824,-12322,-18648,-22872,-24662,-24016,-21260,-16346,24,-28,-4,20,8,-28,-20,36,1
3668,3668,0,-9872,-2554,4984,11736,17676,21758,24004,23970,24,6,-36,36,8,22,14,-30,1
3669,3669,0,21716,17322,10864,3376,-4824,-12322,-18680,-22888,-52,38,-20,4,24,-12,-20,4,1
3670,3670,0,-24710,-24064,-21180,-16394,-9888,-2554,5000,11736,-8,-28,-4,20,-8,-12,-4,-14,1
3671,3671,0,17700,21840,23916,23970,21668,17302,10912,3424,24,-44,30,4,24,6,14,4,1
3672,3672,0,-4856,-12354,-18680,-22824,-24678,-24080,-21228,-16330,8,-12,-4,-14,8,6,14,20,1
3673,3673,0,-9824,-2634,5032,11768,17692,21826,24052,24002,-8,6,-4,20,8,6,-20,20,1
3674,3674,0,21716,17286,10912,3424,-4792,-12258,-18696,-22872,-8,-12,-20,4,-8,6,14,4,1
3675,3675,0,-24694,-24064,-21228,-16362,-9856,-2602,5000,11736,-8,-44,14,-30,8,-12,-4,20,1
3676,3676,0,17764,21810,23932,23970,21700,17270,10864,3408,-8,6,-20,-14,8,-12,-4,-14,1
3677,3677,0,-4840,-12370,-18664,-22872,-24678,-24048,-21212,-16410,40,-12,-4,-30,-8,-12,14,4,1
3678,3678,0,-9904,-2538,5000,11752,17660,21794,23988,23954,-8,6,30,20,8,-12,14,36,1
3679,3679,0,21732,17322,10880,3408,-4824,-12322,-18648,-22904,-52,6,14,4,-8,-28,14,-14,1
3680,3680,0,-24694,-24064,-21260,-16394,-9904,-2602,5032,11768,8,-28,14,4,-8,-12,-20,-14,1
3681,3681,0,17660,21856,23980,23970,21716,17354,10880,3392,-8,6,-20,-14,24,-28,14,-14,1
3682,3682,0,-4840,-12306,-18680,-22904,-24694,-24048,-21228,-16394,-8,6,-4,4,-8,-12,-4,4,1
3683,3683,0,-9872,-2586,5000,11736,17644,21840,24036,23922,-8,-12,-4,20,8,6,14,-14,1
3684,3684,0,21684,17270,10880,3424,-4792,-12322,-18696,-22856,8,-28,30,-30,-8,-12,46,36,1
3685,3685,0,-24632,-24064,-21212,-16330,-9856,-2602,4968,11768,-8,6,-20,20,24,-12,-4,4,1
3686,3686,0,17716,21826,23988,23938,21668,17254,10816,3360,8,6,14,4,8,-28,-4,-48,1
3687,3687,0,-4736,-12306,-18744,-22920,-24742,-24080,-21228,-16378,-8,6,-20,4,-8,22,-4,4,1
3688,3688,0,-9872,-2602,4984,11768,17660,21726,23932,23938,-8,6,-4,4,24,6,30,-14,1
3689,3689,0,21732,17322,10848,3360,-4840,-12322,-18648,-22856,8,6,-4,-14,-52,-12,-4,4,1
3690,3690,0,-24710,-24096,-21212,-16394,-9904,-2602,5054,11768,24,22,-36,20,-52,-28,14,4,1
3691,3691,0,17644,21810,23948,24002,21732,17270,10880,3376,-36,6,-20,20,40,-28,-4,4,1
3692,3692,0,-4768,-12354,-18712,-22888,-24678,-24048,-21228,-16362,-8,6,-20,4,8,6,14,-30,1
3693,3693,0,-9872,-2570,5038,11752,17660,21810,23988,24002,24,6,30,-30,8,-12,-20,4,1
3694,3694,0,21684,17222,10864,3408,-4856,-12306,-18696,-22888,8,-12,14,4,24,-12,14,-30,1
3695,3695,0,-24694,-24032,-21228,-16346,-9888,-2554,5086,11768,-8,6,-4,20,8,-12,30,20,1
3696,3696,0,17660,21856,23988,23970,21732,17270,10848,3502,-8,6,-4,20,-8,6,-4,4,1
3697,3697,0,-4856,-12370,-18632,-22856,-24726,-24064,-21228,-16378,-8,-12,-20,-14,-8,22,-4,4,1
3698,3698,0,-9840,-2586,5032,11768,17660,21872,24052,24002,-8,-28,14,4,8,6,-20,4,1
3699,3699,0,21716,17322,10896,3440,-4792,-12322,-18696,-22856,24,-12,-20,4,8,6,-4,4,1
3700,3700,0,-24648,-24064,-21244,-16314,-9872,-2554,5000,11736,24,6,14,-14,-8,-12,-4,4,1
3701,3701,0,17748,21826,23948,24002,21748,17270,10912,3360,8,-12,-4,4,40,-28,14,-14,1
3702,3702,0,-4840,-12290,-18664,-22856,-24616,-24064,-21196,-16314,-8,-12,14,4,-8,38,14,-14,1
3703,3703,0,-9808,-2570,5016,11736,17700,21826,23964,23988,8,6,-4,-14,-8,6,14,4,1
3704,3704,0,21748,17302,10848,3424,-4824,-12258,-18616,-22888,8,6,14,-30,8,22,-4,4,1
3705,3705,0,-24678,-24032,-21196,-16362,-9888,-2586,5070,11784,-8,-44,-4,4,-8,6,-4,4,1
3706,3706,0,17748,21856,23948,23954,21700,17354,10912,3408,8,38,-4,20,8,6,-20,36,1
3707,3707,0,-4808,-12322,-18680,-22888,-24632,-24048,-21196,-16346,24,-12,14,-14,-52,22,14,20,1
3708,3708,0,-9904,-2570,5038,11768,17732,21888,24036,23988,24,-28,-4,20,24,6,-4,4,1
3709,3709,0,21732,17270,10896,3392,-4808,-12274,-18664,-22904,-8,-12,-4,4,-36,-12,14,-14,1
3710,3710,0,-24694,-24064,-21228,-16346,-9872,-2570,5016,11768,24,22,14,4,8,-12,14,20,1
3711,3711,0,17660,21810,23980,23922,21700,17322,10880,3408,24,38,-4,-14,8,-12,-4,4,1
3712,3712,0,-4872,-12370,-18664,-22856,-24694,-24064,-21092,-16330,8,6,46,-14,-8,-12,14,4,1
3713,3713,0,-9888,-2554,5032,11752,17692,21778,23932,23938,-8,-28,14,-14,8,-12,30,-14,1
3714,3714,0,21684,17238,10896,3376,-4872,-12322,-18696,-22888,24,-12,14,20,24,-12,-4,20,1
3715,3715,0,-24694,-24048,-21196,-16330,-9856,-2538,5032,11720,8,-12,30,20,8,6,30,-14,1
3716,3716,0,17660,21826,24004,23972,21748,17354,10912,3360,24,6,-20,4,24,6,14,-14,1
3717,3717,0,-4840,-12322,-18712,-22872,-24710,-24096,-21212,-16394,24,-12,14,4,8,6,-20,-14,1
3718,3718,0,-9872,-2570,5032,11736,17676,21872,24004,23906,-8,-44,14,4,-8,-28,30,36,1
3719,3719,0,21684,17270,10880,3360,-4856,-12354,-18664,-22872,8,-12,14,4,-8,6,-20,4,1
3720,3720,0,-24678,-24000,-21212,-16378,-9872,-2554,5000,11736,24,22,14,4,24,22,30,4,1
3721,3721,0,17716,21810,24020,24004,21700,17270,10816,3376,-8,-28,30,-30,-36,-12,14,-14,1
3722,3722,0,-4856,-12338,-18696,-22904,-24726,-24080,-21196,-16330,24,-12,-4,4,-8,6,-4,-14,1
3723,3723,0,-9872,-2570,5000,11784,17644,21888,23996,23954,-8,6,-4,36,-8,-12,14,54,1
3724,3724,0,21700,17270,10848,3392,-4824,-12306,-18664,-22840,8,6,14,4,40,6,14,20,1
3725,3725,0,-24632,-24080,-21180,-16394,-9872,-2586,5000,11752,24,6,14,4,24,-12,46,20,1
3726,3726,0,17660,21810,24020,23972,21716,17286,10848,3392,-8,-12,14,-14,8,-12,30,-30,1
3727,3727,0,-4856,-12322,-18648,-22856,-24726,-24064,-21212,-16394,-52,-12,-20,4,-8,6,14,-30,1
3728,3728,0,-9872,-2586,5000,11768,17676,21826,23980,23988,-8,-12,14,-30,8,-12,14,-14,1
3729,3729,0,21684,17238,10880,3408,-4888,-12290,-18680,-22888,-8,-12,-4,-30,-24,-12,14,20,1
3730,3730,0,-24694,-24080,-21180,-16362,-9872,-2538,5000,11768,-8,22,-20,36,8,-12,14,4,1
3731,3731,0,17716,21778,23964,23938,21716,17238,10880,3312,-8,22,30,36,-8,-12,-20,-14,1
3732,3732,0,-4856,-12354,-18648,-22888,-24694,-24080,-21164,-16394,-8,6,30,-30,-8,6,-4,4,1
3733,3733,0,-9824,-2570,5016,11736,17660,21810,23948,23938,24,-28,-4,20,8,-12,14,-14,1
3734,3734,0,21652,17270,10880,3360,-4840,-12322,-18680,-22904,40,-12,-20,4,8,-12,-4,-30,1
3735,3735,0,-24678,-24080,-21196,-16282,-9840,-2602,5000,11768,56,-12,-20,4,8,6,-4,20,1
3736,3736,0,17716,21794,24004,23954,21684,17270,10832,3344,-36,-28,-4,-30,8,22,-4,4,1
3737,3737,0,-4808,-12338,-18664,-22904,-24742,-24032,-21212,-16362,24,22,14,20,-52,6,-4,4,1
3738,3738,0,-9856,-2538,5016,11784,17676,21810,23948,23972,8,6,-4,4,8,6,-4,4,1
3739,3739,0,21716,17254,10896,3376,-4856,-12338,-18632,-22824,24,-28,14,4,8,-28,14,-30,1
3740,3740,0,-24632,-24048,-21228,-16362,-9856,-2506,5054,11736,24,6,-20,4,24,-12,-4,-48,1
3741,3741,0,17676,21758,23988,24004,21668,17270,10880,3360,-8,22,46,-30,8,-12,-4,4,1
3742,3742,0,-4776,-12322,-18664,-22904,-24710,-24112,-21148,-16314,8,-12,14,4,-36,22,14,20,1
3743,3743,0,-9872,-2554,5038,11768,17716,21840,23980,24004,-8,22,14,-30,-24,6,-4,4,1
3744,3744,0,21684,17270,10912,3376,-4840,-12386,-18680,-22904,-8,-12,-4,-14,24,6,14,4,1
3745,3745,0,-24678,-24064,-21180,-16394,-9776,-2554,5000,11784,24,6,14,20,-8,-28,14,36,1
3746,3746,0,17676,21856,24004,23988,21652,17270,10848,3328,8,38,14,-14,40,-12,30,4,1
3747,3747,0,-4856,-12322,-18648,-22856,-24742,-24064,-21244,-16314,8,6,-4,4,-52,6,-4,-30,1
3748,3748,0,-9840,-2618,5038,11784,17676,21872,24020,23906,24,-12,30,20,24,6,-20,4,1
3749,3749,0,21636,17238,10848,3328,-4856,-12322,-18696,-22904,8,6,-4,4,8,-28,-4,4,1
3750,3750,0,-24694,-24048,-21116,-16330,-9840,-2570,5000,11704,-8,-12,14,-30,-36,6,14,-14,1
3751,3751,0,17716,21872,24004,23988,21684,17222,10912,3360,8,-12,-20,20,8,22,-4,-14,1
3752,3752,0,-4856,-12354,-18696,-22920,-24648,-24016,-21196,-16378,-8,22,-4,-14,-36,6,14,36,1
3753,3753,0,-9856,-2554,5000,11736,17660,21856,24004,23906,-20,22,14,4,24,-12,14,-14,1
3754,3754,0,21700,17270,10848,3392,-4856,-12322,-18680,-22872,24,-12,14,4,24,-12,-4,20,1
3755,3755,0,-24710,-24096,-21180,-16362,-9856,-2554,5032,11886,-24,-12,46,20,24,6,-4,-30,1
3756,3756,0,17700,21794,23980,23922,21684,17254,10864,3392,8,22,-4,-14,24,22,-4,4,1
3757,3757,0,-4856,-12418,-18680,-22808,-24710,-24128,-21228,-16362,-8,-44,-4,20,8,-12,-4,4,1
3758,3758,0,-9872,-2538,5032,11736,17732,21810,23948,23954,-8,-12,14,36,8,-28,14,20,1
3759,3759,0,21652,17270,10848,3408,-4856,-12370,-18712,-22888,8,6,-4,4,-24,6,-4,20,1
3760,3760,0,-24632,-24032,-21180,-16346,-9808,-2570,5032,11736,-24,-12,-20,4,8,-12,-4,36,1
3761,3761,0,17732,21872,24020,23938,21716,17270,10880,3392,8,6,30,20,-8,6,-4,4,1
3762,3762,0,-4824,-12338,-18680,-22872,-24710,-24064,-21196,-16330,8,6,30,20,24,-12,-20,-14,1
3763,3763,0,-9808,-2570,5016,11768,17700,21920,24004,23938,8,6,-4,-14,24,6,-20,54,1
3764,3764,0,21684,17206,10800,3360,-4872,-12354,-18696,-22904,8,6,14,-30,24,6,14,-30,1
3765,3765,0,-24694,-24048,-21228,-16362,-9872,-2570,5032,11752,-36,-12,-4,20,-8,6,-20,4,1
3766,3766,0,17716,21810,23980,23922,21700,17254,10896,3344,8,22,14,-14,24,-12,-4,36,1
3767,3767,0,-4840,-12306,-18696,-22856,-24662,-24080,-21212,-16330,24,6,14,20,24,6,14,-14,1
3768,3768,0,-9840,-2602,5016,11800,17732,21840,23964,23972,8,-12,14,4,-24,-12,-4,-14,1
3769,3769,0,21684,17238,10832,3344,-4840,-12354,-18696,-22888,24,-12,-4,-30,24,22,14,-30,1
3770,3770,0,-24632,-24064,-21212,-16346,-9792,-2570,5000,11752,-36,6,14,20,-8,6,-4,4,1
3771,3771,0,17716,21794,23996,23938,21668,17254,10832,3344,8,22,-20,36,-8,22,14,20,1
3772,3772,0,-4840,-12370,-18712,-22920,-24694,-24096,-21244,-16362,-24,38,-20,4,8,6,-20,20,1
3773,3773,0,-9840,-2554,5038,11736,17676,21810,23964,23954,-8,22,-4,20,8,22,14,20,1
3774,3774,0,21732,17270,10848,3360,-4872,-12290,-18712,-22872,-8,22,-20,-14,8,-12,-4,20,1
3775,3775,0,-24726,-24016,-21212,-16362,-9808,-2570,5016,11768,8,-12,-4,-14,24,-12,30,36,1
3776,3776,0,17660,21810,24036,23938,21700,17254,10864,3328,8,6,30,-14,-8,-12,-20,4,1
3777,3777,0,-4888,-12354,-18648,-22904,-24694,-24016,-21140,-16362,24,6,-4,20,8,22,-4,4,1
3778,3778,0,-9840,-2554,5038,11784,17716,21758,23948,23954,24,6,-20,4,8,6,-4,-14,1
3779,3779,0,21668,17254,10848,3312,-4888,-12306,-18696,-22904,-68,6,-20,20,8,-12,-4,4,1
3780,3780,0,-24726,-24016,-21244,-16378,-9856,-2570,4984,11768,8,-12,-20,-30,-8,-28,-4,20,1
3781,3781,0,17676,21856,23964,23938,21684,17338,10816,3328,8,6,-4,20,-8,-12,30,4,1
3782,3782,0,-4824,-12338,-18696,-22888,-24710,-24048,-21180,-16346,-8,22,-4,4,-8,-12,-4,-30,1
3783,3783,0,-9872,-2602,5000,11752,17676,21826,23980,23954,-8,6,-4,4,-8,6,-4,-14,1
3784,3784,0,21652,17270,10832,3360,-4872,-12370,-18680,-22856,-8,-12,-4,4,-52,38,14,-14,1
3785,3785,0,-24694,-24048,-21244,-16330,-9856,-2570,5000,11720,-8,38,-4,4,-8,6,-20,-14,1
3786,3786,0,17676,21826,23948,23972,21684,17190,10848,3328,8,6,-4,-14,-8,-12,-20,4,1
3787,3787,0,-4840,-12354,-18712,-22920,-24632,-24080,-21212,-16394,-8,6,-4,-30,24,-12,30,-14,1
3788,3788,0,-9840,-2522,5032,11752,17660,21826,23980,23954,8,-28,-4,4,8,-12,14,20,1
3789,3789,0,21684,17206,10848,3360,-4872,-12386,-18696,-22904,8,6,14,-30,40,-12,-36,4,1
3790,3790,0,-24678,-24048,-21244,-16362,-9856,-2586,5032,11768,24,-12,-20,4,-8,38,14,20,1
3791,3791,0,17732,21742,23980,23906,21668,17222,10800,3328,-52,6,14,20,24,-12,-4,-14,1
3792,3792,0,-4872,-12290,-18680,-22920,-24726,-24096,-21212,-16346,-8,22,-4,-30,8,-12,14,20,1
3793,3793,0,-9926,-2586,5054,11784,17644,21826,23932,23938,-24,22,14,-14,8,-12,-4,-14,1
3794,3794,0,21652,17238,10800,3360,-4872,-12354,-18712,-22920,-52,-12,30,4,8,-12,-4,36,1
3795,3795,0,-24774,-24080,-21196,-16330,-9872,-2570,5032,11784,-52,6,14,-30,24,-28,-4,-14,1
3796,3796,0,17628,21826,23980,23988,21668,17206,10800,3344,-8,22,-20,4,-8,6,-4,4,1
3797,3797,0,-4872,-12354,-18728,-22904,-24758,-24080,-21228,-16330,-8,-28,-20,-14,-8,-28,14,36,1
3798,3798,0,-9888,-2570,5000,11752,17716,21856,23964,23972,8,-12,-4,-14,8,-12,-20,4,1
3799,3799,0,21668,17206,10832,3296,-4936,-12354,-18744,-22888,-36,6,14,4,-8,-28,14,20,1
3800,3800,0,-24710,-24048,-21244,-16314,-9808,-2570,5054,11784,8,-28,-4,4,-8,-44,30,20,1
3801,3801,0,17692,21810,23964,23972,21700,17270,10880,3360,8,-12,-4,4,-8,6,30,4,1
3802,3802,0,-4888,-12354,-18696,-22920,-24694,-24064,-21196,-16346,24,-12,-4,-30,24,-28,-4,-30,1
3803,3803,0,-9872,-2554,5070,11768,17660,21826,23964,23972,-8,6,14,20,-8,-12,-4,4,1
3804,3804,0,21684,17306,10848,3376,-4904,-12354,-18728,-22856,24,-28,14,-14,24,6,14,4,1
3805,3805,0,-24678,-24096,-21196,-16362,-9792,-2570,5070,11816,8,6,14,20,8,6,-4,36,1
3806,3806,0,17732,21826,23964,23954,21700,17206,10848,3328,24,6,14,-14,-52,-28,14,36,1
3807,3807,0,-4872,-12306,-18696,-22888,-24710,-24032,-21228,-16346,8,-60,-20,20,-8,22,14,4,1
3808,3808,0,-9872,-2554,5070,11784,17748,21826,23988,23988,-8,6,-4,20,-8,6,30,36,1
3809,3809,0,21652,17238,10848,3392,-4824,-12354,-18712,-22888,-36,6,-4,20,24,6,30,20,1
3810,3810,0,-24678,-24080,-21212,-16378,-9856,-2522,5032,11832,-8,6,-4,-14,-8,-12,-20,4,1
3811,3811,0,17676,21840,23964,23954,21668,17238,10880,3328,-8,-12,14,4,-8,-28,-4,4,1
3812,3812,0,-4840,-12370,-18712,-22936,-24694,-24016,-21180,-16362,-8,-28,-20,4,-8,-12,30,-14,1
3813,3813,0,-9856,-2538,5016,11832,17732,21826,23988,23922,8,-12,14,4,-8,-12,30,20,1
3814,3814,0,21716,17322,10832,3376,-4824,-12370,-18680,-22920,24,-44,14,4,8,22,-20,36,1
3815,3815,0,-24710,-24048,-21212,-16330,-9808,-2522,5038,11752,8,-12,14,20,40,6,-20,20,1
3816,3816,0,17716,21856,23948,23938,21732,17238,10832,3296,-8,-12,14,20,8,-12,30,36,1
3817,3817,0,-4856,-12418,-18680,-22888,-24726,-24064,-21180,-16346,8,-28,14,36,-52,38,-4,-30,1
3818,3818,0,-9840,-2586,5054,11800,17716,21856,23916,23938,8,-12,-4,4,-8,22,-20,4,1
3819,3819,0,21716,17238,10816,3360,-4872,-12370,-18712,-22856,-52,54,-4,-30,8,22,14,4,1
3820,3820,0,-24710,-24064,-21212,-16378,-9840,-2538,5038,11784,24,-28,-20,36,-8,-28,14,4,1
3821,3821,0,17700,21826,23988,23972,21652,17190,10800,3360,8,-12,-4,4,-52,6,-4,20,1
3822,3822,0,-4856,-12370,-18728,-22920,-24726,-24064,-21196,-16346,-8,-28,-4,4,8,-28,14,-30,1
3823,3823,0,-9856,-2506,5086,11800,17716,21856,23988,23938,-24,6,14,20,-8,22,-4,20,1
3824,3824,0,21716,17206,10816,3344,-4872,-12386,-18664,-22856,-36,6,-20,4,8,6,14,4,1
3825,3825,0,-24616,-24096,-21180,-16346,-9856,-2538,5070,11800,8,22,14,4,-8,-28,-4,4,1
3826,3826,0,17732,21810,23980,23972,21700,17206,10800,3344,24,-12,14,4,-52,-12,30,-30,1
3827,3827,0,-4856,-12386,-18696,-22888,-24694,-24096,-21212,-16362,8,6,-20,-14,24,-28,14,20,1
3828,3828,0,-9808,-2538,5032,11752,17700,21856,23948,23906,-52,6,-4,4,-52,-12,-4,20,1
3829,3829,0,21668,17238,10864,3344,-4888,-12370,-18760,-22920,24,-12,14,54,40,6,-4,4,1
3830,3830,0,-24742,-24000,-21212,-16330,-9856,-2570,5038,11768,8,6,-36,-30,8,6,14,4,1
3831,3831,0,17732,21840,23988,23972,21716,17238,10752,3360,24,-12,14,-14,8,-12,-4,4,1
3832,3832,0,-4840,-12354,-18712,-22904,-24678,-24080,-21180,-16314,24,-12,-4,36,-8,6,-4,20,1
3833,3833,0,-9808,-2570,5070,11832,17692,21826,23972,23938,8,-12,-20,4,24,-12,-20,-14,1
3834,3834,0,21716,17238,10816,3392,-4888,-12402,-18744,-22888,-8,22,-4,-14,24,22,-4,-14,1
3835,3835,0,-24726,-24048,-21228,-16346,-9840,-2538,5032,11768,8,-60,-4,-14,24,6,14,-30,1
3836,3836,0,17732,21810,23964,24020,21684,17206,10880,3376,-8,22,-4,-48,8,-12,14,-14,1
3837,3837,0,-4872,-12402,-18728,-22920,-24710,-24032,-21212,-16314,-8,-12,14,-30,-8,-44,14,-14,1
3838,3838,0,-9872,-2570,5070,11752,17764,21872,23988,23938,24,22,-20,4,24,6,30,-30,1
3839,3839,0,21668,17270,10816,3328,-4920,-12354,-18680,-22904,8,6,-4,4,-52,-28,-4,-14,1
3840,3840,0,-24632,-24048,-21196,-16346,-9824,-2522,5086,11864,-36,22,-4,4,-52,-12,-4,4,1
3841,3841,0,17716,21826,24004,23954,21684,17222,10816,3360,-52,-12,-4,-14,-8,-28,-4,4,1
3842,3842,0,-4872,-12338,-18760,-22904,-24694,-24096,-21212,-16298,-8,22,14,4,40,-12,-4,-14,1
3843,3843,0,-9888,-2586,5032,11816,17732,21856,23988,23972,-8,-12,-4,20,-36,-12,-4,4,1
3844,3844,0,21668,17222,10784,3280,-4920,-12386,-18696,-22904,24,-12,-20,4,-52,6,-4,4,1
3845,3845,0,-24678,-24080,-21276,-16346,-9872,-2538,5000,11784,-52,6,14,20,8,6,14,-30,1
3846,3846,0,17700,21856,23980,23938,21652,17206,10816,3360,8,6,14,20,-8,-12,-4,-14,1
3847,3847,0,-4904,-12386,-18728,-22920,-24694,-24112,-21212,-16346,-8,-12,-4,-14,24,6,14,20,1
3848,3848,0,-9856,-2570,5054,11816,17764,21794,23988,23938,40,6,-4,-30,8,22,-20,-30,1
3849,3849,0,21716,17174,10784,3344,-4872,-12402,-18728,-22888,8,-12,14,4,-8,-12,-4,20,1
3850,3850,0,-24710,-24080,-21228,-16314,-9904,-2522,5032,11816,8,6,14,-30,24,22,-20,4,1
3851,3851,0,17676,21778,23988,23938,21700,17238,10800,3328,-8,6,-4,-14,8,6,14,20,1
3852,3852,0,-4872,-12386,-18744,-22904,-24678,-24032,-21196,-16346,24,-12,14,4,8,6,14,-30,1
3853,3853,0,-9856,-2570,5070,11816,17748,21826,23988,24004,40,-28,14,-30,-52,6,14,20,1
