Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc3_a1_1[15:0],u3_adc_analysis/adc3_a2_1[15:0],u3_adc_analysis/adc3_a3_1[15:0],u3_adc_analysis/adc3_a4_1[15:0],u3_adc_analysis/adc3_a1_2[15:0],u3_adc_analysis/adc3_a2_2[15:0],u3_adc_analysis/adc3_a3_2[15:0],u3_adc_analysis/adc3_a4_2[15:0],u3_adc_analysis/adc4_a1_1[15:0],u3_adc_analysis/adc4_a2_1[15:0],u3_adc_analysis/adc4_a3_1[15:0],u3_adc_analysis/adc4_a4_1[15:0],u3_adc_analysis/adc4_a1_2[15:0],u3_adc_analysis/adc4_a2_2[15:0],u3_adc_analysis/adc4_a3_2[15:0],u3_adc_analysis/adc4_a4_2[15:0],u3_adc_analysis/time_4s_1
1105,1105,0,12914,-5990,-9308,11746,1880,-12878,6078,9014,13904,-5564,-10462,12040,2950,-13922,5676,10302,-20,24,-26,-6,-20,8,-42,12,0,0,0,0,0,0,0,0,0
1106,1106,0,-11794,-1878,12768,-6276,-8964,11934,1558,-12894,-12198,-2792,13892,-5890,-10186,12368,2570,-13862,-36,-24,-26,-38,-4,-8,-26,-22,0,0,0,0,0,0,0,0,0
1107,1107,0,6518,8750,-11892,-1372,12698,-6608,-8594,12018,6118,9982,-12400,-2314,13872,-6314,-9914,12510,-20,-40,-42,-6,-20,8,-42,12,0,0,0,0,0,0,0,0,0
1108,1108,0,1186,-12718,6688,8466,-12066,-1004,12688,-7056,2134,-13826,6502,9706,-12588,-1900,13748,-6630,-36,8,24,44,-68,-24,-42,-38,0,0,0,0,0,0,0,0,0
1109,1109,0,-8382,12264,586,-12588,7102,8202,-12180,-566,-9610,12688,1640,-13742,6854,9396,-12742,-1470,12,24,-10,12,28,-8,56,-56,0,0,0,0,0,0,0,0,0
1110,1110,0,12554,-7390,-8110,12274,316,-12524,7482,7848,13682,-7064,-9268,12902,1234,-13602,7276,9104,-20,-8,-42,-38,-68,40,-42,12,0,0,0,0,0,0,0,0,0
1111,1111,0,-12370,-118,12460,-7648,-7708,12456,-72,-12444,-12970,-954,13564,-7476,-8912,13008,864,-13582,-20,-8,-26,-6,-84,-40,-10,-38,0,0,0,0,0,0,0,0,0
1112,1112,0,7810,7568,-12472,258,12394,-7956,-7404,12620,7536,8726,-13086,-582,13538,-7826,-8572,13228,-20,24,8,44,-4,40,-10,-22,0,0,0,0,0,0,0,0,0
1113,1113,0,-508,-12258,8076,7132,-12658,592,12252,-8302,332,-13380,8026,8338,-13226,-188,13340,-8204,-4,-72,-26,12,44,-40,8,12,0,0,0,0,0,0,0,0,0
1114,1114,0,-6966,12734,-866,-12114,8484,6812,-12614,1014,-8290,13326,-78,-13258,8292,8064,-13390,224,-36,24,-26,28,-68,24,-26,-6,0,0,0,0,0,0,0,0,0
1115,1115,0,12042,-8606,-6702,12800,-1274,-11970,8640,6446,13194,-8552,-7840,13484,-442,-13156,8752,7694,-4,24,24,-6,-36,8,-26,-6,0,0,0,0,0,0,0,0,0
1116,1116,0,-12792,1454,12024,-8954,-6288,12910,-1738,-11762,-13506,656,13060,-8876,-7532,13538,-908,-12984,-52,-8,-26,12,-4,24,8,-56,0,0,0,0,0,0,0,0,0
1117,1117,0,9052,6200,-12710,1890,11684,-9210,-6044,12944,9042,7266,-13606,1164,12906,-9222,-7176,13702,-36,40,-10,-22,-52,-8,24,-22,0,0,0,0,0,0,0,0,0
1118,1118,0,-2090,-11614,9196,5748,-12888,2332,11642,-9556,-1394,-12800,9320,6964,-13730,1560,12652,-9578,12,8,-10,-56,-20,24,-58,-22,0,0,0,0,0,0,0,0,0
1119,1119,0,-5546,12974,-2620,-11390,9626,5418,-12838,2672,-6758,13714,-1896,-12638,9720,6548,-13822,1994,12,-8,-10,12,-4,-56,-10,-22,0,0,0,0,0,0,0,0,0
1120,1120,0,11254,-9744,-5338,13040,-2928,-11208,9788,4984,12514,-9812,-6330,13830,-2248,-12406,10006,6174,12,8,-42,-56,12,24,-26,-22,0,0,0,0,0,0,0,0,0
1121,1121,0,-13032,3158,11300,-10024,-4892,13176,-3550,-11070,-13874,2480,12294,-10146,-6002,13906,-2652,-12250,-20,-40,-42,-22,-36,24,-26,-6,0,0,0,0,0,0,0,0,0
1122,1122,0,10160,4654,-12958,3432,10886,-10278,-4502,13120,10286,5792,-13966,2886,12108,-10440,-5622,13926,-4,24,8,-22,-36,8,-10,-22,0,0,0,0,0,0,0,0,0
1123,1123,0,-3754,-10752,10350,4228,-13048,3818,10462,-10578,-3030,-11924,10554,5312,-13970,3298,11912,-10726,-4,24,-26,-22,-52,24,-26,12,0,0,0,0,0,0,0,0,0
1124,1124,0,-4010,13176,-4246,-10498,10670,3850,-12942,4324,-5218,13964,-3588,-11794,10878,4978,-13966,3728,-20,40,-26,-6,-4,24,-10,-56,0,0,0,0,0,0,0,0,0
1125,1125,0,10414,-10752,-3842,13072,-4604,-10278,11188,3368,11646,-11026,-4782,14006,-3990,-11462,11178,4564,-52,8,8,12,12,24,-10,-6,0,0,0,0,0,0,0,0,0
1126,1126,0,-12968,4654,10128,-11014,-3338,13070,-5082,-10056,-14002,4100,11354,-11232,-4380,14012,-4408,-11346,-4,24,8,-6,-20,24,-10,12,0,0,0,0,0,0,0,0,0
1127,1127,0,11190,3092,-12822,5064,9840,-11220,-3010,13040,11438,4164,-13998,4596,11070,-11510,-3956,14006,-20,-24,-42,12,-36,24,-10,-22,0,0,0,0,0,0,0,0,0
1128,1128,0,-5274,-9776,11428,2624,-12952,5402,9580,-11454,-4794,-10994,11634,3694,-13986,4994,10866,-11810,-36,56,-26,-6,-20,24,-26,-6,0,0,0,0,0,0,0,0,0
1129,1129,0,-2442,13006,-5720,-9476,11540,2264,-12822,5812,-3502,14012,-5238,-10662,11852,3304,-13982,5376,-68,-24,-26,-6,-52,-8,-58,-22,0,0,0,0,0,0,0,0,0
1130,1130,0,9354,-11598,-2184,12960,-6002,-9210,11818,1810,10574,-11988,-3124,13958,-5650,-10424,12120,2886,12,-24,-42,-56,-20,8,-26,12,0,0,0,0,0,0,0,0,0
1131,1131,0,-12824,6216,8926,-11826,-1570,12926,-6416,-8922,-13922,5824,10230,-12266,-2678,13932,-5990,-10162,-36,24,-10,-22,-52,-8,-26,12,0,0,0,0,0,0,0,0,0
1132,1132,0,11898,1518,-12678,6510,8796,-12018,-1270,12800,12338,2464,-13918,6190,10008,-12422,-2182,13814,-68,-40,-42,-6,-20,40,-26,12,0,0,0,0,0,0,0,0,0
1133,1133,0,-6694,-8558,12174,966,-12642,6844,8348,-12098,-6408,-9796,12508,1930,-13842,6596,9664,-12638,-20,24,8,-22,12,-24,-42,-6,0,0,0,0,0,0,0,0,0
1134,1134,0,-812,12734,-7150,-8254,12196,624,-12504,7228,-1810,13778,-6784,-9498,12756,1560,-13774,7044,-36,8,-10,28,-4,-24,-10,-6,0,0,0,0,0,0,0,0,0
1135,1135,0,8098,-12274,-460,12636,-7396,-7956,12364,178,9354,-12784,-1348,13644,-7214,-9190,12892,1116,-68,8,8,12,-52,-8,-26,-22,0,0,0,0,0,0,0,0,0
1136,1136,0,-12434,7550,7720,-12412,-6,12520,-7824,-7632,-13618,7350,8992,-13048,-904,13570,-7568,-8818,-52,24,-10,-22,-20,24,-10,-6,0,0,0,0,0,0,0,0,0
1137,1137,0,12554,-224,-12242,7864,7484,-12540,310,12364,13066,656,-13438,7726,8644,-13108,-500,13436,12,8,-10,-22,-84,8,-26,12,0,0,0,0,0,0,0,0,0
1138,1138,0,-8142,-7326,12556,-598,-12178,8234,7172,-12620,-7948,-8552,13212,192,-13394,8080,8356,-13274,-68,-24,8,12,-36,56,-42,-38,0,0,0,0,0,0,0,0,0
1139,1139,0,868,12264,-8434,-6968,12666,-1052,-12020,8450,-4,13342,-8278,-8140,13346,-188,-13198,8418,-68,-8,-42,-6,-68,-8,-26,-6,0,0,0,0,0,0,0,0,0
1140,1140,0,6814,-12702,1048,11986,-8724,-6656,12784,-1452,7934,-13396,504,13196,-8594,-7826,13468,-630,-36,40,8,-6,12,-8,-10,28,0,0,0,0,0,0,0,0,0
1141,1141,0,-11938,8814,6364,-12910,1672,11918,-8968,-6260,-13098,8758,7604,-13582,794,13038,-8996,-7428,-68,-8,-42,12,-36,-8,-42,-6,0,0,0,0,0,0,0,0,0
1142,1142,0,12962,-1782,-11728,9094,5982,-12930,1946,11662,13586,-1082,-12870,9152,7232,-13618,1232,12886,-20,8,8,-6,12,56,-26,-56,0,0,0,0,0,0,0,0,0
1143,1143,0,-9298,-5842,12960,-2218,-11586,9432,5674,-13038,-9338,-6964,13684,-1534,-12748,9412,6852,-13742,-68,24,-26,12,-20,-24,-10,12,0,0,0,0,0,0,0,0,0
1144,1144,0,2406,11460,-9642,-5494,12978,-2546,-11330,9698,1760,12688,-9690,-6630,13794,-1964,-12512,9786,-36,-24,-26,12,-4,8,-10,44,0,0,0,0,0,0,0,0,0
1145,1145,0,5304,-12994,2900,11264,-9914,-5138,12974,-3094,6454,-13826,2156,12462,-9946,-6250,13892,-2394,-68,24,-26,-6,-36,8,-10,12,0,0,0,0,0,0,0,0,0
1146,1146,0,-11218,9932,4874,-13134,3288,10988,-10174,-4766,-12412,10046,6050,-13958,2598,12384,-10238,-5794,-4,-8,24,12,12,40,-26,12,0,0,0,0,0,0,0,0,0
1147,1147,0,13026,-3424,-10784,10220,4558,-13074,3668,10864,13904,-2854,-12146,10350,5696,-13938,3026,12042,28,24,-74,-56,-68,-8,-26,-22,0,0,0,0,0,0,0,0,0
1148,1148,0,-10418,-4334,13006,-3834,-10712,10440,4184,-13134,-10544,-5468,13908,-3204,-11990,10684,5268,-14038,-52,24,8,-6,-4,-8,8,-6,0,0,0,0,0,0,0,0,0
1149,1149,0,4046,10556,-10562,-3898,13090,-4148,-10386,10672,3454,11796,-10820,-4976,13984,-3658,-11772,10934,-36,8,-42,12,-52,40,-10,-6,0,0,0,0,0,0,0,0,0
1150,1150,0,3822,-13074,4454,10252,-10840,-3536,13070,-4638,4858,-13970,3940,11482,-11102,-4682,13924,-4096,-68,24,-26,12,-68,-8,-10,-38,0,0,0,0,0,0,0,0,0
1151,1151,0,-10178,10924,3476,-13134,4830,10038,-11000,-3174,-11414,11194,4408,-14086,4290,11360,-11308,-4176,-36,-8,-26,-22,-4,-8,8,12,0,0,0,0,0,0,0,0,0
1152,1152,0,13010,-4914,-9934,11200,2942,-13010,5252,9762,14032,-4496,-11148,11450,3996,-14002,4764,11034,-36,-8,-10,12,-4,-8,-42,-22,0,0,0,0,0,0,0,0,0
1153,1153,0,-11362,-2674,12974,-5430,-9706,11364,2550,-13070,-11590,-3786,13940,-4896,-10894,11764,3630,-14038,-20,40,8,12,-20,-24,8,-22,0,0,0,0,0,0,0,0,0
1154,1154,0,5608,9564,-11472,-2346,12930,-5778,-9404,11624,5170,10834,-11932,-3352,13968,-5262,-10644,11924,-4,-8,-10,-6,-20,-24,8,12,0,0,0,0,0,0,0,0,0
1155,1155,0,2150,-12862,5928,9190,-11730,-2006,12864,-6074,3182,-13938,5548,10462,-12054,-3004,13876,-5746,12,-8,8,-6,12,8,-26,-6,0,0,0,0,0,0,0,0,0
1156,1156,0,-9108,11790,1702,-12910,6270,8910,-11844,-1532,-10336,12206,2730,-13958,5920,10158,-12288,-2490,-36,8,-42,-6,-4,-56,-26,-56,0,0,0,0,0,0,0,0,0
1157,1157,0,12714,-6528,-8722,11970,1314,-12734,6576,8546,13888,-6170,-10064,12398,2294,-13826,6288,9866,-4,-8,8,12,-52,-8,-26,28,0,0,0,0,0,0,0,0,0
1158,1158,0,-12066,-1218,12720,-6888,-8478,12200,792,-12620,-12476,-2092,13780,-6470,-9754,12640,1854,-13742,12,-56,-42,-6,-68,8,-42,-6,0,0,0,0,0,0,0,0,0
1159,1159,0,7054,8266,-12116,-770,12602,-7208,-8142,12258,6678,9540,-12726,-1654,13714,-6916,-9388,12814,12,-8,-26,-6,12,24,-10,-72,0,0,0,0,0,0,0,0,0
1160,1160,0,508,-12622,7346,7992,-12274,-336,12540,-7536,1410,-13682,7180,9216,-12874,-1194,13596,-7312,-20,40,-10,-56,-4,24,8,-6,0,0,0,0,0,0,0,0,0
1161,1161,0,-7870,12488,70,-12428,7708,7664,-12344,66,-9040,12960,992,-13566,7440,8860,-13070,-800,-68,-24,-42,-6,12,40,-10,12,0,0,0,0,0,0,0,0,0
1162,1162,0,12378,-7840,-7564,12540,-342,-12322,7960,7260,13570,-7682,-8684,13180,572,-13428,7882,8482,12,40,-26,12,-36,40,-26,-6,0,0,0,0,0,0,0,0,0
1163,1163,0,-12594,528,12284,-8190,-7204,12686,-770,-12114,-13162,-316,13372,-8060,-8386,13246,96,-13322,-68,8,8,12,-100,8,-10,-6,0,0,0,0,0,0,0,0,0
1164,1164,0,8356,7020,-12582,886,12074,-8478,-7022,12732,8260,8210,-13310,80,13298,-8392,-8040,13404,-4,8,-26,-56,12,-40,40,-6,0,0,0,0,0,0,0,0,0
1165,1165,0,-1146,-11986,8560,6642,-12728,1258,12024,-8818,-330,-13188,8640,7838,-13490,538,13076,-8704,-20,24,-26,28,-68,24,-26,-6,0,0,0,0,0,0,0,0,0
1166,1166,0,-6496,12862,-1620,-11874,8924,6264,-12694,1714,-7660,13522,-812,-13064,8962,7494,-13542,972,-20,-8,-10,-56,-36,40,-10,12,0,0,0,0,0,0,0,0,0
1167,1167,0,11716,-9114,-6170,12928,-1946,-11726,9118,5876,12970,-9110,-7272,13612,-1218,-12848,9224,7092,-20,-8,-26,44,-84,-8,-58,-22,0,0,0,0,0,0,0,0,0
1168,1168,0,-12856,2120,11722,-9460,-5826,12958,-2508,-11454,-13666,1384,12820,-9418,-6902,13730,-1714,-12734,-36,-8,-42,-22,-20,-8,-26,-6,0,0,0,0,0,0,0,0,0
1169,1169,0,9514,5566,-12822,2544,11364,-9648,-5528,13024,9498,6676,-13806,1866,12594,-9716,-6512,13846,-52,24,-26,12,-20,-8,-26,12,0,0,0,0,0,0,0,0,0
1170,1170,0,-2736,-11342,9756,5128,-13016,2862,11348,-9928,-2034,-12486,9824,6302,-13874,2246,12358,-10066,-20,-8,-42,-56,-36,40,-26,-22,0,0,0,0,0,0,0,0,0
1171,1171,0,-4972,13054,-3200,-11102,10000,4814,-12972,3288,-6130,13874,-2572,-12346,10190,5920,-13934,2754,-52,-24,-26,-38,-4,-8,8,12,0,0,0,0,0,0,0,0,0
1172,1172,0,10998,-10150,-4644,13104,-3562,-10864,10272,4404,12188,-10280,-5766,13942,-2886,-12020,10474,5498,-68,-40,-10,-6,-20,-40,-58,-22,0,0,0,0,0,0,0,0,0
1173,1173,0,-13048,3706,10628,-10482,-4202,13176,-4018,-10626,-13954,3118,11960,-10630,-5346,13964,-3444,-11914,-36,-24,-26,12,28,8,-26,-22,0,0,0,0,0,0,0,0,0
1174,1174,0,10574,4004,-12942,4106,10510,-10688,-4002,13104,10766,5186,-13966,3584,11726,-10882,-4998,13990,-52,24,-42,-22,12,8,102,12,0,0,0,0,0,0,0,0,0
1175,1175,0,-4314,-10358,10706,3596,-13016,4478,10176,-10966,-3814,-11572,11082,4732,-14002,4018,11434,-11136,28,-24,-26,-22,12,-8,-26,12,0,0,0,0,0,0,0,0,0
1176,1176,0,-3418,13160,-4756,-10152,11062,3238,-12910,4920,-4508,14028,-4264,-11426,11310,4324,-13966,4452,-4,-24,8,-56,12,-8,-26,-6,0,0,0,0,0,0,0,0,0
1177,1177,0,10032,-11156,-3104,13040,-5194,-9856,11380,2768,11222,-11462,-4090,14038,-4682,-11110,11498,3886,12,-8,-42,-6,12,8,-26,-56,0,0,0,0,0,0,0,0,0
1178,1178,0,-13016,5258,9692,-11326,-2656,13054,-5608,-9540,-13986,4820,10978,-11730,-3654,14012,-5062,-10790,-68,-40,-42,-6,-4,-24,-10,-6,0,0,0,0,0,0,0,0,0
1179,1179,0,11396,2396,-12790,5700,9402,-11566,-2396,12944,11820,3448,-13950,5280,10638,-11892,-3268,14006,-4,-8,-10,-6,-20,8,-26,-6,0,0,0,0,0,0,0,0,0
1180,1180,0,-5906,-9376,11722,1938,-12904,6008,9054,-11694,-5442,-10520,12040,3030,-13938,5622,10378,-12186,-52,8,-10,-22,-52,-24,-10,12,0,0,0,0,0,0,0,0,0
1181,1181,0,-1882,12910,-6320,-9002,11732,1646,-12662,6382,-2854,13874,-5894,-10226,12236,2630,-13934,6062,28,24,-10,12,-4,8,8,-22,0,0,0,0,0,0,0,0,0
1182,1182,0,8844,-11870,-1478,12832,-6662,-8686,12040,1094,10088,-12310,-2326,13846,-6232,-9924,12428,2138,-20,-24,8,-22,-36,-24,-10,12,0,0,0,0,0,0,0,0,0
1183,1183,0,-12696,6700,8426,-12050,-1018,12750,-7070,-8382,-13826,6436,9776,-12558,-1986,13778,-6656,-9594,-20,-8,-10,12,28,40,-58,-22,0,0,0,0,0,0,0,0,0
1184,1184,0,12180,816,-12520,7042,8114,-12194,-540,12636,12628,1746,-13742,6806,9482,-12752,-1602,13734,-4,-88,-10,-6,12,-24,-42,12,0,0,0,0,0,0,0,0,0
1185,1185,0,-7332,-8100,12364,338,-12578,7402,7880,-12364,-7014,-9286,12796,1244,-13666,7186,9144,-12942,-36,24,-42,12,12,-24,-58,12,0,0,0,0,0,0,0,0,0
1186,1186,0,-262,12536,-7690,-7796,12378,-6,-12360,7784,-1016,13618,-7408,-8956,13034,848,-13542,7614,-4,-8,-26,-6,-20,8,-26,12,0,0,0,0,0,0,0,0,0
1187,1187,0,7532,-12492,182,12412,-8046,-7454,12540,-454,8834,-13092,-596,13484,-7804,-8674,13180,336,-20,-24,8,12,-4,24,-10,12,0,0,0,0,0,0,0,0,0
1188,1188,0,-12338,8042,7314,-12556,644,12312,-8324,-7104,-13410,7920,8512,-13242,-186,13342,-8152,-8268,28,-40,-42,-6,-36,-24,-26,28,0,0,0,0,0,0,0,0,0
1189,1189,0,12634,-876,-12036,8418,6910,-12702,904,12114,13346,-60,-13278,8258,8078,-13348,214,13292,-52,24,-10,-22,-36,24,-26,-22,0,0,0,0,0,0,0,0,0
1190,1190,0,-8590,-6704,12768,-1324,-12034,8670,6444,-12926,-8450,-7922,13420,-502,-13130,8582,7748,-13482,-36,8,-74,-6,12,8,-58,12,0,0,0,0,0,0,0,0,0
1191,1191,0,1410,11950,-8920,-6324,12810,-1634,-11828,9014,684,13102,-8812,-7588,13538,-922,-12966,9024,-4,-40,-10,-6,12,24,-26,12,0,0,0,0,0,0,0,0,0
1192,1192,0,6094,-12846,1798,11778,-9282,-6070,12864,-2106,7392,-13554,1120,12918,-9184,-7228,13668,-1406,-36,-40,-26,-6,-20,8,24,-6,0,0,0,0,0,0,0,0,0
1193,1193,0,-11762,9272,5800,-13038,2262,11508,-9562,-5606,-12748,9380,7036,-13694,1552,12768,-9516,-6742,-68,8,-26,12,-68,8,-26,-6,0,0,0,0,0,0,0,0,0
1194,1194,0,12978,-2384,-11394,9634,5416,-13010,2676,11328,13698,-1752,-12592,9674,6630,-13762,1966,12542,28,-8,-42,12,-52,-8,-42,-6,0,0,0,0,0,0,0,0,0
1195,1195,0,-9802,-5266,13006,-2918,-11314,9852,4984,-13054,-9834,-6410,13812,-2230,-12444,9966,6240,-13878,-4,40,-58,-6,12,24,-42,12,0,0,0,0,0,0,0,0,0
1196,1196,0,3114,11036,-10014,-4894,12994,-3280,-11106,10082,2438,12416,-10160,-5970,13888,-2662,-12226,10270,-36,24,-58,-6,-36,8,-26,12,0,0,0,0,0,0,0,0,0
1197,1197,0,4654,-13074,3588,10944,-10274,-4494,12974,-3690,5776,-13890,2914,12174,-10368,-5580,13908,-3092,-20,8,-10,-6,-36,-24,-74,12,0,0,0,0,0,0,0,0,0
1198,1198,0,-10792,10312,4310,-13222,3918,10668,-10482,-4084,-12030,10540,5380,-14022,3278,11966,-10708,-5120,-36,40,-74,-6,-4,-8,-26,44,0,0,0,0,0,0,0,0,0
1199,1199,0,13042,-4052,-10450,10588,3950,-13058,4294,10364,14016,-3514,-11836,10870,5034,-13954,3726,11636,-36,-8,-42,44,-4,-8,-58,12,0,0,0,0,0,0,0,0,0
1200,1200,0,-10760,-3712,13022,-4436,-10306,10796,3668,-13118,-10942,-4858,14010,-3936,-11494,11098,4652,-14038,-4,-24,-42,12,-36,-24,24,12,0,0,0,0,0,0,0,0,0
1201,1201,0,4622,10152,-10920,-3302,13058,-4770,-10014,11136,4076,11392,-11292,-4340,14000,-4352,-11244,11370,12,-24,-10,12,12,-24,-10,12,0,0,0,0,0,0,0,0,0
1202,1202,0,3070,-13026,5000,9858,-11314,-2886,12960,-5302,4178,-13938,4620,11146,-11478,-4014,13924,-4784,-4,40,-10,-22,-4,-8,-26,12,0,0,0,0,0,0,0,0,0
1203,1203,0,-9770,11348,2676,-13070,5512,9644,-11410,-2490,-10974,11716,3774,-14054,4970,10914,-11768,-3480,-36,-24,-10,-22,28,8,8,-22,0,0,0,0,0,0,0,0,0
1204,1204,0,12914,-5634,-9578,11496,2294,-12962,5816,9286,13984,-5150,-10724,11828,3310,-13922,5348,10558,-68,8,-10,12,-52,-24,24,-6,0,0,0,0,0,0,0,0,0
1205,1205,0,-11666,-2086,12864,-6010,-9250,11774,1782,-12958,-11990,-3116,13940,-5562,-10416,12126,2898,-13990,-4,-24,8,-6,-4,-24,8,-6,0,0,0,0,0,0,0,0,0
1206,1206,0,6158,9080,-11792,-1696,12794,-6368,-8904,11906,5776,10286,-12258,-2650,13888,-5978,-10160,12366,-36,8,-42,-6,-4,8,8,12,0,0,0,0,0,0,0,0,0
1207,1207,0,1442,-12766,6528,8662,-12034,-1330,12736,-6692,2406,-13858,6192,9998,-12444,-2236,13844,-6390,-20,40,8,-6,12,-24,-26,-22,0,0,0,0,0,0,0,0,0
1208,1208,0,-8590,12046,920,-12758,6878,8426,-12068,-898,-9882,12592,2030,-13814,6534,9668,-12646,-1814,12,-8,-26,-22,12,-24,-42,12,0,0,0,0,0,0,0,0,0
1209,1209,0,12634,-7076,-8292,12210,660,-12622,7250,8056,13746,-6804,-9532,12686,1616,-13714,7020,9360,-36,-24,8,28,-36,24,-10,-6,0,0,0,0,0,0,0,0,0
1210,1210,0,-12290,-464,12556,-7456,-8014,12392,166,-12460,-12796,-1432,13668,-7152,-9152,12896,1168,-13598,-20,-8,-10,-6,-4,-24,-26,-6,0,0,0,0,0,0,0,0,0
1211,1211,0,7564,7760,-12258,-118,12410,-7760,-7722,12524,7360,8956,-12966,-912,13554,-7554,-8916,13078,-68,8,-58,44,12,-8,-10,12,0,0,0,0,0,0,0,0,0
1212,1212,0,-214,-12370,7864,7404,-12530,336,12348,-8036,778,-13444,7716,8650,-13130,-550,13420,-7932,-4,-24,-42,12,-68,-24,-26,12,0,0,0,0,0,0,0,0,0
1213,1213,0,-7316,12654,-508,-12252,8130,7106,-12568,742,-8498,13230,328,-13370,8078,8274,-13262,-66,-52,-24,-10,12,-4,-24,8,28,0,0,0,0,0,0,0,0,0
1214,1214,0,12132,-8324,-7102,12732,-1002,-12098,8394,6738,13330,-8264,-8184,13372,-202,-13204,8528,7918,-4,8,8,-6,28,-8,8,-6,0,0,0,0,0,0,0,0,0
1215,1215,0,-12728,1226,12040,-8686,-6662,12814,-1494,-11938,-13410,378,13148,-8592,-7836,13470,-596,-13130,-52,-8,-26,12,-68,8,-42,12,0,0,0,0,0,0,0,0,0
1216,1216,0,8844,6476,-12694,1586,11818,-9010,-6368,12896,8772,7590,-13526,892,13018,-8930,-7440,13580,-20,-8,-42,44,12,-24,-26,12,0,0,0,0,0,0,0,0,0
1217,1217,0,-1762,-11790,8974,6004,-12872,1944,11802,-9300,-1104,-12896,9144,7220,-13682,1256,12764,-9244,-36,-8,-74,12,12,-8,-26,-6,0,0,0,0,0,0,0,0,0
1218,1218,0,-5906,12878,-2428,-11534,9434,5726,-12758,2380,-7014,13682,-1476,-12766,9434,6866,-13726,1654,-20,24,-42,44,12,40,-10,44,0,0,0,0,0,0,0,0,0
1219,1219,0,11444,-9568,-5656,12992,-2592,-11422,9692,5224,12708,-9636,-6672,13798,-1890,-12534,9760,6414,-4,-24,-10,-6,-68,-40,-42,-6,0,0,0,0,0,0,0,0,0
1220,1220,0,-12984,2734,11364,-9848,-5162,13038,-3088,-11150,-13842,2066,12460,-9906,-6280,13842,-2326,-12410,-4,40,-42,-6,-68,56,-42,12,0,0,0,0,0,0,0,0,0
1221,1221,0,9936,4910,-12926,3136,11062,-10102,-4844,13104,10072,6016,-13902,2578,12322,-10216,-5910,13894,-36,8,-26,12,-4,40,-74,44,0,0,0,0,0,0,0,0,0
1222,1222,0,-3402,-10964,10128,4516,-13016,3562,10810,-10370,-2806,-12180,10378,5658,-13938,2990,12040,-10502,-20,8,-10,-6,-4,24,8,-6,0,0,0,0,0,0,0,0,0
1223,1223,0,-4378,13176,-3954,-10690,10494,4180,-12926,3962,-5522,13980,-3284,-11978,10654,5334,-13998,3440,-68,-24,-26,-22,-20,24,-42,-22,0,0,0,0,0,0,0,0,0
1224,1224,0,10606,-10544,-4146,13088,-4202,-10496,10580,3818,11868,-10818,-5078,13990,-3670,-11700,10930,4928,28,-8,-10,-38,-4,-24,-10,12,0,0,0,0,0,0,0,0,0
1225,1225,0,-13080,4378,10288,-10854,-3594,13086,-4612,-10226,-14034,3922,11586,-11024,-4682,13996,-4104,-11506,-36,24,-10,44,28,24,-26,-6,0,0,0,0,0,0,0,0,0
1226,1226,0,10934,3466,-12942,4776,10096,-11060,-3392,13072,11238,4516,-13982,4258,11390,-11318,-4232,14022,-36,-8,-10,-22,28,-8,-10,-56,0,0,0,0,0,0,0,0,0
1227,1227,0,-5004,-9988,11300,2944,-13000,5146,9724,-11262,-4476,-11174,11418,4034,-13986,4676,11042,-11666,28,24,-10,12,12,-8,-10,12,0,0,0,0,0,0,0,0,0
1228,1228,0,-2784,13038,-5544,-9620,11380,2542,-12822,5540,-3830,14012,-4934,-10838,11710,3560,-13966,5088,12,-8,-26,-6,-20,-8,-26,-22,0,0,0,0,0,0,0,0,0
1229,1229,0,9482,-11470,-2492,12992,-5778,-9424,11658,2156,10814,-11812,-3460,13958,-5298,-10642,11858,3206,-4,-40,-42,-6,12,40,-10,44,0,0,0,0,0,0,0,0,0
1230,1230,0,-12872,5854,9118,-11646,-1994,12958,-6154,-9156,-13954,5430,10458,-12122,-2950,13948,-5750,-10274,-36,8,8,-38,-20,8,24,28,0,0,0,0,0,0,0,0,0
1231,1231,0,11716,1774,-12726,6254,9004,-11870,-1620,12848,12156,2758,-13902,5882,10222,-12228,-2588,13926,-4,24,-26,28,-20,8,-42,12,0,0,0,0,0,0,0,0,0
1232,1232,0,-6464,-8830,11992,1326,-12776,6572,8576,-12018,-6114,-10120,12358,2266,-13858,6272,9910,-12458,-20,24,-10,12,-36,-8,-10,-6,0,0,0,0,0,0,0,0,0
