Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc1_b1_1[15:0],u3_adc_analysis/adc1_b2_1[15:0],u3_adc_analysis/adc1_b3_1[15:0],u3_adc_analysis/adc1_b4_1[15:0],u3_adc_analysis/adc1_b1_2[15:0],u3_adc_analysis/adc1_b2_2[15:0],u3_adc_analysis/adc1_b3_2[15:0],u3_adc_analysis/adc1_b4_2[15:0],u3_adc_analysis/time_8s_1
3783,3783,0,-15938,-16554,-17166,-17792,-18342,-18958,-19442,-19976,-20,4,20,-8,-48,20,-14,10,0
3784,3784,0,-20426,-20974,-21486,-21940,-22232,-22670,-23092,-23470,28,-30,4,26,-4,4,20,-8,0
3785,3785,0,-23698,-24038,-24350,-24638,-24790,-24906,-25168,-25392,-48,-14,4,-8,-4,4,4,10,0
3786,3786,0,-25440,-25568,-25716,-25796,-25728,-25712,-25780,-25796,-4,20,-30,10,-4,-14,4,-8,0
3787,3787,0,-25632,-25536,-25472,-25344,-25120,-24906,-24806,-24526,-4,-14,-30,26,-48,-14,-30,-24,0
3788,3788,0,-24178,-23958,-23686,-23388,-22892,-22542,-22164,-21828,-32,-14,4,42,12,-14,-14,10,0
3789,3789,0,-21216,-20788,-20388,-19778,-19196,-18724,-18122,-17566,-4,4,4,10,-48,4,4,26,0
3790,3790,0,-16912,-16264,-15654,-14964,-14286,-13618,-12932,-12198,12,-14,-14,-8,12,4,20,26,0
3791,3791,0,-11492,-10706,-10010,-9218,-8454,-7668,-6860,-6130,-4,-30,4,42,-48,4,4,10,0
3792,3792,0,-5340,-4450,-3654,-2872,-2078,-1286,-452,344,12,20,4,26,-4,20,4,26,0
3793,3793,0,1172,2014,2814,3632,4390,5228,6048,6806,-20,-30,-14,26,12,4,4,26,0
3794,3794,0,7584,8282,9070,9826,10536,11216,12000,12746,-32,-14,4,-8,12,-30,20,-24,0
3795,3795,0,13364,14082,14752,15430,15946,16548,17182,17802,-4,-14,4,10,28,-30,20,26,0
3796,3796,0,18292,18852,19400,19964,20344,20828,21294,21742,-48,-14,20,-24,-48,-14,4,26,0
3797,3797,0,22076,22468,22810,23222,23440,23766,24078,24354,-64,-14,4,-8,-48,-14,4,-24,0
3798,3798,0,24488,24692,24888,25102,25150,25262,25344,25516,-48,-14,36,10,12,-30,4,-8,0
3799,3799,0,25438,25454,25472,25476,25390,25310,25184,25102,-4,-14,4,-8,28,4,-30,10,0
3800,3800,0,24910,24708,24520,24354,24026,23782,23482,23222,28,-14,4,26,-4,4,4,-24,0
3801,3801,0,22816,22484,22080,21694,21204,20812,20314,19852,-48,20,4,10,28,4,-14,10,0
3802,3802,0,19256,18756,18176,17626,16990,16436,15798,15122,12,20,20,10,-20,-14,20,26,0
3803,3803,0,14442,13848,13132,12456,11688,10928,10232,9470,-4,-14,4,10,28,4,4,42,0
3804,3804,0,8702,7946,7160,6352,5580,4738,3936,3164,-48,-14,4,-24,-4,20,-30,26,0
3805,3805,0,2326,1540,684,-90,-952,-1708,-2586,-3394,-4,4,4,42,-4,20,4,-8,0
3806,3806,0,-4256,-5042,-5794,-6606,-7346,-8136,-8894,-9696,-20,-14,4,26,12,20,-14,26,0
3807,3807,0,-10404,-11062,-11848,-12592,-13300,-14008,-14692,-15354,-48,-14,4,10,12,36,-14,-24,0
3808,3808,0,-15970,-16538,-17214,-17808,-18342,-18942,-19474,-20008,-4,-14,36,10,44,4,4,-8,0
3809,3809,0,-20426,-20974,-21502,-21972,-22254,-22622,-23060,-23454,-4,4,4,26,-4,-14,20,-8,0
3810,3810,0,-23682,-24038,-24334,-24622,-24774,-24922,-25200,-25392,28,-14,-14,10,28,20,20,26,0
3811,3811,0,-25424,-25568,-25700,-25796,-25728,-25712,-25780,-25796,12,20,-30,10,-32,20,4,26,0
3812,3812,0,-25600,-25552,-25472,-25376,-25136,-24906,-24774,-24574,-32,-14,20,10,-32,36,4,-8,0
3813,3813,0,-24194,-23974,-23686,-23356,-22924,-22526,-22196,-21844,-4,-14,4,10,12,4,4,26,0
3814,3814,0,-21216,-20804,-20388,-19762,-19228,-18740,-18138,-17566,12,-30,-30,10,-48,4,-14,10,0
3815,3815,0,-16928,-16248,-15654,-15016,-14302,-13618,-12948,-12198,12,4,-14,-24,-4,-14,20,26,0
3816,3816,0,-11476,-10722,-9978,-9218,-8438,-7684,-6876,-6098,-4,20,4,-8,-20,20,4,26,0
3817,3817,0,-5308,-4466,-3654,-2872,-2062,-1254,-404,360,-4,-14,20,10,-4,-14,20,10,0
3818,3818,0,1188,1998,2782,3680,4390,5260,6016,6790,-48,36,4,10,-32,20,4,-8,0
3819,3819,0,7552,8266,9086,9826,10552,11232,12016,12714,28,20,-14,-24,12,4,4,-24,0
3820,3820,0,13364,14082,14752,15414,15962,16548,17214,17802,12,4,4,-8,-4,-14,4,26,0
3821,3821,0,18322,18836,19384,19948,20296,20860,21274,21758,12,4,4,10,12,-14,4,-24,0
3822,3822,0,22076,22484,22842,23222,23456,23818,24070,24354,-64,4,4,10,-4,20,20,10,0
3823,3823,0,24504,24692,24958,25134,25166,25310,25392,25532,-48,-30,-14,10,-32,-14,-14,10,0
3824,3824,0,25454,25454,25472,25492,25358,25294,25216,25102,28,4,20,-8,-48,-14,20,10,0
3825,3825,0,24926,24708,24536,24354,24042,23818,23498,23186,12,4,20,-8,-48,4,20,26,0
3826,3826,0,22778,22484,22080,21710,21188,20764,20282,19868,-32,-14,4,-24,28,20,20,-8,0
3827,3827,0,19256,18740,18224,17658,16990,16420,15782,15170,12,20,20,10,-4,-14,20,10,0
3828,3828,0,14458,13832,13164,12424,11688,10896,10248,9436,-32,20,-14,10,12,20,4,10,0
3829,3829,0,8686,7914,7160,6336,5564,4792,3952,3164,-4,-30,4,26,-4,-30,-30,-24,0
3830,3830,0,2336,1492,684,-122,-984,-1724,-2538,-3378,-20,-14,4,10,28,36,4,26,0
3831,3831,0,-4162,-5026,-5778,-6574,-7378,-8104,-8910,-9712,-4,4,4,10,-64,4,4,-24,0
3832,3832,0,-10420,-11078,-11880,-12624,-13316,-13992,-14692,-15354,12,-14,20,10,-4,4,-30,-24,0
3833,3833,0,-15970,-16538,-17198,-17856,-18342,-18958,-19458,-19960,-4,4,4,26,-4,-30,20,-24,0
3834,3834,0,-20410,-20974,-21486,-21956,-22216,-22638,-23116,-23436,-4,4,36,-8,12,-14,-14,26,0
3835,3835,0,-23682,-23990,-24350,-24590,-24758,-24980,-25168,-25360,28,-14,20,10,28,-14,20,26,0
3836,3836,0,-25424,-25552,-25678,-25764,-25728,-25728,-25796,-25812,12,4,20,26,-4,20,4,-24,0
3837,3837,0,-25600,-25520,-25408,-25376,-25120,-24906,-24774,-24542,-4,-14,-14,26,28,-14,4,42,0
3838,3838,0,-24194,-23942,-23686,-23372,-22876,-22558,-22196,-21708,28,-14,20,42,28,4,-14,-40,0
3839,3839,0,-21216,-20804,-20372,-19778,-19244,-18740,-18122,-17566,28,4,-14,-24,-4,20,-14,10,0
3840,3840,0,-16928,-16280,-15654,-15032,-14286,-13618,-12964,-12214,-4,4,-14,-24,-4,4,4,-24,0
3841,3841,0,-11492,-10674,-9978,-9234,-8470,-7700,-6892,-6098,-4,4,20,10,-20,20,-14,42,0
3842,3842,0,-5340,-4450,-3654,-2872,-2062,-1238,-452,392,-4,20,4,-24,12,-14,20,10,0
3843,3843,0,1188,1982,2782,3648,4374,5260,6016,6790,12,4,-14,10,-48,20,4,-8,0
3844,3844,0,7568,8266,9118,9858,10552,11216,11984,12782,28,-14,-14,-24,-4,-14,-14,10,0
3845,3845,0,13380,14098,14752,15398,15994,16548,17198,17786,12,36,20,-8,-4,-14,20,10,0
3846,3846,0,18338,18836,19384,19980,20312,20844,21294,21758,28,4,20,-24,-48,4,20,26,0
3847,3847,0,22076,22484,22810,23170,23440,23782,24054,24370,-4,-14,-14,42,-4,-14,4,26,0
3848,3848,0,24504,24708,24920,25086,25198,25294,25376,25476,-48,-14,4,10,-32,-30,4,-24,0
3849,3849,0,25470,25454,25472,25492,25358,25278,25216,25118,12,20,4,-24,28,20,4,-24,0
3850,3850,0,24894,24724,24568,24354,24026,23798,23466,23222,12,4,20,-24,-4,-14,-14,26,0
3851,3851,0,22816,22468,22064,21710,21236,20796,20298,19852,-4,-14,-14,-8,-4,20,4,10,0
3852,3852,0,19288,18740,18224,17658,17006,16404,15798,15170,-4,4,-14,-8,-4,-30,-14,10,0
3853,3853,0,14426,13832,13132,12424,11656,10912,10232,9452,-48,-30,4,10,-32,-14,4,-8,0
3854,3854,0,8686,7946,7144,6352,5564,4770,3936,3146,-32,4,-14,-8,28,-14,4,10,0
3855,3855,0,2310,1508,700,-122,-968,-1740,-2554,-3410,12,-14,4,26,12,-14,4,-8,0
3856,3856,0,-4240,-5010,-5794,-6606,-7362,-8120,-8878,-9676,-4,-14,4,26,-4,20,-14,10,0
3857,3857,0,-10420,-11094,-11864,-12624,-13316,-13960,-14692,-15338,-48,20,4,26,-4,4,-14,26,0
3858,3858,0,-15938,-16554,-17198,-17840,-18326,-18958,-19474,-19976,12,20,4,26,-4,-30,-14,-8,0
3859,3859,0,-20426,-21006,-21502,-21956,-22254,-22686,-23092,-23454,-20,-14,-14,42,-4,-14,20,10,0
3860,3860,0,-23682,-24038,-24350,-24622,-24774,-24980,-25184,-25376,12,-14,-14,-40,12,-14,20,-8,0
3861,3861,0,-25424,-25552,-25694,-25780,-25696,-25760,-25780,-25756,-4,4,-14,10,-48,-30,4,26,0
3862,3862,0,-25616,-25536,-25440,-25344,-25120,-24890,-24774,-24558,28,4,36,-8,28,-14,20,-24,0
3863,3863,0,-24194,-23942,-23670,-23372,-22908,-22542,-22180,-21828,12,4,-46,-24,12,36,-14,-40,0
3864,3864,0,-21216,-20804,-20420,-19746,-19228,-18708,-18122,-17550,-48,20,-14,26,-32,4,-14,10,0
3865,3865,0,-16896,-16296,-15670,-15032,-14302,-13634,-12964,-12198,-4,4,20,42,12,-14,20,-8,0
3866,3866,0,-11476,-10706,-9978,-9266,-8454,-7700,-6892,-6082,28,-14,-30,10,12,-14,-14,-24,0
3867,3867,0,-5324,-4466,-3654,-2872,-2078,-1270,-420,376,12,-30,4,10,-4,-14,4,-8,0
3868,3868,0,1188,2014,2846,3664,4390,5196,6000,6806,12,4,4,26,-4,20,20,-24,0
3869,3869,0,7536,8282,9054,9842,10552,11298,12016,12750,-20,4,4,10,12,4,36,10,0
3870,3870,0,13348,14050,14736,15414,15962,16532,17198,17770,12,20,4,42,12,-14,-30,10,0
3871,3871,0,18276,18836,19400,19964,20304,20844,21278,21758,12,-14,20,-8,-4,-14,20,26,0
3872,3872,0,22076,22484,22858,23222,23440,23782,24062,24354,-4,20,20,-8,-20,4,20,26,0
3873,3873,0,24504,24708,24920,25086,25182,25246,25392,25476,28,4,20,10,-20,-30,-14,26,0
3874,3874,0,25470,25486,25488,25532,25342,25310,25200,25086,-4,20,20,-24,-4,-14,-14,10,0
3875,3875,0,24878,24708,24552,24354,24042,23782,23482,23238,28,4,36,10,-48,-14,4,10,0
3876,3876,0,22778,22500,22080,21710,21220,20812,20298,19818,28,4,4,42,-4,20,4,10,0
3877,3877,0,19272,18724,18192,17658,16974,16404,15782,15122,-4,4,4,10,12,20,20,-8,0
3878,3878,0,14474,13832,13148,12408,11720,10928,10248,9420,12,-14,-14,26,-4,36,4,10,0
3879,3879,0,8686,7930,7112,6352,5564,4738,3920,3130,12,-30,4,26,-4,36,4,26,0
3880,3880,0,2310,1508,700,-106,-968,-1724,-2554,-3394,-48,20,-30,58,28,20,4,-24,0
3881,3881,0,-4208,-5026,-5778,-6622,-7362,-8088,-8910,-9680,-4,20,4,10,-4,4,4,10,0
3882,3882,0,-10420,-11062,-11864,-12608,-13300,-13960,-14708,-15338,-4,20,4,-8,-20,-14,-14,-8,0
3883,3883,0,-15938,-16538,-17198,-17840,-18342,-18958,-19474,-20008,12,4,4,10,-4,20,-14,-24,0
3884,3884,0,-20458,-20958,-21518,-21956,-22216,-22638,-23076,-23486,-4,-14,4,42,12,4,-14,26,0
3885,3885,0,-23698,-23990,-24334,-24622,-24774,-24980,-25136,-25392,-64,-14,4,26,12,4,20,10,0
3886,3886,0,-25456,-25568,-25732,-25796,-25728,-25712,-25796,-25780,28,4,-30,-8,12,4,-14,10,0
3887,3887,0,-25616,-25568,-25456,-25328,-25136,-24874,-24758,-24558,-4,-14,-14,-24,-64,-14,4,10,0
3888,3888,0,-24210,-23990,-23670,-23404,-22892,-22542,-22196,-21828,28,4,-14,10,12,-46,-14,-8,0
3889,3889,0,-21216,-20804,-20404,-19778,-19212,-18740,-18090,-17550,-48,-14,4,26,-4,4,4,42,0
3890,3890,0,-16896,-16280,-15622,-15016,-14302,-13618,-12932,-12182,-48,20,-14,-8,-32,-14,-14,-24,0
3891,3891,0,-11492,-10722,-9978,-9234,-8454,-7652,-6844,-6098,28,4,-14,42,-4,4,4,10,0
3892,3892,0,-5308,-4450,-3638,-2824,-2078,-1270,-388,376,-48,4,-14,26,12,20,4,-8,0
3893,3893,0,1188,1982,2814,3632,4406,5212,6000,6806,12,4,4,-8,12,-30,-14,-24,0
3894,3894,0,7568,8314,9118,9842,10552,11248,12048,12798,-4,4,4,10,12,4,4,-24,0
3895,3895,0,13396,14066,14784,15414,15978,16548,17198,17802,28,-14,-14,-24,12,36,20,10,0
3896,3896,0,18276,18820,19400,19948,20360,20860,21306,21774,-48,-14,20,26,-4,20,20,10,0
3897,3897,0,22076,22484,22896,23286,23424,23766,24078,24354,12,20,4,-8,-4,4,-14,-8,0
3898,3898,0,24504,24692,24926,25086,25134,25278,25408,25492,12,4,4,26,12,-14,20,10,0
3899,3899,0,25486,25454,25488,25532,25358,25294,25232,25102,-4,4,4,-40,-4,4,-14,10,0
3900,3900,0,24926,24676,24536,24370,24042,23766,23482,23238,-4,4,36,10,12,4,-14,10,0
3901,3901,0,22832,22484,22080,21726,21204,20764,20298,19852,28,4,4,10,12,4,20,-40,0
3902,3902,0,19256,18676,18192,17642,17006,16354,15814,15170,-4,-14,-14,10,28,4,4,-8,0
3903,3903,0,14490,13816,13148,12440,11704,10928,10264,9420,-4,-30,-14,10,-4,20,4,10,0
3904,3904,0,8654,7914,7112,6336,5580,4824,3920,3180,-48,-30,-30,10,-48,4,4,10,0
3905,3905,0,2310,1508,700,-106,-968,-1740,-2554,-3378,28,-14,-14,10,12,-14,4,-8,0
3906,3906,0,-4192,-5042,-5794,-6590,-7346,-8136,-8910,-9696,-4,4,-14,-8,-20,4,4,-40,0
3907,3907,0,-10420,-11110,-11848,-12592,-13300,-13992,-14676,-15338,-48,-30,-14,10,12,-14,-14,-40,0
3908,3908,0,-15970,-16554,-17166,-17792,-18342,-18942,-19442,-19992,12,4,-14,26,-48,20,4,-8,0
3909,3909,0,-20442,-20990,-21486,-21972,-22270,-22686,-23092,-23470,-32,-30,-14,26,12,4,-14,-24,0
3910,3910,0,-23698,-24022,-24334,-24622,-24758,-24980,-25168,-25376,28,-14,-14,10,28,4,-14,10,0
3911,3911,0,-25440,-25584,-25678,-25812,-25712,-25744,-25780,-25780,28,-14,4,-24,-4,-14,4,10,0
3912,3912,0,-25616,-25536,-25424,-25344,-25136,-24890,-24758,-24558,28,-14,4,-24,-4,-14,20,26,0
3913,3913,0,-24178,-23942,-23654,-23372,-22908,-22574,-22212,-21844,-4,4,4,10,12,-14,36,-24,0
3914,3914,0,-21184,-20788,-20372,-19778,-19212,-18740,-18122,-17534,12,-14,20,10,12,4,4,-24,0
3915,3915,0,-16896,-16280,-15654,-15000,-14318,-13634,-12932,-12198,-4,-30,4,10,-48,20,4,-8,0
3916,3916,0,-11476,-10690,-9978,-9218,-8438,-7700,-6844,-6098,-4,4,4,-24,-4,4,4,26,0
3917,3917,0,-5340,-4482,-3638,-2840,-2110,-1270,-404,392,-4,20,20,42,-4,20,4,-8,0
3918,3918,0,1188,1966,2846,3648,4390,5212,6032,6806,12,-14,4,10,-4,-14,20,10,0
3919,3919,0,7520,8282,9070,9842,10552,11216,12016,12766,12,36,4,-24,12,4,20,-40,0
3920,3920,0,13364,14066,14752,15414,15978,16516,17214,17802,-4,20,-14,10,-48,-14,4,-24,0
3921,3921,0,18306,18804,19400,19964,20296,20844,21310,21774,-4,4,4,10,-4,20,4,-24,0
3922,3922,0,22092,22452,22874,23222,23472,23766,24054,24370,-4,20,-14,10,12,20,4,10,0
3923,3923,0,24520,24692,24974,25102,25166,25294,25408,25548,12,20,-14,10,12,20,-14,-40,0
3924,3924,0,25438,25454,25472,25532,25326,25262,25232,25118,28,-14,-14,-8,-4,-30,-14,10,0
3925,3925,0,24910,24692,24552,24370,24042,23766,23498,23170,-4,-14,-30,-8,-4,36,-14,10,0
3926,3926,0,22816,22484,22080,21726,21204,20748,20314,19852,-4,20,-14,-24,-64,4,20,-8,0
3927,3927,0,19288,18708,18208,17658,16990,16388,15814,15170,28,4,4,-24,-4,20,36,10,0
3928,3928,0,14426,13832,13148,12424,11688,10912,10248,9502,-4,20,4,-24,-64,20,-14,26,0
3929,3929,0,8686,7898,7160,6368,5564,4722,3920,3130,-32,20,20,10,12,20,-14,26,0
3930,3930,0,2294,1508,684,-106,-952,-1724,-2554,-3378,12,20,20,-8,-48,36,4,-8,0
3931,3931,0,-4208,-5026,-5778,-6606,-7346,-8120,-8878,-9696,28,-14,4,10,12,4,20,26,0
3932,3932,0,-10436,-11126,-11848,-12592,-13300,-13960,-14676,-15354,-48,20,4,26,-4,4,36,10,0
3933,3933,0,-15922,-16554,-17230,-17840,-18342,-18990,-19442,-19976,12,4,4,-24,-4,36,-30,26,0
3934,3934,0,-20426,-20974,-21502,-21940,-22270,-22654,-23076,-23470,12,36,20,-24,12,20,-14,10,0
3935,3935,0,-23682,-24038,-24350,-24590,-24758,-24954,-25216,-25376,-4,20,-14,-24,12,-30,4,10,0
3936,3936,0,-25456,-25536,-25684,-25780,-25728,-25728,-25796,-25796,-4,4,4,10,28,-14,4,10,0
3937,3937,0,-25600,-25520,-25440,-25360,-25120,-24906,-24758,-24542,28,4,4,-8,12,-14,20,-8,0
3938,3938,0,-24210,-23942,-23670,-23372,-22940,-22558,-22164,-21812,-32,-14,4,-24,44,4,36,10,0
3939,3939,0,-21216,-20820,-20270,-19778,-19180,-18740,-18122,-17566,12,20,-14,42,28,4,4,-24,0
3940,3940,0,-16912,-16280,-15654,-15000,-14318,-13634,-12916,-12164,-20,-14,-14,26,-4,36,20,26,0
3941,3941,0,-11492,-10706,-9962,-9218,-8470,-7684,-6876,-6098,-32,36,-14,10,-32,4,20,26,0
3942,3942,0,-5292,-4466,-3622,-2856,-2046,-1270,-420,376,-4,4,-14,-24,-4,4,-14,-40,0
3943,3943,0,1204,1982,2862,3648,4444,5212,6016,6790,-4,4,20,10,-4,4,4,-24,0
3944,3944,0,7536,8298,9102,9826,10552,11250,12000,12746,-4,20,20,-24,-48,-14,4,10,0
3945,3945,0,13380,14066,14720,15398,15946,16600,17150,17818,12,20,20,-40,-48,4,-30,26,0
3946,3946,0,18276,18820,19346,19964,20344,20860,21278,21726,-48,-14,-14,10,-32,4,4,-40,0
3947,3947,0,22108,22484,22842,23222,23456,23766,24078,24370,28,4,20,10,-4,4,20,-24,0
3948,3948,0,24504,24708,24872,25134,25198,25278,25392,25516,-4,-30,-14,10,-4,-14,-14,-24,0
3949,3949,0,25486,25470,25504,25532,25358,25294,25200,25118,-4,20,4,26,28,-14,20,26,0
3950,3950,0,24910,24756,24552,24336,24042,23782,23450,23190,28,-14,20,10,-64,-14,4,10,0
3951,3951,0,22794,22484,22064,21678,21220,20812,20298,19852,12,-14,4,-56,-4,20,20,-24,0
3952,3952,0,19240,18724,18208,17658,17006,16404,15830,15154,-4,4,4,26,28,-14,-14,-8,0
3953,3953,0,14474,13800,13148,12456,11672,10928,10232,9452,-4,20,4,10,12,20,-30,-8,0
3954,3954,0,8686,7946,7112,6336,5548,4754,3936,3164,-20,4,20,10,-20,36,-14,-8,0
3955,3955,0,2326,1524,716,-138,-952,-1692,-2570,-3394,-20,-14,-14,10,28,4,-14,-8,0
3956,3956,0,-4146,-5010,-5794,-6606,-7362,-8104,-8878,-9712,12,-14,-14,-24,12,36,4,10,0
3957,3957,0,-10420,-11094,-11864,-12592,-13316,-13992,-14692,-15338,-4,-14,20,26,12,4,-14,10,0
3958,3958,0,-15938,-16538,-17166,-17856,-18326,-18942,-19458,-20008,-4,-14,-14,10,-4,-14,4,-24,0
3959,3959,0,-20458,-20958,-21502,-21972,-22216,-22654,-23084,-23454,-48,-46,4,26,-4,-14,-14,26,0
3960,3960,0,-23730,-24022,-24350,-24622,-24758,-24906,-25184,-25392,-4,-14,-30,26,-4,4,4,-8,0
3961,3961,0,-25408,-25568,-25700,-25780,-25696,-25712,-25796,-25796,28,-14,4,-24,-4,20,-14,-8,0
3962,3962,0,-25632,-25536,-25440,-25376,-25120,-24890,-24790,-24574,-4,-30,4,-24,-32,36,-14,-24,0
3963,3963,0,-24194,-23958,-23734,-23356,-22908,-22542,-22196,-21812,-4,4,-14,10,12,20,4,-24,0
3964,3964,0,-21200,-20788,-20404,-19810,-19196,-18708,-18122,-17600,-4,36,4,-8,28,-14,4,10,0
3965,3965,0,-16912,-16280,-15654,-15000,-14318,-13634,-12932,-12214,-32,4,4,10,-32,4,-30,-24,0
3966,3966,0,-11492,-10738,-10026,-9234,-8454,-7684,-6876,-6098,-48,4,-14,10,-32,20,-14,-8,0
3967,3967,0,-5324,-4498,-3654,-2888,-2078,-1270,-436,408,-32,-14,-14,26,28,-30,4,-8,0
3968,3968,0,1204,1982,2814,3680,4390,5228,6000,6790,-48,-14,20,10,28,-14,20,-24,0
3969,3969,0,7536,8282,9086,9874,10552,11232,12032,12746,-4,4,-14,26,-4,4,-14,-24,0
3970,3970,0,13380,14050,14768,15430,15978,16584,17230,17818,12,20,4,-24,-4,20,20,10,0
3971,3971,0,18338,18820,19384,19964,20328,20828,21294,21774,12,-14,20,-24,28,4,-30,26,0
3972,3972,0,22076,22484,22858,23238,23440,23750,24062,24354,12,4,20,-8,28,-14,-14,26,0
3973,3973,0,24504,24692,24904,25102,25182,25278,25360,25548,28,4,-14,-24,12,20,4,10,0
3974,3974,0,25454,25422,25472,25492,25374,25294,25200,25134,-4,20,20,-8,-4,-14,-14,-24,0
3975,3975,0,24910,24676,24568,24370,24026,23766,23482,23222,12,4,-14,-24,-48,-14,20,-24,0
3976,3976,0,22794,22468,22096,21726,21252,20780,20314,19868,-48,-14,20,10,12,20,-14,-8,0
3977,3977,0,19256,18724,18208,17674,17006,16388,15798,15170,-4,20,4,-40,12,4,4,10,0
3978,3978,0,14474,13832,13148,12472,11672,10928,10264,9452,12,36,4,10,-48,-30,20,-8,0
3979,3979,0,8670,7898,7112,6352,5548,4738,3936,3146,12,-30,4,10,-32,4,4,-8,0
3980,3980,0,2326,1540,700,-122,-984,-1740,-2530,-3378,-4,4,4,-8,-4,-14,-14,26,0
3981,3981,0,-4224,-5042,-5778,-6590,-7346,-8104,-8910,-9696,12,4,-14,-40,-4,20,4,-8,0
3982,3982,0,-10404,-11078,-11848,-12592,-13268,-13992,-14692,-15338,-4,-14,20,-40,-4,-14,4,26,0
3983,3983,0,-15938,-16538,-17166,-17840,-18358,-18974,-19458,-19992,28,4,20,-8,-4,20,-14,-8,0
3984,3984,0,-20410,-21006,-21518,-21940,-22270,-22670,-23044,-23454,-48,-14,4,-8,12,-14,4,26,0
3985,3985,0,-23698,-23990,-24334,-24606,-24726,-24922,-25200,-25392,-4,-14,-14,-40,-4,-14,4,-40,0
3986,3986,0,-25440,-25552,-25694,-25796,-25728,-25728,-25780,-25740,-4,-14,4,-24,28,20,-14,10,0
3987,3987,0,-25648,-25552,-25424,-25328,-25104,-24890,-24742,-24542,-32,4,-14,26,-4,-14,4,26,0
3988,3988,0,-24210,-23974,-23670,-23388,-22908,-22542,-22164,-21780,-4,-14,-14,26,-4,4,4,10,0
3989,3989,0,-21216,-20804,-20238,-19746,-19196,-18708,-18106,-17534,12,20,-14,10,12,36,20,-40,0
3990,3990,0,-16912,-16296,-15654,-15000,-14286,-13698,-12916,-12214,12,4,4,-24,12,-62,-14,10,0
3991,3991,0,-11508,-10722,-9962,-9234,-8454,-7684,-6828,-6082,12,-14,20,-8,12,4,-14,10,0
3992,3992,0,-5324,-4466,-3606,-2840,-2078,-1254,-388,360,-4,-14,20,-24,-4,36,-14,-8,0
3993,3993,0,1204,2014,2814,3648,4428,5212,6032,6806,-20,4,20,-8,-4,-14,20,10,0
3994,3994,0,7536,8282,9086,9842,10568,11232,12032,12746,-4,20,4,-40,12,20,4,-24,0
3995,3995,0,13380,14082,14736,15366,15978,16548,17182,17770,12,20,20,-24,12,-30,20,-24,0
3996,3996,0,18260,18836,19400,19948,20360,20828,21258,21790,-4,-14,-14,-8,12,20,4,26,0
3997,3997,0,22076,22500,22842,23254,23472,23782,24054,24386,-4,-14,4,10,-4,20,20,-24,0
3998,3998,0,24504,24724,24942,25102,25182,25294,25392,25476,12,4,-14,10,12,4,4,-8,0
3999,3999,0,25438,25486,25488,25532,25358,25278,25216,25154,28,-14,20,10,12,-30,4,-24,0
4000,4000,0,24926,24724,24536,24370,24010,23782,23466,23190,12,20,4,-8,12,4,-14,-24,0
4001,4001,0,22832,22452,22080,21726,21236,20812,20314,19852,-4,4,-14,26,-4,-14,4,26,0
4002,4002,0,19288,18724,18224,17610,16990,16388,15814,15138,12,4,4,-24,-4,-14,4,-8,0
4003,4003,0,14490,13832,13164,12424,11672,10928,10216,9436,12,4,-14,26,-4,4,-30,-8,0
4004,4004,0,8718,7930,7128,6352,5564,4754,3920,3130,-4,-14,4,10,-4,20,20,10,0
4005,4005,0,2336,1556,684,-106,-984,-1724,-2602,-3378,12,4,4,-8,12,20,4,26,0
4006,4006,0,-4208,-5010,-5794,-6638,-7362,-8088,-8942,-9712,-48,-14,-14,26,-48,20,4,-24,0
4007,4007,0,-10388,-11094,-11864,-12608,-13300,-13960,-14676,-15338,28,4,20,10,-4,36,4,-8,0
4008,4008,0,-15922,-16538,-17230,-17856,-18326,-18942,-19442,-19992,12,20,4,10,-4,-14,4,10,0
4009,4009,0,-20410,-21006,-21518,-21956,-22254,-22670,-23076,-23502,12,-14,36,-8,-4,20,4,-8,0
4010,4010,0,-23666,-24022,-24350,-24622,-24742,-24906,-25184,-25424,12,20,20,-24,12,4,-14,10,0
4011,4011,0,-25424,-25552,-25716,-25796,-25712,-25744,-25780,-25740,12,4,36,10,-4,20,4,26,0
4012,4012,0,-25632,-25536,-25440,-25344,-25104,-24890,-24774,-24510,-4,-14,-14,10,12,4,-30,-24,0
4013,4013,0,-24194,-23942,-23670,-23340,-22924,-22558,-22180,-21828,-4,20,20,-24,-4,20,20,10,0
4014,4014,0,-21232,-20788,-20388,-19778,-19196,-18740,-18122,-17582,-4,4,20,-8,-4,20,-14,-40,0
4015,4015,0,-16912,-16264,-15670,-15016,-14286,-13618,-12948,-12182,28,20,-14,10,12,4,-14,10,0
4016,4016,0,-11492,-10706,-9978,-9218,-8438,-7684,-6860,-6114,12,4,4,10,-4,4,-14,-24,0
4017,4017,0,-5340,-4482,-3622,-2872,-2062,-1238,-436,376,-64,-46,20,26,12,-14,-14,-24,0
4018,4018,0,1188,1982,2798,3664,4428,5228,6032,6806,12,-14,4,26,-32,4,-14,26,0
