Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc2_b1_1[15:0],u3_adc_analysis/adc2_b2_1[15:0],u3_adc_analysis/adc2_b3_1[15:0],u3_adc_analysis/adc2_b4_1[15:0],u3_adc_analysis/adc2_b1_2[15:0],u3_adc_analysis/adc2_b2_2[15:0],u3_adc_analysis/adc2_b3_2[15:0],u3_adc_analysis/adc2_b4_2[15:0],u3_adc_analysis/time_8s_2
1886,1886,0,13786,14464,15168,15788,16326,16970,17584,18172,2,-12,0,48,-14,4,16,0,0
1887,1887,0,18628,19196,19756,20240,20628,21150,21574,22008,-30,4,-34,0,2,-12,0,16,0
1888,1888,0,22314,22764,23134,23468,23678,24026,24244,24528,2,4,0,16,2,4,16,16,0
1889,1889,0,24662,24880,25064,25256,25284,25434,25542,25586,2,4,0,0,2,4,16,32,0
1890,1890,0,25562,25582,25526,25552,25396,25354,25220,25062,-30,4,16,-18,-14,-12,16,16,0
1891,1891,0,24884,24656,24500,24308,23944,23696,23408,23124,-14,-28,0,0,-14,4,0,-18,0
1892,1892,0,22664,22312,21896,21490,21050,20560,20098,19598,-14,4,-18,-34,-14,-28,-18,-18,0
1893,1893,0,19018,18498,17954,17354,16740,16142,15482,14876,18,-12,32,16,18,-12,32,-18,0
1894,1894,0,14138,13504,12756,12086,11290,10542,9842,9098,2,44,16,32,-30,-12,0,-18,0
1895,1895,0,8310,7520,6816,5948,5114,4334,3522,2702,2,-12,0,-18,18,4,0,-18,0
1896,1896,0,1850,1050,270,-538,-1354,-2188,-2998,-3856,2,20,0,0,2,-12,0,0,0
1897,1897,0,-4610,-5458,-6258,-7018,-7780,-8590,-9356,-10102,-30,-12,0,-18,-14,28,16,-18,0
1898,1898,0,-10822,-11556,-12322,-13042,-13658,-14406,-15100,-15724,-14,4,-18,-34,2,4,32,0,0
1899,1899,0,-16282,-16970,-17564,-18140,-18742,-19224,-19900,-20304,-14,-12,0,0,2,20,0,-18,0
1900,1900,0,-20770,-21206,-21770,-22120,-22512,-22950,-23356,-23690,18,20,16,-18,18,-28,16,-34,0
1901,1901,0,-23900,-24224,-24512,-24796,-24904,-25158,-25378,-25500,18,28,0,-34,-30,28,0,32,0
1902,1902,0,-25538,-25692,-25770,-25870,-25778,-25804,-25836,-25774,2,4,32,32,-14,4,16,0,0
1903,1903,0,-25618,-25580,-25442,-25320,-25016,-24870,-24744,-24470,-14,20,-18,0,18,-12,16,16,0
1904,1904,0,-24060,-23850,-23564,-23236,-22734,-22330,-22056,-21550,2,-12,16,16,-14,-12,0,0,0
1905,1905,0,-21018,-20520,-20174,-19556,-18982,-18376,-17836,-17254,18,-12,16,0,-30,4,48,16,0
1906,1906,0,-16584,-15988,-15326,-14656,-13930,-13256,-12578,-11864,2,4,16,0,-30,28,0,0,0
1907,1907,0,-11078,-10332,-9598,-8826,-8010,-7266,-6468,-5714,-30,-28,0,16,-14,4,16,0,0
1908,1908,0,-4890,-4038,-3284,-2438,-1594,-756,30,868,2,4,16,32,-14,-12,0,0,0
1909,1909,0,1642,2458,3282,4072,4858,5720,6452,7240,18,4,32,0,-30,-12,0,16,0
1910,1910,0,7976,8758,9538,10238,10938,11718,12434,13072,-14,-28,0,48,-46,4,16,-18,0
1911,1911,0,13786,14432,15168,15756,16310,16922,17584,18082,18,4,0,16,-14,4,16,0,0
1912,1912,0,18612,19212,19724,20192,20628,21134,21574,21928,-46,4,-18,-18,-30,44,16,-18,0
1913,1913,0,22314,22732,23074,23396,23646,23968,24292,24544,-30,-12,0,-18,2,-12,32,-18,0
1914,1914,0,24694,24896,25048,25224,25284,25402,25526,25568,-62,4,32,-18,2,4,0,-18,0
1915,1915,0,25530,25598,25558,25504,25364,25270,25220,25094,-14,-12,16,-18,2,-12,0,-18,0
1916,1916,0,24900,24672,24452,24260,23944,23680,23376,23108,-14,-12,16,16,-30,4,-18,-18,0
1917,1917,0,22648,22280,21880,21474,21002,20560,20082,19582,-30,4,0,16,2,-12,0,32,0
1918,1918,0,19002,18466,17938,17338,16724,16062,15482,14876,-30,20,16,48,-30,4,0,-34,0
1919,1919,0,14106,13440,12772,12102,11274,10558,9794,9050,-30,4,-18,0,2,4,0,-18,0
1920,1920,0,8278,7488,6752,5932,5114,4302,3522,2702,2,-28,-34,32,-30,-12,0,0,0
1921,1921,0,1912,1082,222,-538,-1402,-2204,-3014,-3824,-30,4,0,-18,2,-28,32,-18,0
1922,1922,0,-4626,-5442,-6290,-7050,-7818,-8590,-9356,-10070,-14,-12,-18,0,-46,4,0,-18,0
1923,1923,0,-10822,-11588,-12338,-13074,-13706,-14406,-15116,-15708,-30,-28,-18,0,-14,-12,-34,0,0
1924,1924,0,-16298,-16938,-17580,-18156,-18742,-19256,-19900,-20304,-14,20,32,16,-14,44,48,0,0
1925,1925,0,-20770,-21222,-21770,-22120,-22512,-22950,-23372,-23690,18,-12,0,16,-46,4,0,-18,0
1926,1926,0,-23900,-24224,-24560,-24780,-24936,-25158,-25378,-25532,34,4,16,16,18,-28,32,16,0
1927,1927,0,-25586,-25708,-25804,-25806,-25794,-25804,-25820,-25774,2,20,16,0,-46,20,16,-18,0
1928,1928,0,-25634,-25564,-25474,-25304,-25074,-24870,-24726,-24486,18,-12,16,-34,-14,20,32,0,0
1929,1929,0,-24116,-23850,-23564,-23236,-22766,-22346,-22056,-21534,2,44,16,0,-14,-12,32,0,0
1930,1930,0,-21098,-20520,-20174,-19556,-18966,-18392,-17820,-17254,-30,-12,-34,0,2,-12,16,16,0
1931,1931,0,-16600,-15988,-15358,-14690,-13984,-13240,-12594,-11864,-14,-28,0,16,-30,-12,0,0,0
1932,1932,0,-11126,-10332,-9566,-8842,-8058,-7282,-6468,-5714,2,-12,0,0,18,4,0,-34,0
1933,1933,0,-4874,-4022,-3252,-2486,-1664,-804,30,818,-14,-28,0,-18,-14,-12,0,48,0
1934,1934,0,1610,2490,3298,4072,4858,5704,6452,7240,-14,20,32,0,-14,4,32,0,0
1935,1935,0,7976,8758,9522,10238,10970,11702,12450,13104,2,-12,0,-18,-30,4,16,16,0
1936,1936,0,13786,14448,15168,15756,16342,16970,17600,18082,2,4,16,16,2,-28,32,32,0
1937,1937,0,18644,19196,19740,20208,20644,21134,21574,22022,-14,-28,-34,16,2,4,16,0,0
1938,1938,0,22314,22732,23090,23484,23662,24026,24260,24528,2,44,0,-18,2,44,-34,-18,0
1939,1939,0,24694,24864,25080,25208,25300,25434,25494,25568,2,-12,0,0,-14,4,-18,0,0
1940,1940,0,25546,25546,25598,25520,25396,25286,25252,25078,-46,-12,32,-18,-30,-28,0,32,0
1941,1941,0,24900,24672,24484,24244,23960,23680,23392,23108,2,-12,0,16,-14,20,32,-18,0
1942,1942,0,22664,22296,21912,21474,20986,20528,20082,19566,2,28,-18,0,18,-28,0,-34,0
1943,1943,0,19034,18434,17922,17370,16756,16094,15498,14844,-30,4,-18,0,-46,-12,0,0,0
1944,1944,0,14138,13456,12756,12070,11306,10558,9794,9098,2,20,0,-34,2,4,0,0,0
1945,1945,0,8310,7504,6768,5932,5138,4334,3506,2702,-14,-12,16,-18,-30,-12,0,0,0
1946,1946,0,1866,1066,254,-538,-1402,-2204,-2982,-3840,-14,20,-34,0,18,4,0,16,0
1947,1947,0,-4594,-5476,-6274,-7018,-7818,-8574,-9356,-10102,-14,4,0,0,18,-12,-18,0,0
1948,1948,0,-10838,-11588,-12300,-13010,-13690,-14390,-15116,-15724,2,4,16,0,2,4,32,0,0
1949,1949,0,-16298,-16938,-17580,-18156,-18742,-19240,-19916,-20272,34,28,16,-18,2,4,0,0,0
1950,1950,0,-20754,-21174,-21754,-22104,-22496,-22934,-23340,-23642,2,-12,0,16,-14,-12,32,0,0
1951,1951,0,-23900,-24256,-24544,-24780,-24920,-25142,-25378,-25484,-30,20,16,16,-14,4,16,-18,0
1952,1952,0,-25554,-25692,-25804,-25806,-25826,-25804,-25820,-25774,2,-12,-18,16,2,44,16,-18,0
1953,1953,0,-25650,-25548,-25490,-25336,-25048,-24886,-24726,-24438,18,44,0,16,18,28,-18,32,0
1954,1954,0,-24100,-23850,-23564,-23236,-22734,-22330,-22056,-21550,-14,4,0,16,-14,-12,-18,-34,0
1955,1955,0,-21066,-20536,-20174,-19572,-19030,-18408,-17820,-17254,-14,44,0,0,2,-12,-34,-18,0
1956,1956,0,-16600,-15972,-15358,-14722,-13946,-13272,-12594,-11864,-30,4,0,32,18,4,0,-18,0
1957,1957,0,-11110,-10332,-9598,-8858,-8058,-7266,-6500,-5730,2,44,0,16,18,-28,0,0,0
1958,1958,0,-4890,-4054,-3252,-2454,-1642,-848,14,834,34,4,0,0,2,-12,-18,0,0
1959,1959,0,1658,2410,3266,4056,4826,5640,6452,7272,-14,20,0,48,34,44,-34,0,0
1960,1960,0,7976,8758,9554,10238,10998,11702,12450,13136,2,-12,16,0,18,4,-18,32,0
1961,1961,0,13786,14448,15168,15788,16326,16970,17600,18156,18,-12,0,16,-14,4,32,0,0
1962,1962,0,18644,19212,19756,20208,20644,21182,21608,22038,-30,4,0,16,18,4,16,48,0
1963,1963,0,22330,22764,23106,23428,23678,24010,24292,24544,2,-28,16,16,34,-12,16,16,0
1964,1964,0,24678,24864,25048,25240,25300,25418,25526,25586,-14,-12,0,0,-14,-12,-18,0,0
1965,1965,0,25546,25562,25598,25520,25396,25302,25236,25126,-30,-12,0,16,-46,-28,-18,0,0
1966,1966,0,24884,24736,24484,24276,23960,23680,23392,23140,18,-28,0,-18,-14,-12,16,-34,0
1967,1967,0,22632,22312,21896,21474,21018,20528,20082,19582,-30,4,0,0,-14,-44,16,0,0
1968,1968,0,19034,18450,17938,17354,16740,16094,15498,14876,2,-12,0,16,-14,4,16,-18,0
1969,1969,0,14106,13456,12772,12086,11306,10526,9826,9098,18,44,0,32,-46,-12,0,-18,0
1970,1970,0,8278,7488,6752,5948,5130,4318,3522,2702,-30,-12,-34,-18,18,4,0,-18,0
1971,1971,0,1896,1066,238,-522,-1402,-2236,-3046,-3808,18,4,16,-18,-14,28,16,-18,0
1972,1972,0,-4626,-5442,-6290,-7034,-7780,-8638,-9324,-10102,-14,-12,0,0,-30,-12,-18,0,0
1973,1973,0,-10806,-11604,-12338,-13010,-13674,-14422,-15084,-15724,-14,20,16,0,34,44,16,-18,0
1974,1974,0,-16314,-16938,-17564,-18156,-18758,-19224,-19916,-20288,2,-28,0,-18,-30,4,-18,16,0
1975,1975,0,-20770,-21238,-21770,-22120,-22496,-22966,-23340,-23642,18,44,-50,0,2,28,32,0,0
1976,1976,0,-23900,-24256,-24560,-24780,-24920,-25142,-25394,-25516,-14,44,0,-18,-46,-28,16,-18,0
1977,1977,0,-25538,-25740,-25786,-25838,-25810,-25852,-25820,-25774,2,44,0,0,18,-12,-34,32,0
1978,1978,0,-25618,-25564,-25474,-25304,-25016,-24902,-24710,-24454,-14,28,16,48,-14,-28,0,0,0
1979,1979,0,-24100,-23850,-23532,-23204,-22782,-22386,-22056,-21550,-30,28,-18,16,2,-12,0,0,0
1980,1980,0,-21050,-20520,-20142,-19508,-18998,-18392,-17836,-17238,-30,-12,0,0,2,4,0,-18,0
1981,1981,0,-16584,-15988,-15342,-14640,-13968,-13256,-12546,-11848,-14,-12,32,0,-14,-12,16,-34,0
1982,1982,0,-11086,-10332,-9598,-8826,-8058,-7282,-6452,-5730,-14,4,0,-18,18,-28,0,32,0
1983,1983,0,-4906,-4054,-3232,-2438,-1642,-772,30,868,-14,-28,32,-18,2,4,0,0,0
1984,1984,0,1594,2410,3298,4104,4842,5704,6484,7240,2,-12,32,16,-46,4,0,16,0
1985,1985,0,8008,8742,9522,10222,10954,11702,12450,13088,-30,28,16,16,2,-12,0,-18,0
1986,1986,0,13786,14464,15152,15772,16358,16938,17568,18098,-30,-12,-34,32,2,4,-34,0,0
1987,1987,0,18628,19212,19740,20224,20660,21150,21574,21928,-14,4,0,0,-46,-28,0,0,0
1988,1988,0,22330,22716,23058,23468,23662,24010,24276,24528,34,-12,-18,0,2,-28,-34,16,0
1989,1989,0,24694,24880,25096,25224,25284,25418,25510,25552,18,20,16,-18,-30,44,-18,0,0
1990,1990,0,25530,25566,25558,25520,25428,25322,25236,25094,34,-28,-18,32,-30,-12,-18,-18,0
1991,1991,0,24884,24688,24484,24260,23944,23648,23424,23076,-14,4,-66,-34,2,4,-34,16,0
1992,1992,0,22616,22296,21896,21474,21018,20544,20098,19630,2,-12,16,16,2,4,0,0,0
1993,1993,0,19018,18482,17938,17402,16756,16094,15498,14876,-14,-28,-34,0,34,-28,32,16,0
1994,1994,0,14122,13456,12772,12102,11290,10542,9810,9098,-30,4,0,0,-14,4,0,0,0
1995,1995,0,8310,7536,6784,5948,5186,4366,3554,2718,2,4,0,0,2,-28,-18,32,0
1996,1996,0,1866,1130,254,-538,-1386,-2204,-3014,-3840,-46,4,-18,32,2,-28,-18,0,0
1997,1997,0,-4610,-5426,-6204,-7018,-7764,-8574,-9356,-10102,18,-28,16,-18,-30,-28,0,-18,0
1998,1998,0,-10806,-11588,-12300,-13010,-13706,-14406,-15116,-15724,-14,4,16,16,2,4,0,16,0
1999,1999,0,-16298,-16938,-17580,-18140,-18694,-19208,-19884,-20240,2,4,32,32,2,-12,0,0,0
2000,2000,0,-20802,-21190,-21770,-22120,-22496,-22934,-23340,-23658,18,-28,-34,0,2,-12,0,16,0
2001,2001,0,-23916,-24240,-24560,-24764,-24920,-25142,-25346,-25500,2,-12,16,32,34,-12,16,16,0
2002,2002,0,-25554,-25708,-25786,-25854,-25778,-25820,-25804,-25774,18,-12,16,-18,2,4,32,0,0
2003,2003,0,-25634,-25564,-25490,-25288,-25074,-24886,-24710,-24470,18,-12,0,0,-14,-28,0,-18,0
2004,2004,0,-24100,-23834,-23548,-23268,-22766,-22330,-22072,-21550,2,4,0,16,18,4,0,0,0
2005,2005,0,-21050,-20520,-20158,-19572,-19030,-18392,-17820,-17238,2,4,0,-18,-14,4,-34,-18,0
2006,2006,0,-16584,-16004,-15374,-14690,-13914,-13256,-12562,-11864,-14,-12,0,16,18,-12,16,32,0
2007,2007,0,-11110,-10352,-9598,-8858,-8026,-7282,-6500,-5682,-46,-12,-50,-18,2,-12,-18,16,0
2008,2008,0,-4874,-4070,-3252,-2454,-1642,-832,30,802,-46,-12,0,0,18,28,0,16,0
2009,2009,0,1626,2426,3266,4040,4826,5656,6436,7256,-30,20,-34,32,-30,-12,16,16,0
2010,2010,0,7992,8774,9554,10254,10934,11718,12450,13104,-14,4,16,16,-46,-12,0,-18,0
2011,2011,0,13770,14464,15152,15788,16326,16986,17600,18140,-14,28,16,-18,2,4,0,32,0
2012,2012,0,18596,19180,19724,20224,20644,21166,21592,21976,34,-12,0,0,-30,20,0,16,0
2013,2013,0,22314,22764,23074,23468,23646,24026,24260,24560,2,-12,0,-18,-14,4,-34,-18,0
2014,2014,0,24662,24880,25080,25256,25284,25434,25542,25618,-14,-12,16,0,2,20,0,0,0
2015,2015,0,25546,25582,25574,25520,25364,25286,25236,25110,2,-28,16,-34,2,4,-34,0,0
2016,2016,0,24884,24704,24484,24292,23944,23680,23408,23108,-14,4,16,16,-14,-12,16,0,0
2017,2017,0,22664,22296,21912,21522,21002,20528,20082,19614,2,44,-34,0,-30,-28,16,32,0
2018,2018,0,19002,18498,17954,17354,16740,16094,15498,14860,2,-12,0,32,-46,4,16,-18,0
2019,2019,0,14106,13408,12772,12086,11274,10510,9810,9082,2,-12,0,16,2,4,32,16,0
2020,2020,0,8342,7472,6768,5932,5170,4334,3522,2702,34,-28,16,-18,34,4,16,-18,0
2021,2021,0,1882,1066,254,-570,-1402,-2220,-3014,-3840,2,-12,-18,-18,34,-12,0,32,0
2022,2022,0,-4626,-5508,-6258,-7034,-7780,-8590,-9340,-10070,-30,-12,16,-34,18,-12,16,0,0
2023,2023,0,-10822,-11588,-12300,-13042,-13706,-14406,-15100,-15724,-14,4,-34,0,-30,20,-34,0,0
2024,2024,0,-16298,-16938,-17548,-18140,-18726,-19224,-19900,-20304,2,20,0,0,-14,-28,0,-18,0
2025,2025,0,-20802,-21206,-21754,-22104,-22496,-22982,-23340,-23674,-30,4,0,16,2,4,32,16,0
2026,2026,0,-23884,-24256,-24560,-24764,-24920,-25142,-25394,-25516,-30,-28,16,16,2,-12,0,-18,0
2027,2027,0,-25538,-25692,-25770,-25806,-25762,-25836,-25836,-25806,2,-12,-18,-18,-30,4,-18,48,0
2028,2028,0,-25634,-25580,-25442,-25288,-25042,-24934,-24710,-24454,2,-28,16,16,-14,20,-18,-18,0
2029,2029,0,-24084,-23850,-23516,-23220,-22750,-22314,-22072,-21518,2,4,-50,0,18,-28,16,32,0
2030,2030,0,-21050,-20502,-20174,-19508,-18982,-18424,-17804,-17238,2,4,0,32,2,20,-18,0,0
2031,2031,0,-16600,-15972,-15342,-14656,-13968,-13272,-12546,-11848,2,-28,0,16,-14,4,-18,16,0
2032,2032,0,-11126,-10332,-9566,-8826,-8026,-7282,-6468,-5698,-14,4,-18,0,-30,20,16,0,0
2033,2033,0,-4890,-4054,-3284,-2422,-1610,-788,46,868,-14,44,16,0,-14,28,0,-18,0
2034,2034,0,1610,2426,3298,4072,4826,5640,6436,7240,18,4,0,16,-14,4,16,-18,0
2035,2035,0,7992,8710,9506,10238,10982,11670,12450,13056,-14,4,16,32,-46,4,16,16,0
2036,2036,0,13770,14464,15152,15724,16342,16954,17600,18082,18,20,32,16,2,4,-50,16,0
2037,2037,0,18644,19164,19724,20208,20660,21134,21592,21944,-30,4,0,0,-30,4,-34,-18,0
2038,2038,0,22346,22700,23074,23412,23662,24026,24260,24528,18,28,0,0,18,28,32,16,0
2039,2039,0,24662,24896,25048,25224,25300,25434,25494,25552,-14,4,-18,0,18,-28,16,-18,0
2040,2040,0,25562,25530,25558,25552,25412,25286,25236,25110,-14,-12,-34,0,-14,4,32,0,0
2041,2041,0,24900,24640,24484,24244,23960,23696,23392,23108,18,4,0,0,2,4,16,0,0
2042,2042,0,22664,22296,21912,21442,21018,20512,20050,19566,-30,4,0,16,2,4,32,0,0
2043,2043,0,19002,18466,17938,17354,16740,16126,15466,14828,-30,44,0,16,2,-12,0,16,0
2044,2044,0,14138,13472,12756,12070,11290,10542,9778,9050,2,60,16,32,2,4,16,-18,0
2045,2045,0,8310,7504,6692,5964,5154,4318,3506,2742,2,4,-18,32,2,20,0,0,0
2046,2046,0,1866,1050,206,-538,-1370,-2204,-3046,-3856,-46,4,16,-18,2,44,16,0,0
2047,2047,0,-4626,-5476,-6290,-7034,-7780,-8590,-9388,-10086,-14,4,16,0,-14,4,0,0,0
2048,2048,1,-10806,-11572,-12338,-13010,-13674,-14390,-15116,-15708,2,-12,-18,32,-30,20,0,16,0
2049,2049,0,-16266,-16954,-17564,-18156,-18710,-19256,-19948,-20304,2,-12,-18,16,-30,-12,0,16,0
2050,2050,0,-20754,-21158,-21786,-22136,-22512,-22918,-23356,-23658,18,4,16,16,2,4,-18,-18,0
2051,2051,0,-23852,-24224,-24576,-24796,-24904,-25174,-25378,-25532,2,4,-18,0,2,4,0,16,0
2052,2052,0,-25538,-25708,-25804,-25806,-25778,-25820,-25836,-25774,-46,-12,16,-18,2,-12,0,16,0
2053,2053,0,-25650,-25580,-25474,-25304,-25064,-24854,-24744,-24486,-30,4,16,-18,2,20,0,0,0
2054,2054,0,-24092,-23850,-23564,-23236,-22766,-22314,-22040,-21534,18,4,32,-18,-14,4,16,-18,0
2055,2055,0,-21002,-20502,-20158,-19540,-18998,-18376,-17836,-17302,2,44,-18,-18,-30,-12,0,16,0
2056,2056,0,-16600,-15972,-15374,-14706,-13930,-13240,-12562,-11848,2,4,0,-18,-14,-12,-34,0,0
2057,2057,0,-11094,-10332,-9598,-8858,-8042,-7298,-6468,-5714,-14,-12,0,16,2,-28,-18,0,0
2058,2058,0,-4906,-4086,-3306,-2454,-1610,-804,14,778,2,-12,0,16,-14,-12,0,-34,0
2059,2059,0,1594,2426,3282,4056,4858,5640,6468,7208,-30,4,0,16,2,4,-34,16,0
2060,2060,0,7960,8726,9506,10222,10970,11718,12450,13072,2,-12,-18,16,-30,4,-34,0,0
2061,2061,0,13770,14448,15152,15756,16342,16954,17568,18066,2,-12,32,16,34,4,16,16,0
2062,2062,0,18596,19196,19756,20192,20628,21150,21574,21990,2,4,-18,32,2,4,0,16,0
2063,2063,0,22314,22716,23134,23396,23646,24010,24212,24512,2,4,0,32,-30,4,-18,0,0
2064,2064,0,24646,24864,25048,25208,25284,25402,25526,25552,2,4,-18,16,18,4,16,0,0
2065,2065,0,25562,25530,25526,25504,25380,25302,25220,25062,2,4,16,32,-14,4,32,0,0
2066,2066,0,24884,24672,24452,24276,23928,23696,23392,23092,-14,-12,-34,16,-30,20,16,16,0
2067,2067,0,22648,22280,21896,21490,21018,20544,20082,19598,2,4,-50,0,-46,-12,16,16,0
2068,2068,0,19018,18450,17922,17354,16772,16046,15482,14876,18,4,-18,-34,18,-44,16,0,0
2069,2069,0,14122,13472,12772,12086,11290,10542,9794,9082,-14,-28,-34,32,-14,-12,0,16,0
2070,2070,0,8310,7488,6676,5948,5130,4302,3522,2718,2,20,-18,-18,-14,4,-18,-18,0
2071,2071,0,1928,1066,222,-538,-1370,-2204,-3014,-3824,2,4,-34,0,34,-28,-18,16,0
2072,2072,0,-4610,-5458,-6290,-7018,-7740,-8606,-9340,-10102,-14,-12,0,16,2,4,-18,16,0
2073,2073,0,-10822,-11588,-12316,-13026,-13722,-14390,-15100,-15708,2,4,-18,16,-14,20,-18,0,0
2074,2074,0,-16314,-16970,-17580,-18108,-18710,-19256,-19932,-20256,2,-12,16,16,-30,20,-18,16,0
2075,2075,0,-20770,-21206,-21786,-22136,-22512,-22918,-23372,-23690,2,28,-34,0,-14,-28,0,16,0
2076,2076,0,-23884,-24256,-24560,-24796,-24920,-25126,-25362,-25484,2,28,-18,16,18,4,-18,16,0
2077,2077,0,-25554,-25708,-25786,-25838,-25794,-25836,-25836,-25806,2,-12,-18,0,2,4,0,-34,0
2078,2078,0,-25618,-25564,-25458,-25304,-25074,-24870,-24710,-24454,2,-12,-50,0,2,4,0,16,0
2079,2079,0,-24100,-23866,-23548,-23252,-22782,-22330,-22040,-21518,-14,4,16,16,34,-12,0,32,0
2080,2080,0,-21050,-20502,-20126,-19556,-18966,-18360,-17820,-17286,34,-12,32,0,2,-12,0,-18,0
2081,2081,0,-16600,-15988,-15326,-14706,-13946,-13256,-12562,-11864,-14,-12,-18,-18,34,-12,32,16,0
2082,2082,0,-11110,-10348,-9566,-8858,-8058,-7282,-6484,-5730,-14,-12,0,0,2,4,-34,48,0
2083,2083,0,-4890,-4054,-3284,-2454,-1626,-800,30,802,-14,-28,32,16,-46,-28,0,16,0
2084,2084,0,1626,2426,3298,4040,4842,5688,6468,7224,18,4,0,32,-14,4,16,0,0
2085,2085,0,7976,8742,9538,10222,10950,11702,12466,13136,18,4,32,16,2,4,32,48,0
2086,2086,0,13738,14432,15152,15772,16358,16986,17584,18082,2,28,-34,0,34,4,0,-18,0
2087,2087,0,18644,19196,19708,20208,20644,21134,21592,21944,2,44,16,16,-30,4,16,0,0
2088,2088,0,22314,22716,23074,23452,23646,23994,24276,24528,34,4,0,32,18,44,0,0,0
2089,2089,0,24662,24848,25048,25224,25284,25418,25494,25568,-14,-12,16,0,-30,4,16,32,0
2090,2090,0,25578,25562,25542,25552,25380,25338,25252,25110,-46,44,16,32,18,-12,-34,-18,0
2091,2091,0,24868,24656,24468,24276,23960,23696,23408,23076,2,4,0,0,-46,20,-18,16,0
2092,2092,0,22680,22328,21896,21490,21018,20528,20066,19598,2,4,0,0,-30,60,-18,0,0
2093,2093,0,19002,18466,17970,17354,16724,16110,15530,14860,18,-12,0,-34,18,-12,16,0,0
2094,2094,0,14138,13488,12788,12086,11322,10526,9866,9098,-30,-12,0,-18,2,-12,32,16,0
2095,2095,0,8294,7488,6768,5948,5162,4318,3554,2718,18,-12,0,-18,18,-12,16,0,0
2096,2096,0,1866,1066,238,-506,-1386,-2236,-2998,-3840,34,4,0,32,-14,4,0,-18,0
2097,2097,0,-4626,-5458,-6258,-6986,-7740,-8558,-9308,-10070,2,4,-34,-18,-14,20,0,0,0
2098,2098,0,-10806,-11588,-12268,-12992,-13674,-14390,-15068,-15708,2,-12,16,32,2,-28,-18,16,0
2099,2099,0,-16314,-16954,-17532,-18108,-18710,-19208,-19884,-20288,-46,4,-18,0,-14,28,0,16,0
2100,2100,0,-20770,-21206,-21786,-22120,-22512,-22934,-23340,-23658,-30,-12,0,-18,-14,44,-34,-18,0
2101,2101,0,-23900,-24224,-24528,-24746,-24904,-25094,-25346,-25500,-30,-28,0,16,-46,-12,0,-34,0
2102,2102,0,-25538,-25692,-25786,-25838,-25810,-25820,-25770,-25758,2,-12,16,32,18,-28,16,0,0
2103,2103,0,-25618,-25548,-25458,-25336,-25048,-24902,-24688,-24470,2,-28,-34,0,-14,-28,0,-18,0
2104,2104,0,-24084,-23834,-23564,-23236,-22734,-22314,-22040,-21550,2,4,16,0,34,20,-18,16,0
2105,2105,0,-21050,-20536,-20174,-19540,-18998,-18408,-17804,-17254,-14,-12,-18,0,18,-12,-18,0,0
2106,2106,0,-16616,-15956,-15358,-14672,-13984,-13224,-12546,-11848,18,4,0,0,18,4,-34,0,0
2107,2107,0,-11110,-10316,-9566,-8858,-8026,-7266,-6452,-5698,18,-12,-18,0,2,-12,32,0,0
2108,2108,0,-4906,-4006,-3252,-2470,-1610,-816,46,778,2,-12,16,32,-14,4,16,32,0
2109,2109,0,1626,2426,3314,4072,4826,5656,6468,7240,18,4,16,0,-14,4,0,0,0
2110,2110,0,8008,8726,9522,10254,10982,11670,12466,13120,2,4,-18,0,2,4,16,-34,0
2111,2111,0,13770,14480,15168,15756,16342,16986,17584,18140,2,44,0,-18,2,-12,-18,0,0
2112,2112,0,18628,19228,19724,20224,20628,21150,21592,22022,18,44,32,0,-14,-12,16,-34,0
2113,2113,0,22346,22748,23134,23428,23662,23994,24260,24544,2,4,0,0,18,-12,-18,16,0
2114,2114,0,24662,24864,25064,25256,25268,25434,25526,25586,18,4,32,0,-14,4,16,-18,0
2115,2115,0,25530,25546,25574,25552,25364,25302,25236,25110,2,20,16,0,2,-12,16,32,0
2116,2116,0,24868,24688,24452,24276,23928,23664,23424,23092,2,28,-18,-18,-14,4,16,0,0
2117,2117,0,22632,22328,21896,21490,21018,20494,20062,19582,18,20,0,-18,-14,-12,0,16,0
2118,2118,0,19002,18434,17970,17370,16740,16094,15514,14844,2,4,16,-18,-14,-28,-18,16,0
2119,2119,0,14138,13440,12788,12102,11258,10510,9810,9082,-46,4,-18,-18,2,4,0,0,0
2120,2120,0,8310,7504,6692,5948,5130,4334,3538,2702,2,44,16,0,18,28,0,-34,0
2121,2121,0,1882,1018,254,-570,-1402,-2220,-3014,-3840,2,28,0,16,-30,-12,0,16,0
2122,2122,0,-4610,-5458,-6274,-7034,-7818,-8606,-9372,-10086,-46,4,0,0,2,4,0,0,0
2123,2123,0,-10806,-11572,-12316,-13026,-13690,-14406,-15068,-15708,34,4,-18,0,-14,-28,-50,-18,0
2124,2124,0,-16282,-16954,-17548,-18172,-18710,-19224,-19916,-20288,34,-12,0,-18,2,4,-34,-18,0
2125,2125,0,-20786,-21222,-21754,-22104,-22496,-22950,-23340,-23658,18,4,0,16,34,-12,16,0,0
