Sample in Buffer,Sample in Window,TRIGGER,u2_adc_top/u3_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u3_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u4_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u4_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u2_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u2_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],adc1_sync,adc2_sync,adc3_sync,adc4_sync
279,279,0,2,0400fc00,48aebefb,6,2e1e1c4a,0,0,1ad8dd82,1,1,1,0
280,280,0,8,fc001400,6f9f63cf,0,d15eff54,0,0,03a23160,1,1,1,0
281,281,0,0,1400f4ff,4244ba89,2,1ec8e442,0,0,e02cd062,1,1,1,0
282,282,0,8,fc000400,8e66eb83,0,fc5c2d66,0,0,30d81c26,1,1,1,0
283,283,0,0,c4ff0400,01bbedbe,4,e792d076,0,0,cfeefff2,1,1,1,0
284,284,0,0,e4fff4ff,0aaa448a,4,2ca42030,0,0,1ffae25c,1,1,1,0
285,285,0,2,f4fffcff,bbbbf73b,9,cf44f94c,0,0,fdcc2f46,1,1,1,0
286,286,0,8,fc002400,6aabbb4f,6,232eeae2,0,0,e53ece00,1,1,1,0
287,287,0,0,0400f4ff,98ef9dca,4,f69e2a32,0,0,2eb421b2,1,1,1,0
288,288,0,0,04001400,fb7bee6f,9,ec64cf40,0,0,cde2f9bc,1,1,1,0
289,289,0,8,fc002400,69eeeeee,6,291825c4,0,0,2440e88e,1,1,1,0
290,290,0,8,fc001400,ef4aaeeb,2,cf10f314,0,0,f64e2d82,1,1,1,0
291,291,0,8,fcfff4ff,8b4aeeae,1,27daef44,0,0,eb2ecd52,1,1,1,0
292,292,0,0,f4ff1400,0cebbbee,6,f08e2700,0,0,2ba02602,1,1,1,0
293,293,0,8,fcffe4ff,aa26228a,8,f244cf6a,0,0,cd42f3b6,1,1,1,0
294,294,0,0,24000400,5d5fa2c8,0,259e28c0,0,0,281eee0e,1,1,1,0
295,295,0,0,0400e4ff,ea22892a,0,cf74eda0,0,0,f0e029d0,1,1,1,0
296,296,0,8,fc001400,4a8888ea,4,2a88f57c,1,0,f1eecc3c,1,1,1,0
297,297,0,8,fc001400,4e4c4852,0,eab8239e,0,0,28862a22,1,1,1,0
298,298,0,0,1400e4ff,0c8882a8,0,f8c2cfae,0,0,cc4eed30,1,1,1,0
299,299,0,0,14002400,ea8bebf2,0,21b82b9e,0,0,2c1af4ee,1,1,1,0
300,300,0,2,e4fffc00,092420e3,0,d01ee84a,0,0,eae2254e,1,1,1,0
301,301,0,0,0400f4ff,1846884b,0,2db6fb82,0,0,f75ecd96,1,1,1,0
302,302,0,0,04001400,38243d0a,0,e5161f2c,0,0,23ae2d80,1,1,1,0
303,303,0,2,f4fffc00,284e8a18,0,fe02d178,0,0,cd80e7ca,1,1,1,0
304,304,0,2,0400fcff,88d28824,2,1c442e9e,0,0,2fd8fade,1,1,1,0
305,305,0,8,fc001400,22a28242,0,d2bae28e,0,0,e40c211c,1,1,1,0
306,306,0,0,e4ff0400,008a0bf2,0,2fd20108,0,0,fdaccec2,1,1,1,0
307,307,0,0,24000400,22a2a228,0,e0481a14,0,0,1efc2fd0,1,1,1,0
308,308,0,0,f4ff0400,8a4a28ea,0,0408d384,0,0,cf14e2c6,1,1,1,0
309,309,0,0,14000400,efea5f61,0,17e22fc0,0,0,30f4008c,1,1,1,0
310,310,0,0,0400e4ff,4a22a808,0,d436de68,0,0,df381ce2,1,1,1,0
311,311,0,2,04007c00,eaa2497f,0,30e60770,0,0,04c2d076,1,1,1,0
312,312,0,2,2400fc00,3d885d4a,0,dcd01432,0,0,1922327a,1,1,1,0
313,313,0,0,1400f4ff,f1120a0c,0,0ae8d51e,0,0,d118dd3e,1,1,1,0
314,314,0,2,0400fc00,440a4b88,0,12a230d8,0,0,327807ea,1,1,1,0
315,315,0,2,1400fc00,28fd4a28,4,d70cda08,0,0,da7a164a,1,1,1,0
316,316,0,2,1400fc00,a2220837,0,30040e88,0,0,0a3ad3f0,1,1,1,0
317,317,0,2,1400fc00,585722e4,0,d8340fc2,0,0,13ba32ae,1,1,1,0
318,318,0,2,2400fc00,e620520a,0,1016d926,0,0,d568d8a2,1,1,1,0
319,319,0,2,1400fc00,8a290430,0,0cc23092,0,0,33a60d2a,1,1,1,0
320,320,0,2,0400fc00,7feb4144,4,db78d64c,0,0,d68a1032,1,1,1,0
321,321,0,0,14002400,8688669a,4,30881348,0,4,10fcd6e8,1,1,1,0
322,322,0,2,0400fc00,8a414aeb,0,d5f60892,0,0,0d42338a,1,1,1,0
323,323,0,2,2400fc00,bbeaca49,0,164edd20,0,0,d8fad466,1,1,1,0
324,324,0,8,fc000400,2ce6db3b,1,06223078,0,0,32c213de,1,1,1,0
325,325,0,8,fc000400,44eb4ebc,1,dffcd348,4,0,d37e0af2,1,1,1,0
326,326,0,0,0400e4ff,cffaaaaa,3,2ff61866,0,0,1610db0a,1,1,1,0
327,327,0,8,fc001400,41eb495b,0,d2120354,0,0,079232e8,1,1,1,0
328,328,0,0,04001400,bbfbdbaf,0,1bfae178,0,0,dd9ad108,1,1,1,0
329,329,0,2,0400fc00,ab43012f,9,00842eae,0,0,32ca1968,1,1,1,0
330,330,0,2,1400fc00,01eeee4a,4,e498d11c,0,0,d03a0412,1,1,1,0
331,331,0,0,2400e4ff,3d8a980b,0,2d161e88,0,0,1cb6df82,1,1,1,0
332,332,0,8,fc001400,dda28aa8,0,d016fd8c,0,0,00f23078,1,1,1,0
333,333,0,0,04001400,4e223de3,0,20e0e682,0,0,e25ccfe4,1,1,1,0
334,334,0,0,2400e4ff,7858a2df,0,fa7c2c54,0,0,2fd61e9a,1,1,1,0
335,335,0,0,f4ff3400,eaa8926a,0,e922d020,0,0,cea0fdfc,1,1,1,0
336,336,0,8,fc002400,80826388,0,2b9a2294,0,0,2122e58e,1,1,1,0
337,337,0,0,04001400,2a282282,0,cf00f70e,0,0,fa1c2f4c,1,1,1,0
338,338,0,2,f4fffc00,09825d8c,0,2484ec94,0,0,e7cecd68,1,1,1,0
339,339,0,8,fc001400,6a5fa24a,0,f3ae29c8,0,0,2dba23c0,1,1,1,0
340,340,0,0,f4ff1400,9da2a84c,0,ef44cff0,0,0,cd00f78e,1,1,1,0
341,341,0,0,f4ff1400,a0f2a228,0,27c0260c,0,0,25a2ea2e,1,1,1,0
342,342,0,8,fc000400,5f21860a,4,cf0af1ce,0,0,f31e2cf2,1,1,1,0
343,343,0,8,fc001400,a30fa1e9,8,2810f244,0,0,edeeccea,1,1,1,0
344,344,0,8,fc000400,0933062c,0,eef0257e,0,0,2a60286e,1,1,1,0
345,345,0,0,0400d4ff,a05de649,0,f554cf2c,0,0,cc02f156,1,1,1,0
346,346,0,2,1400fc00,ea0a29a4,0,240e2a08,0,0,2a92f0fe,1,1,1,0
347,347,0,8,fcfff4ff,08085f48,0,cf2eeb08,0,0,ed802826,1,1,1,0
348,348,0,8,fc001400,5dc86a88,0,2b0ef8d2,0,0,f30ecdee,1,1,1,0
349,349,0,8,fc001400,7f828888,0,e8ca21a4,0,0,26c62b9a,1,1,1,0
350,350,0,8,fc001400,282280eb,4,fb42d09e,0,0,cdc2ea32,1,1,1,0
351,351,0,0,24001400,0828f289,0,1fdc2c10,0,0,2d00f74e,1,1,1,0
352,352,0,0,1400d4ff,88220988,0,d100e6b4,0,0,e832244e,1,1,1,0
353,353,0,0,e4ff0400,22222289,2,2d1efe02,0,0,facecd00,1,1,1,0
354,354,0,0,1400f4ff,228828ec,0,e32e1dc4,0,0,21ac2e12,1,1,1,0
355,355,0,2,e4fffc00,0a886788,0,00e8d16a,0,0,ce32e5b4,1,1,1,0
356,356,0,8,fc001400,ae88ea82,8,1ae42efc,0,0,2f50fd3e,1,1,1,0
357,357,0,0,1400f4ff,ac5aa95c,a,d2d4e0c8,0,0,e2461fec,1,1,1,0
358,358,0,2,0400fc00,aea64cfb,c,2f7004d8,0,0,004ccfaa,1,1,1,0
359,359,0,0,24001400,eb04baae,3,def61774,0,0,1ce2304e,1,1,1,0
360,360,0,0,04001400,3b8eab9a,2,0728d496,0,0,d0e6dfb8,1,1,1,0
361,361,0,2,1400fc00,444fae24,2,15523076,0,0,31b20372,1,1,1,0
362,362,0,0,24000400,8eb3e7bb,7,d59edc50,0,0,ddda1992,1,1,1,0
363,363,0,8,fc001400,41a9bbeb,4,30660a90,0,0,067ad188,1,1,1,0
364,364,0,8,fc001400,974aaa50,2,dab812a2,0,0,177232c8,1,1,1,0
365,365,0,0,d4ff1400,61aec8e1,4,0d28d788,0,0,d240db28,1,1,1,0
366,366,0,2,1400fcff,9b446aae,9,0fa2304c,0,0,324e0aca,1,1,1,0
367,367,0,0,1400f4ff,6eb3c6ae,5,d976d8fc,1,0,d85a14ca,1,1,1,0
368,368,0,8,fc000400,bbef41fb,9,30221006,0,0,0daad4ee,1,1,1,0
369,369,0,0,2400f4ff,efe409ee,0,d6dc0cb2,0,0,11223336,1,1,1,0
370,370,0,0,f4ff0400,f84fea44,0,12e8daf8,0,0,d618d74a,1,1,1,0
371,371,0,0,f4ff2400,bb4c8a9b,1,09b2307c,1,0,3314105a,1,1,1,0
372,372,0,2,0400fcff,fd9f6b2a,a,dc50d5d6,0,0,d5360e62,1,1,1,0
373,373,0,0,1400f4ff,5f8eeeae,1,30d815ce,0,0,1358d83a,1,1,1,0
374,374,0,0,14000400,19995fbb,5,d3e80622,0,0,0b12332a,1,1,1,0
375,375,0,0,f4ff0400,a6ea635d,0,1806dffc,1,0,da6ad31e,1,1,1,0
376,376,0,0,14000400,caca41c8,0,04742f66,0,0,321a16d0,1,1,1,0
377,377,0,2,2400fc00,3feb419a,5,e1b8d200,0,0,d1a807b2,1,1,1,0
378,378,0,0,e4ff0400,4a5b8c1a,0,2e181b8a,0,0,18f8dcfa,1,1,1,0
379,379,0,0,f4ff1400,8aa85d43,0,d1bc00e4,0,0,045232fe,1,1,1,0
380,380,0,0,04003400,a8e75d7f,0,1dfce3c8,4,0,dfc2d0da,1,1,1,0
381,381,0,8,fcfff4ff,5ff75dea,4,fdd42d6e,0,0,31d01b46,1,1,1,0
382,382,0,0,0400f4ff,824a01a2,0,e6c2d0be,0,0,cf440122,1,1,1,0
383,383,0,2,f4fffc00,50200b22,0,2cd41f40,0,0,1ecce19c,1,1,1,0
384,384,0,0,04001400,ea2228c8,0,d0a0fabc,0,0,fe723058,1,1,1,0
385,385,0,0,04001400,0a7f4228,0,220ee932,0,0,e47ece00,1,1,1,0
386,386,0,2,14007c00,225dc289,0,f75e2b1a,0,0,2ffc20a2,1,1,1,0
387,387,0,0,14000400,5d284c88,0,eb84cf50,0,0,cd48fb3c,1,1,1,0
388,388,0,0,1400f4ff,5e0a2a62,0,2a6824f4,0,0,2350e7ce,1,1,1,0
389,389,0,0,1400f4ff,5d0cec7a,0,cfa8f40e,0,0,f7be2d5a,1,1,1,0
390,390,0,0,e4ff0400,8018883d,0,26acee64,0,0,e94ecdb0,1,1,1,0
391,391,0,8,fc000400,8a4022e0,0,f13e2850,0,0,2cb225f2,1,1,1,0
392,392,0,0,04001400,92886928,0,f124cfb0,0,0,cc82f45e,1,1,1,0
393,393,0,2,0400fc00,2aea0a88,0,26fe2760,0,4,27fcecfe,1,1,1,0
394,394,0,0,d4ff1400,5d8c8822,0,cf8cee60,0,0,f1962ab0,1,1,1,0
395,395,0,0,1400e4ff,47cb2828,4,2968f444,0,0,efeecc82,1,1,1,0
396,396,0,0,1400f4ff,8aaeabaf,6,eb3824ee,0,0,28a029dc,1,1,1,0
397,397,0,0,04003400,4fbe8cbb,5,f784cfd4,0,0,cc6eeef0,1,1,1,0
398,398,0,0,04001400,2844eebe,9,222e2b50,0,0,2bd2f2ee,1,1,1,0
399,399,0,0,24001400,dbbb4f4b,4,d024e92a,0,0,ebb02676,1,1,1,0
400,400,0,0,0400f4ff,ee3be4c6,4,2c90fa12,0,0,f65ecd96,1,1,1,0
401,401,0,2,f4ff7c00,4fa944e1,4,e6f41fac,0,0,24fe2c02,1,1,1,0
402,402,0,0,04002400,26eb1ebb,5,fdd2d050,0,0,cdb6e892,1,1,1,0
403,403,0,2,1400fc00,aeeeab8e,a,1de42d66,0,0,2e66f98e,1,1,1,0
404,404,0,8,fc003400,ea70bac4,2,d1f8e37e,0,0,e54a229c,1,1,1,0
405,405,0,0,04001400,214f6c4a,0,2e7c00b8,0,0,fc2ecec2,1,1,1,0
406,406,0,2,0400fc00,ff8ac42e,0,e1581ba4,0,0,1f8c2fd0,1,1,1,0
407,407,0,2,1400fc00,08e34aaf,d,03b8d28a,0,0,cf1ae3b6,1,1,1,0
408,408,0,2,1400fc00,a90a574a,8,18742f9a,0,0,30deff2c,1,1,1,0
409,409,0,2,f4fffc00,22692822,0,d306df96,0,0,e0481dd2,1,1,1,0
410,410,0,8,fc000400,28200857,0,30b806e8,0,0,032cd09c,1,1,1,0
411,411,0,0,d4ff0400,984b225a,0,dce81522,0,0,1a823142,1,1,1,0
412,412,0,0,04001400,88e0e40a,0,0960d5ee,0,0,d1f8dd90,1,1,1,0
413,413,0,2,1400fc00,125dbc88,2,128230f6,0,0,322a0662,1,1,1,0
414,414,0,0,e4ff0400,dd8822e6,0,d6d8daf8,0,0,db881772,1,1,1,0
415,415,0,0,14000400,a85fa288,0,30ac0cfc,1,0,09bad2d0,1,1,1,0
416,416,0,0,f4ff2400,eae92842,0,d86210d2,0,0,14ca32a8,1,1,1,0
417,417,0,0,04001400,8a9fec80,0,0f86d8f6,0,0,d47ed9da,1,1,1,0
418,418,0,2,0400fc00,888008e6,0,0dc230b2,0,0,32960c6a,1,1,1,0
419,419,0,0,0400e4ff,c8475d06,0,da28d73c,0,0,d7aa11ca,1,1,1,0
420,420,0,0,14003400,a85f5f20,1,30481268,0,0,0f1ad678,1,1,1,0
421,421,0,2,e4fffc00,82a0284a,0,d5a60aa2,0,0,0e423384,1,1,1,0
422,422,0,0,e4ff0400,88e13e4a,0,15aedca0,0,0,d89ad5f4,1,1,1,0
423,423,0,8,fc001400,2b384320,0,07223030,0,0,338a1218,1,1,1,0
424,424,0,0,e4ff0400,3941788a,1,de48d458,0,0,d38e0b02,1,1,1,0
425,425,0,0,14000400,48e982c8,0,2f061896,0,0,1570daaa,1,1,1,0
426,426,0,2,1400fc00,37822408,1,d27004a2,0,0,08d2329a,1,1,1,0
427,427,0,2,e4fffc00,c88d9f86,0,1a04e1d8,0,0,dc4ad228,1,1,1,0
428,428,0,0,24000400,cc5da2c9,0,01f42ea8,0,0,32481868,1,1,1,0
429,429,0,8,fc000400,22a8224a,a,e308d272,0,0,d14a0572,1,1,1,0
430,430,0,0,04001400,bb0a8828,2,2e3e1d4a,0,0,1bc6de02,1,1,1,0
431,431,0,0,04001400,5aee4abe,0,d00efe34,0,0,02623150,1,1,1,0
432,432,0,2,1400fc00,884221bb,0,1ff0e5f2,0,0,e1cccf42,1,1,1,0
433,433,0,0,24000400,8aee9a19,2,fbdc2c84,0,0,30d81d5c,1,1,1,0
434,434,0,0,e4ff0400,4f9a9bee,6,e852d020,0,0,cebefe82,1,1,1,0
435,435,0,0,0400f4ff,8b5abaae,3,2bea216e,0,0,2062e4fc,1,1,1,0
436,436,0,2,0400fc00,efebbbeb,c,cffef7a4,0,0,fb5c2f7c,1,1,1,0
437,437,0,8,fc001400,eebbbf41,2,244eebd2,0,0,e6eecda8,1,1,1,0
438,438,0,0,04001400,ba3ebbbb,a,f53e2a28,0,0,2eea22b0,1,1,1,0
439,439,0,0,f4ff1400,6b5f44ee,8,ed64cf08,0,0,cd40f81e,1,1,1,0
440,440,0,0,f4ff0400,8cb6bb46,6,28f025fc,0,0,2572e97e,1,1,1,0
441,441,0,0,14002400,efee2a5c,9,cf30f27e,0,0,f59e2c32,1,1,1,0
442,442,0,0,14002400,f8eeba4f,6,27eaf034,0,0,ec0ecd62,1,1,1,0
443,443,0,0,1400f4ff,a2ca22ea,0,efa026be,0,0,2b30276e,1,1,1,0
444,444,0,8,fc002400,4a4ae98a,0,f334cf1c,0,0,ccf2f116,1,1,1,0
445,445,0,0,f4ff0400,218a2222,0,247e29d0,0,0,297cefee,1,1,1,0
446,446,0,2,04007cff,32808352,4,cf84ecc8,0,0,ef502960,1,1,1,0
447,447,0,0,1400d4ff,28064842,0,2ac0f694,0,0,f2eecc1c,1,1,1,0
448,448,0,0,e4ff0400,e1382242,0,e97a22fe,0,0,27462b22,1,1,1,0
449,449,0,8,fc002400,2228585f,0,f922d0fe,0,0,cd16ec50,1,1,1,0
450,450,0,0,14002400,fd5de6a8,8,205c2cc0,0,0,2ca2f52e,1,1,1,0
451,451,0,0,1400f4ff,69222888,1,d0f0e684,0,0,e90225ce,1,1,1,0
452,452,0,0,f4ff2400,a0295d0a,0,2dc6fcb2,0,0,f86ecd70,1,1,1,0
453,453,0,0,14000400,5bea8203,0,e4561e8c,0,0,222e2ec6,1,1,1,0
454,454,0,2,2400fc00,a282b05d,4,ff78d158,0,0,ce52e6ea,1,1,1,0
455,455,0,8,fcffe4ff,03888882,0,1b942eec,0,0,2f18fc0e,1,1,1,0
456,456,0,0,04001400,4add8808,0,d2eae1ce,0,0,e3e61f6c,1,1,1,0
457,457,0,0,e4ff1400,575f2a88,0,2fc20288,0,0,ff0ccffa,1,1,1,0
458,458,0,0,e4ff0400,286018a8,0,df161964,0,0,1da2303e,1,1,1,0
459,459,0,0,14000400,2a5dece9,0,06a8d3d4,0,0,cf1ce1b8,1,1,1,0
460,460,0,2,0400fc00,e6225f57,0,16323028,0,0,318202fc,1,1,1,0
461,461,0,0,f4ff1400,ea502241,0,d42edd68,0,0,de301b62,1,1,1,0
462,462,0,0,f4ff1400,886b2301,8,300609f0,0,0,0532d168,1,1,1,0
463,463,0,0,f4ffe4ff,28882a92,0,db9a1382,0,0,1862329a,1,1,1,0
464,464,0,0,14000400,2888d788,0,0c98d658,0,0,d220dc18,1,1,1,0
465,465,0,2,0400fc00,8a5fe988,0,10a23008,0,0,32f8087a,1,1,1,0
466,466,0,2,2400fc00,20220a13,4,d86cd9d2,0,0,d91a15aa,1,1,1,0
467,467,0,0,04001400,6a9de14a,0,30140f46,0,0,0b7ad4ae,1,1,1,0
468,468,0,8,fcfff4ff,ecec580b,0,d7f40de2,0,0,121233de,1,1,1,0
469,469,0,8,fc000400,e7f28988,0,111cda68,0,0,d5d8d79a,1,1,1,0
470,470,0,0,d4ffe4ff,459fdf57,0,0ac230e8,0,0,33f40eea,1,1,1,0
471,471,0,0,e4fff4ff,9c828aa2,8,dcfcd5f8,4,0,d5640f42,1,1,1,0
472,472,0,8,fc001400,89ec0a57,0,3080140e,0,0,11a8d7ea,1,1,1,0
473,473,0,0,f4ff2400,44ea894a,0,d4060872,0,0,0c3233da,1,1,1,0
474,474,0,0,04001400,0a4a2228,0,1726de70,0,0,d922d456,1,1,1,0
475,475,0,0,24001400,415a2888,0,05e22f48,0,0,321a159e,1,1,1,0
476,476,0,0,f4ff0400,f8aaaeee,7,e018d300,0,0,d25809c2,1,1,1,0
477,477,0,8,fc000400,e1eaa238,0,2f381a64,0,0,1700dc7a,1,1,1,0
478,478,0,0,f4ff1400,bb4aa806,0,d2b20114,0,0,056232c8,1,1,1,0
479,479,0,0,2400e4ff,44aa1a7a,5,1caae208,0,0,de22d1da,1,1,1,0
480,480,0,0,04001400,bb474abb,0,fe242e6e,0,0,31f01a28,1,1,1,0
481,481,0,2,0400fc00,eebeb3af,6,e542d1be,0,0,cff20272,1,1,1,0
482,482,0,0,04001400,c141afba,3,2d061f88,0,0,1dbce0dc,1,1,1,0
483,483,0,2,e4fffc00,ae37bc9a,b,d090fb3c,0,0,ffb23068,1,1,1,0
484,484,0,0,0400f4ff,0be6bb7e,6,21bee772,0,0,e3fcce8e,1,1,1,0
485,485,0,2,0400fc00,98289a91,6,f8982b4a,0,0,2fd61f9a,1,1,1,0
486,486,0,0,0400e4ff,ee685038,8,eaf2cfbe,0,0,ce70fc9c,1,1,1,0
487,487,0,0,04001400,db7daffb,0,2ad823ae,0,0,2232e62e,1,1,1,0
488,488,0,0,f4ffd4ff,043bbbdb,6,cfc0f57e,0,0,f94e2e9a,1,1,1,0
489,489,0,0,f4ff3400,a806e15b,0,25fced74,4,0,e99ecd06,1,1,1,0
490,490,0,0,e4ff1400,12892eea,8,f39e2868,0,0,2ce22420,1,1,1,0
491,491,0,8,fcfff4ff,8988c814,1,f044cf00,0,0,cdd2f5fe,1,1,1,0
492,492,0,0,0400e4ff,223aa228,8,277e274a,0,0,26b6eb3e,1,1,1,0
493,493,0,2,1400fc00,2808729a,0,cffaef10,0,0,f2662bd0,1,1,1,0
494,494,0,0,14000400,4c982878,0,2920f344,0,0,eefeccd2,1,1,1,0
495,495,0,2,0400fc00,68309821,0,ed38255e,0,0,2900299e,1,1,1,0
496,496,0,0,04001400,6c0c885f,4,f664cf04,0,0,ccbcefb0,1,1,1,0
497,497,0,0,0400f4ff,ea840988,0,23ae2a00,0,0,2a92f1de,1,1,1,0
498,498,0,2,1400fc00,4c209077,4,cf6eea32,0,0,ec7027d6,1,1,1,0
499,499,0,8,fcffe4ff,180c6009,8,2c44f9e2,0,0,f51ecdde,1,1,1,0
500,500,0,0,14000400,c8220898,4,e7e4202c,0,0,256e2c12,1,1,1,0
501,501,0,2,0400fc00,097e2998,0,fc52d0ae,0,0,cdf0e992,1,1,1,0
502,502,0,2,f4fffc00,88e40c3b,0,1e4c2d66,0,0,2e30f86e,1,1,1,0
503,503,0,8,fcffe4ff,ec222610,0,d1d8e476,0,0,e74a230e,1,1,1,0
504,504,0,8,fc001400,5d8ada72,0,2e4eff52,0,0,fbfecd10,1,1,1,0
505,505,0,8,fc000400,6f880459,8,e21e1c64,0,0,204c2f88,1,1,1,0
506,506,0,2,04007c00,fcf73dbc,5,0218d25a,0,0,ce52e4bc,1,1,1,0
507,507,0,0,04001400,3f9bffcf,6,19242f52,0,0,3070fecc,1,1,1,0
508,508,0,0,04001400,bcce7ef9,e,d3f4dfe8,0,0,e1481e72,1,1,1,0
509,509,0,2,0400fc00,94d7ddd8,2,30600538,0,0,01eccf8c,1,1,1,0
510,510,0,8,fc001400,5be794af,f,dd181712,0,0,1b6231bc,1,1,1,0
511,511,0,0,e4ff1400,f6dd37bc,f,08a0d4e6,0,0,d0e6dea0,1,1,1,0
512,512,0,0,f4ff0400,98df77e7,7,14723086,0,0,322a05e2,1,1,1,0
513,513,0,0,0400e4ff,c2d9df77,0,d688db20,0,0,dc9e1852,1,1,1,0
514,514,0,2,1400fc00,77b0d5f5,8,30480b38,0,0,081ad2c8,1,1,1,0
515,515,0,0,f4ffe4ff,61b5055d,1,d9581192,0,0,15d23218,1,1,1,0
516,516,0,2,0400fcff,e5f7dd97,f,0ee6d7ac,0,0,d380daea,1,1,1,0
517,517,0,0,0400e4ff,0d25dff9,3,0ea23074,0,0,337e0b7a,1,1,1,0
518,518,0,0,e4fff4ff,77ddfbdd,a,d906d8a4,0,0,d8ca1212,1,1,1,0
519,519,0,0,f4ff0400,77b7debd,8,3058119c,0,0,0e7ad518,1,1,1,0
520,520,0,0,04001400,06fd6fd7,6,d6cc0b92,0,0,0fea3236,1,1,1,0
521,521,0,2,14007c00,c2663c44,a,1488db28,0,0,d73ad6f4,1,1,1,0
522,522,0,2,f4fffc00,49021144,3,08723030,0,0,338a1158,1,1,1,0
523,523,0,0,e4ff1400,44100c65,a,dda0d466,0,0,d4f60c52,1,1,1,0
524,524,0,0,e4ff0400,3b886001,0,2fd8169e,0,0,142ed98a,1,1,1,0
525,525,0,0,04002400,443caf30,0,d3a805e2,0,0,09aa329a,1,1,1,0
526,526,0,8,fcfff4ff,93401141,2,1904e038,0,0,dbead2f8,1,1,1,0
527,527,0,0,f4ff0400,44a309af,0,02442fa8,0,0,32481780,1,1,1,0
528,528,0,0,0400e4ff,3b111111,4,e278d262,0,0,d14a0682,1,1,1,0
529,529,0,0,14003400,995500b1,0,2e2e1c4a,0,0,1aa8dd82,1,1,1,0
530,530,0,2,f4fffc00,111120a1,4,d19cff74,0,0,03a23160,1,1,1,0
531,531,0,0,24000400,41489b11,9,1ee8e442,0,0,e03cd072,1,1,1,0
532,532,0,0,0400f4ff,b9c144d3,0,fc5c2d76,0,0,30f81c46,1,1,1,0
533,533,0,2,1400fc00,327409c8,2,e772d066,0,0,cf1e00d2,1,1,1,0
534,534,0,0,0400f4ff,c1ad2430,0,2cd42050,0,0,1f0ae31c,1,1,1,0
535,535,0,0,f4ff1400,19ad4411,1,cf64f93c,0,0,fddc2f86,1,1,1,0
536,536,0,8,fc002400,38239c31,0,224eeac2,0,0,e55ece10,1,1,1,0
537,537,0,8,fc001400,95bd246d,8,f6be2ada,0,0,2ee421a2,1,1,1,0
538,538,0,0,24000400,f3d9669f,0,ec74cf60,0,0,cd76f9ac,1,1,1,0
539,539,0,8,fcffd4ff,20c84019,2,293825c4,0,0,2486e8ce,1,1,1,0
540,540,0,0,1400f4ff,20c2984c,0,cf40f334,0,0,f63e2d92,1,1,1,0
541,541,0,0,04002400,f97f3d80,8,27eaef44,0,0,eb4ecd82,1,1,1,0
542,542,0,0,04004400,91dbb71f,5,f08e2710,0,0,2b902622,1,1,1,0
543,543,0,0,04001400,d767d537,f,f244cf6a,0,0,cc32f3c6,1,1,1,0
544,544,0,2,e4fffc00,3b1cf437,9,258e28a0,0,0,283eeefe,1,1,1,0
545,545,0,0,14000400,3c76687d,5,cf9ced90,0,0,f0c029a0,1,1,1,0
546,546,0,8,fc000400,a5dbddb1,4,2a88f564,0,0,f1eecc4c,1,1,1,0
547,547,0,0,0400e4ff,737dbbd1,e,ead8236e,0,0,27762a42,1,1,1,0
548,548,0,0,1400e4ff,77dd1577,d,f8d2cfbe,0,0,cd6eede0,1,1,1,0
549,549,0,0,2400f4ff,b567f6ee,c,21e42b9e,0,0,2c62f40e,1,1,1,0
550,550,0,0,1400f4ff,227bebf9,0,d0fee77a,0,0,ead2254e,1,1,1,0
551,551,0,8,fc000400,7d99f3dd,9,2dc6fb52,0,0,f76ecd86,1,1,1,0
552,552,0,8,fc000400,b53dcd60,2,e5161f3c,0,0,23be2d60,1,1,1,0
553,553,0,8,fc000400,44f6bf70,8,fe02d158,0,0,cdb0e7ca,1,1,1,0
554,554,0,0,e4fff4ff,09368820,9,1c342e9e,0,0,2ea8fade,1,1,1,0
555,555,0,0,f4ff0400,9144c124,0,d1dae28e,0,0,e42c21ec,1,1,1,0
556,556,0,8,fc000400,04c4381d,8,2fa201f8,0,0,fdbccef2,1,1,1,0
557,557,0,8,fc001400,77d30511,1,e0361a04,0,0,1e1c30c0,1,1,1,0
558,558,0,8,fc001400,310c13a5,0,0416d362,0,0,cf24e2c6,1,1,1,0
559,559,0,0,f4ff0400,14228c9b,4,17f02fce,0,0,3104017c,1,1,1,0
560,560,0,8,fcffe4ff,6522c2be,4,d424de94,0,0,df581c02,1,1,1,0
561,561,0,0,d4ff0400,c478982c,0,30e4076e,0,0,04d2d086,1,1,1,0
562,562,0,0,f4ff0400,6420ad4c,0,dcde1450,0,0,1902326a,1,1,1,0
563,563,0,2,3400fcff,901d04f3,a,0af6d51c,0,0,d148dd3e,1,1,1,0
564,564,0,0,34001400,c1251441,1,119030b6,0,0,329807ca,1,1,1,0
565,565,0,8,fc001400,098df811,1,d7ead9b6,0,0,db6a16a2,1,1,1,0
