Sample in Buffer,Sample in Window,TRIGGER,u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],adc1_sync
823,823,0,0,e8ff2800,1
824,824,0,0,f8ff0800,1
825,825,0,0,f8ff0800,1
826,826,0,0,f8ff1800,1
827,827,0,0,0800e8ff,1
828,828,0,2,2800fc00,1
829,829,0,0,0800d8ff,1
830,830,0,0,0800e8ff,1
831,831,0,0,0800e8ff,1
832,832,0,0,1800f8ff,1
833,833,0,0,0800f8ff,1
834,834,0,0,f8ff2800,1
835,835,0,0,08002800,1
836,836,0,0,f8ffe8ff,1
837,837,0,0,e8ff0800,1
838,838,0,0,e8ff0800,1
839,839,0,8,fc000800,1
840,840,0,0,f8ff0800,1
841,841,0,8,fc000800,1
842,842,0,2,f8ff7c00,1
843,843,0,0,e8ff1800,1
844,844,0,0,18000800,1
845,845,0,0,0800f8ff,1
846,846,0,2,f8fffc00,1
847,847,0,0,f8ffe8ff,1
848,848,0,2,f8fffcff,1
849,849,0,0,f8ff0800,1
850,850,0,0,f8ffe8ff,1
851,851,0,2,f8fffcff,1
852,852,0,2,1800fcff,1
853,853,0,8,fcfff8ff,1
854,854,0,0,08001800,1
855,855,0,8,fcfff8ff,1
856,856,0,0,1800f8ff,1
857,857,0,2,e8ff7c00,1
858,858,0,2,0800fcff,1
859,859,0,2,0800fc00,1
860,860,0,0,1800d8ff,1
861,861,0,8,fc000800,1
862,862,0,8,fcfff8ff,1
863,863,0,0,f8ffe8ff,1
864,864,0,2,d8fffcff,1
865,865,0,0,f8ff0800,1
866,866,0,0,08002800,1
867,867,0,2,f8fffc00,1
868,868,0,0,08001800,1
869,869,0,2,0800fc00,1
870,870,0,0,f8ff1800,1
871,871,0,8,fc000800,1
872,872,0,2,28007c00,1
873,873,0,0,f8ffe8ff,1
874,874,0,0,f8ff1800,1
875,875,0,0,0800e8ff,1
876,876,0,2,1800fc00,1
877,877,0,2,1800fc00,1
878,878,0,0,0800e8ff,1
879,879,0,0,e8fff8ff,1
880,880,0,8,fc000800,1
881,881,0,8,fc000800,1
882,882,0,0,f8ffe8ff,1
883,883,0,0,f8ff0800,1
884,884,0,8,fcffe8ff,1
885,885,0,0,f8ffe8ff,1
886,886,0,8,fcffe8ff,1
887,887,0,0,08001800,1
888,888,0,0,d8ffe8ff,1
889,889,0,0,1800f8ff,1
890,890,0,0,e8ff2800,1
891,891,0,2,e8fffcff,1
892,892,0,0,e8fff8ff,1
893,893,0,0,18000800,1
894,894,0,0,e8ff0800,1
895,895,0,8,fcfff8ff,1
896,896,0,8,fcfff8ff,1
897,897,0,8,fcfff8ff,1
898,898,0,8,fc000800,1
899,899,0,0,0800f8ff,1
900,900,0,8,fcfff8ff,1
901,901,0,0,e8fff8ff,1
902,902,0,8,fcfff8ff,1
903,903,0,0,0800e8ff,1
904,904,0,0,f8ffe8ff,1
905,905,0,2,0800fcff,1
906,906,0,0,0800f8ff,1
907,907,0,0,f8ffe8ff,1
908,908,0,2,1800fcff,1
909,909,0,0,1800f8ff,1
910,910,0,0,0800d8ff,1
911,911,0,2,f8fffc00,1
912,912,0,0,18000800,1
913,913,0,0,0800f8ff,1
914,914,0,0,e8ff1800,1
915,915,0,8,fc001800,1
916,916,0,0,1800d8ff,1
917,917,0,8,fcfff8ff,1
918,918,0,8,fc000800,1
919,919,0,0,d8fff8ff,1
920,920,0,0,0800f8ff,1
921,921,0,2,2800fc00,1
922,922,0,0,f8ff0800,1
923,923,0,0,18000800,1
924,924,0,8,fcfff8ff,1
925,925,0,0,1800f8ff,1
926,926,0,0,f8ff0800,1
927,927,0,0,f8ffd8ff,1
928,928,0,8,fc000800,1
929,929,0,0,f8ff0800,1
930,930,0,2,e8fffcff,1
931,931,0,0,e8fff8ff,1
932,932,0,0,28000800,1
933,933,0,0,f8ff0800,1
934,934,0,0,08002800,1
935,935,0,0,0800f8ff,1
936,936,0,0,08002800,1
937,937,0,0,0800f8ff,1
938,938,0,8,fcfff8ff,1
939,939,0,0,0800f8ff,1
940,940,0,2,3800fc00,1
941,941,0,0,08001800,1
942,942,0,2,f8fffc00,1
943,943,0,0,e8ff1800,1
944,944,0,8,fc000800,1
945,945,0,0,0800f8ff,1
946,946,0,0,0800f8ff,1
947,947,0,0,0800f8ff,1
948,948,0,2,f8fffc00,1
949,949,0,2,e8fffcff,1
950,950,0,0,e8fff8ff,1
951,951,0,0,0800f8ff,1
952,952,0,0,1800e8ff,1
953,953,0,8,fc000800,1
954,954,0,0,08001800,1
955,955,0,8,fcfff8ff,1
956,956,0,0,f8ff0800,1
957,957,0,2,0800fcff,1
958,958,0,2,0800fc00,1
959,959,0,0,1800f8ff,1
960,960,0,8,fcfff8ff,1
961,961,0,0,f8ff1800,1
962,962,0,0,f8ff2800,1
963,963,0,0,18000800,1
964,964,0,0,e8fff8ff,1
965,965,0,0,d8ff0800,1
966,966,0,8,fcffe8ff,1
967,967,0,0,f8ff0800,1
968,968,0,2,1800fcff,1
969,969,0,0,0800f8ff,1
970,970,0,0,2800f8ff,1
971,971,0,0,1800e8ff,1
972,972,0,0,0800f8ff,1
973,973,0,2,2800fc00,1
974,974,0,0,f8ff0800,1
975,975,0,0,08002800,1
976,976,0,8,fcffe8ff,1
977,977,0,8,fc000800,1
978,978,0,0,e8ff0800,1
979,979,0,0,0800f8ff,1
980,980,0,0,0800e8ff,1
981,981,0,0,1800f8ff,1
982,982,0,2,1800fc00,1
983,983,0,0,18000800,1
984,984,0,0,18000800,1
985,985,0,8,fcfff8ff,1
986,986,0,0,e8fff8ff,1
987,987,0,8,fc001800,1
988,988,0,8,fc000800,1
989,989,0,8,fc000800,1
990,990,0,0,0800f8ff,1
991,991,0,0,1800f8ff,1
992,992,0,0,18000800,1
993,993,0,2,1800fc00,1
994,994,0,8,fc000800,1
995,995,0,8,fc000800,1
996,996,0,0,28000800,1
997,997,0,0,f8ff0800,1
998,998,0,0,18000800,1
999,999,0,8,fcfff8ff,1
1000,1000,0,0,0800f8ff,1
1001,1001,0,2,0800fc00,1
1002,1002,0,2,0800fc00,1
1003,1003,0,0,0800f8ff,1
1004,1004,0,0,e8fff8ff,1
1005,1005,0,0,18000800,1
1006,1006,0,8,fcfff8ff,1
1007,1007,0,8,fc000800,1
1008,1008,0,0,0800f8ff,1
1009,1009,0,0,e8fff8ff,1
1010,1010,0,0,e8ff0800,1
1011,1011,0,8,fc001800,1
1012,1012,0,0,e8fff8ff,1
1013,1013,0,8,fcfff8ff,1
1014,1014,0,8,fc001800,1
1015,1015,0,0,08002800,1
1016,1016,0,2,1800fc00,1
1017,1017,0,8,fcfff8ff,1
1018,1018,0,0,f8ff0800,1
1019,1019,0,0,f8ffe8ff,1
1020,1020,0,0,08001800,1
1021,1021,0,0,0800f8ff,1
1022,1022,0,0,e8fff8ff,1
1023,1023,0,8,fc001800,1
