Sample in Buffer,Sample in Window,TRIGGER,int_dac_top/top_dac4_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac4_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac4_int/tx_tdata[255:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac1_int/tx_tdata[255:0],int_dac_top/top_dac2_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac2_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac2_int/tx_tdata[255:0],int_dac_top/top_dac3_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac3_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac3_int/tx_tdata[255:0],int_dac_top/top_dac4_int/syncb_buf,int_dac_top/top_dac1_int/syncb_buf,int_dac_top/top_dac2_int/syncb_buf,int_dac_top/top_dac3_int/syncb_buf,int_dac_top/top_dac3_int/syncb_logic,int_dac_top/top_dac4_int/syncb_logic,int_dac_top/top_dac1_int/syncb_logic,int_dac_top/top_dac2_int/syncb_logic,sysref_logic,sysref_o,int_dac_top/top_dac1_int/tx_aresetn,int_dac_top/top_dac3_int/tx_aresetn,int_dac_top/top_dac2_int/tx_aresetn,int_dac_top/top_dac4_int/tx_aresetn
40,40,0,0,e63f78ce,0b232b03e03144efd33b00ddec3f28cec43d31c4913514c0212838c2c31668ca,0,e830bdf0,dafbed28c90fb9172d223204383143f0733bdedddd3fd0ce073e91c4203624c0,0,16c0b831,b6dc20fdf1cd051112c43f2310c0073250c2e93b98caef3f1ad8b43d84e96f35,f,bcbcbcbc,9eecef3498f6ff39d000923d030b913fed14f03f4f1eac3ee926cc3b852e6537,0,0,0,1,0,1,1,1,0,0,1,1,1,1
41,41,0,0,211731ca,be3d28c4843513c00d283fc2ab1676ca1203e9d72cef49e9ebdce2fc19cec810,0,55362bc0,7d3bc9dddf3fbfce013e88c4133622c0da28fcc1a117e7c919041dd72bf053e8,0,26e9a635,56c2f23ba6caf03f2ed8ad3d9be9613539fddc271d1171165423d3021632efee,f,bcbcbcbc,e4ee03c046e5a4c057dce5c251d4b6c66acdffcbcfc79dd2a4c364da05c122e3,0,0,0,1,0,1,1,1,0,0,1,1,1,1
42,42,0,0,58ce6710,f902fdd713ef60e9d6dcfbfc09cee11020c4202312c0ef3146c2dc3b83caed3f,0,8cf0f6e7,c62802c28a17f4c9000430d712f06ae8b3ddf3fbafcee10f7fc4422220c04931,0,d83150ef,53fdc827351159166923ba022632d7eefb3ba1dcf13fe2cda63d09c453350fc0,f,bcbcbcbc,09303c362b361e30e93ac528253e6120ca3f2817cd3f580d2d3e3003f63af3f8,0,0,0,1,0,1,1,1,0,0,1,1,1,1
43,43,0,0,4ccae83f,17c4352311c0ff314cc2e53b91caef3f10d8b73d78e9763514fdf927f9109416,0,27c00831,9edd0cfc9fcefa0f76c457221fc0593108c2863b02cae03f44d7fb3d82e80536,0,8a3514c0,043c8cdcf23fd2cda03d01c445350ec0b5275dc24116b4caa10242d8bfeeb3e9,f,bcbcbcbc,a9c029e502c0c6ee00c1d4f89ac31003c0c7390d57cd0b173ad446203ddcad28,0,0,0,1,0,1,1,1,0,0,1,1,1,1
44,44,0,0,9810f216,24d8b03d8fe968352dfde62711117c164a23e0020f32fbeeee3bc1dcf03ff9cd,0,24e83b36,0fc28f3b0fcae23f57d7f53d99e8f83525fcb328121073176c22e7036931faef,0,1fef55e9,a12764c22a16c2ca880255d8a6eecae977dc6cfdc3cd4e11f8c37e230dc03632,f,bcbcbcbc,0c3ab7f60135bcec9a2e3ee302277eda6a1eb3d20b1511cc220bc4c6f000eec2,0,0,0,1,0,1,1,1,0,0,1,1,1,1
45,45,0,0,eb3f38ce,5f23c7021e32e3eef73bacdcf13feacdaa3d0ec45a3510c0d22753c265169fca,0,28315bf0,3efc9f282a105b178202ce037931e2ef983b89dde33f8fceee3d6cc4ea351dc0,0,11c0f731,63dc85fdb3cd6611efc393230cc045326bc20c3cd0caf33f69d8993de2e93735,f,bcbcbcbc,20de632a39e77e31f4f0553712fbc13b5005a53e6b0fef3f2119953f32229a3d,0,0,0,1,0,1,1,1,0,0,1,1,1,1
46,46,0,0,c31668ca,a33d05c44c350fc0be275ac24d16adcaad0238d8cbeea7e997dc46fddacd2911,0,203624c0,a13b74dde53f80cee83d63c4dc351cc08c2815c244171dcab5036ad7c9efb0e8,0,84e96f35,72c2153cdecaf43f7dd8923dfae929359efd8d277e111216a8236f0255328eee,f,bcbcbcbc,affe4bc27ef460c099ea16c040e16fc1b1d862c423d1dcc8c9cabfcecbc5e6d5,0,0,0,1,0,1,1,1,0,0,1,1,1,1
47,47,0,0,19cec810,94024bd8b2eebfe982dc5ffdcacd4111fcc374230ec02e3260c2ff3bbbcaf23f,0,2bf053e8,78281bc22c172aca9c037ed7b1efc8e85fdd58fc70ce43105ac497221ac08831,0,1632efee,b7fd79279611fb15bd235602643276ee1e3c4edcf53fa3cd8b3de7c31b350bc0,f,bcbcbcbc,1424f43c0c2c1039e432b5336e38082d863c3325113f6a1cff3fe712493fe808,0,0,0,1,0,1,1,1,0,0,1,1,1,1
48,48,0,0,83caed3f,f4c389230dc03d3267c2083cc9caf33f5fd89c3dd6e93e3578fdab275a113616,0,20c04931,4add71fc60ce5b1051c4ac2219c0983122c2ab3b38cae63f91d7e23ddfe8cf35,0,53350fc0,263c39dcf63f94cd843ddec30d350ac0662778c2e315ecca3c0291d85eee11ea,f,bcbcbcbc,e5c49fd7bcc10fe02cc050e93ec026f3f2c151fd3dc58d0709ca981137d02f1b,0,0,0,1,0,1,1,1,0,0,1,1,1,1
49,49,0,0,f9109416,73d8953deee9303591fd972772111e169d237b024d329aee113c6ddcf43fbbcd,0,82e80536,28c2b43b46cae83fa5d7db3df7e8c1358afc652873101517c1228303a83199ef,0,bfeeb3e9,52277fc2cb15faca2302a4d846ee29ea24dcd0fd84cdae11d5c3d22309c07432,f,bcbcbcbc,e93eac063b3c6ffc023849f25a327de8672b4cdf5823f0d6611aa2cfbe1091c9,0,0,0,1,0,1,1,1,0,0,1,1,1,1
50,50,0,2,f03ffccd,b22362025d3282ee193c58dcf53fabcd8e3debc322350cc083276ec20616d7ca,0,6931faef,a3fc51288c10fe16d6226a03b83180efbd3b34dde93f50ced53d48c4b43518c0,0,0dc03632,0fdce9fd75cdc611cdc3e62309c0833286c22f3c08cbf73fb8d87d3d40eaff34,f,bcbcbcbc,bed1341d64d9ea2507e2a82d6feb39345df5753991ff383dc809693fbf13fb3f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
51,51,0,0,65169fca,883de2c314350bc06f2775c2ef15e5ca490287d86aee05ea43dcaafd9ccd8a11,0,ea351dc0,c63b1fddea3f40cece3d3fc4a63516c03e282fc2e61653ca5103b8d768ef0ee9,0,e2e93735,8dc2373c16cbf83fccd8763d58eaf13402fe3e27df11b415fb230a0293322dee,f,bcbcbcbc,8f0e6bc86e0411c030fa41c118f00cc069e67ac061dd89c23dd52bc630ce48cb,0,0,1,1,0,1,1,0,0,0,1,1,1,1
52,52,0,0,dacd2911,30029ad852ee1dea2edcc4fd8ccda211dac3c7230ac06c327cc2223cf3caf63f,0,c9efb0e8,2a2835c2cf1661ca3803ccd750ef26e90addbcfc30cea41036c4eb2215c0c831,0,55328eee,1bfe2a27f7119c151024f101a23215ee403cfadbf93f66cd6f3dc4c3e33408c0,f,bcbcbcbc,e015e33f311f763eb5276f3b342fe2367e35ee306a3ab929d63d7221ad3f5018,0,0,0,1,0,1,1,1,0,0,1,1,1,1
53,53,0,0,bbcaf23f,d1c3dc2309c07c3283c22b3c01cbf73faed8813d35ea0635ddfd5c27ba11d715,0,1ac08831,f5dcd5fc20cebc102dc4002314c0d8313cc2cf3b6fcaec3fdfd7c83d3de99835,0,1b350bc0,483ce6dbf93f56cd683dbcc3d53407c0162794c2851524cbd801e0d8fded70ea,f,bcbcbcbc,cecc97cc56c754d350c336dbd9c009e400c094edcac097f733c3d2012bc7000c,0,0,0,1,0,1,1,1,0,0,1,1,1,1
54,54,0,0,5a113616,c2d87a3d4ceaf834f6fd4827d311c015f12317028b323aee333c1adcf73f7dcd,0,dfe8cf35,42c2d83b7ccaed3ff3d7c13d55e98a35eefc1728d410b71615231e03e73138ef,0,5eee11ea,02279bc26d1532cbbf01f4d8e5ed87ead1db35fe47cd0f12b3c3252406c0b132,f,bcbcbcbc,dd3f3716b63f5b0cee3d2e028f3af3f7b135eded732f5de4fd2782db811f97d3,0,0,0,1,0,1,1,1,0,0,1,1,1,1
55,55,0,0,f43fbbcd,0624fe019a3221ee3c3c05dcf83f6dcd733dc9c3ea3408c034278ac2a8150fcb,0,a83199ef,07fd0328ed10a0162a230503f7311fefe03be0dcee3f11ceba3d24c47d3513c0,0,09c07432,bcdb4efe38cd2712abc3392406c0c132a3c2513c41cbfa3f08d9613d9feac734,f,bcbcbcbc,3dc8340ef6cdfa17f8d4232113dd722914e6b230bfefb236d4f94c3b1204613e,0,0,0,1,0,1,1,1,0,0,1,1,1,1
56,56,0,0,0616d7ca,6c3dc0c3dc3407c0202791c290151dcbe501d6d809ee64eaf0db0ffe5ecdeb11,0,b43518c0,e93bcbdcef3f01ceb43d1bc46f3511c0f02749c288168acaec0207d807ef6ce9,0,40eaff34,aac2593c4fcbfb3f1cd95a3db7eab83467feee263f1255154e24a601d032cded,f,bcbcbcbc,871dffd117147ccb240a53c6eeffa3c2b9f586c0c7eb09c059e22fc1aed9f1c3,0,0,0,1,0,1,1,1,0,0,1,1,1,1
57,57,0,0,9ccd8a11,cb01ead8f1ed7beadbdb28fe4fcd0312b8c31a2407c0aa3298c2443c2bcbf93f,0,68ef0ee9,dc2750c2711698cad3021ad8efee84e9b6dc20fdf1cd051112c43f2310c00732,0,93322dee,80feda2657123d1563248d01df32b5ed613ca7dbfb3f28cd533da3c3aa3405c0,f,bcbcbcbc,5006d83e6410f93f0d1a763f0b23533d232b9e3920326f34d537e82d1c3c3526,0,0,0,1,0,1,1,1,0,0,1,1,1,1
58,58,0,0,f3caf63f,afc32f2406c0b9329fc24d3c39cbfa3ffed8653d93eace3441fe0c271b127915,0,15c0c831,a1dc39fde2cd1d1109c454230fc0163256c2f23ba6caf03f2ed8ad3d9be96135,0,e33408c0,6a3c93dbfc3f19cd4b3d9ac39c3404c0c626b1c226155dcb730130d99dedceea,f,bcbcbcbc,e7d7c2c475d060c93bca66cf62c5a9d609c2fcde46c027e825c0eff1a7c113fc,0,0,0,1,0,1,1,1,0,0,1,1,1,1
59,59,0,0,ba11d715,12d95d3dabeabf345afef826331261154424b201c832d9ed553cc7dbfa3f3fcd,0,3de99835,5dc2fb3bb4caf13f42d8a63db3e9533553fdc827351159166923ba022632d7ee,0,fded70ea,b226b8c20e156bcb5a0144d985ede6ea7edb99fe0acd6f1292c3782404c0ef32,f,bcbcbcbc,d83c60243b3f831b0040f111213fe907a43caefd9a3881f31c33a7e94f2c5fe0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
60,60,0,0,f73f7dcd,59249901d832c1ed5d3cb2dbfb3f30cd563da7c3b13405c0e426a6c2491548cb,0,e73138ef,6cfdb5274e1141167e23a1023632bfee043c8cdcf23fd2cda03d01c445350ec0,0,06c0b132,6adbb2fefbcc87128ac38c2403c0fe32bfc2723c7acbfc3f58d9443dfeea8d34,f,bcbcbcbc,33c252fea5c58d0895ca8f12e4d0171c68d8e824efe0c62c42ea7f3323f4e638,0,0,0,1,0,1,1,1,0,0,1,1,1,1
61,61,0,0,a8150fcb,4f3d9fc3a33405c0d026adc2321556cb800126d9a9edc3ea9ddb73fe21cd4b12,0,7d3513c0,0c3c77dcf33fc3cd993df8c337350dc0a12764c22a16c2ca880255d8a6eecae9,0,9feac734,c7c27a3c88cbfd3f6cd93d3d16eb7f34cbfe9e269f12f614a12441010d336ded,f,bcbcbcbc,a92a6fde80222cd67619fbcec50f0bc9ac0584c46efb83c14ef11bc08ee756c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
62,62,0,0,5ecdeb11,67013ad991eddaea88db8dfe11cd631296c36d2404c0e732b5c2663c64cbfc3f,0,07ef6ce9,8d276bc21216d0ca6f0269d88eeee2e963dc85fdb3cd6611efc393230cc04532,0,d032cded,e4fe8a26b712df14b52428011c3355ed833c55dbfd3feccc363d82c3713403c0,f,bcbcbcbc,5cf6e5399300813dc60a8a3fb314f33f191eb83eb926e23b5b2e8437cd34b931,0,0,0,1,0,1,1,1,0,0,1,1,1,1
63,63,0,0,2bcbf93f,8ec3822404c0f632bcc26e3c73cbfc3f4ed9483df2ea9534a6febc267b121a15,2,10c0fc32,4edc9efda3cd7e11e7c3a8230bc0553272c2153cdecaf43f7dd8923dfae92935,0,aa3405c0,8b3c40dbfe3fdccc2e3d79c3623402c07626cec2c71497cb0f0180d93ded2deb,f,bcbcbcbc,7ee59cc08adcd3c27ed49bc690cddbcbedc772d2b9c333da10c1ece204c063ec,0,0,0,1,0,1,1,1,0,0,1,1,1,1
64,64,0,0,1b127915,62d9413d0aeb8634bffea8269312021596244e01053379ed763c74dbfd3f02cd,0,9be96135,78c21e3ceccaf53f91d88b3d11ea1b35b7fd79279611fb15bd235602643276ee,0,9dedceea,6226d5c2af14a5cbf60094d925ed45eb2cdbfefecdcccf1271c3ca2402c02b33,f,bcbcbcbc,0a364630d13af428173e9520c53f6117d13f930d3b3e6d030d3b30f95c361fef,0,0,1,1,0,1,1,0,0,0,1,1,1,1
65,65,0,0,fa3f3fcd,ab243501143361ed7e3c5fdbfd3ff3cc393d86c3783403c09426c3c2ea1481cb,0,2632d7ee,d0fd6627ae11e315d2233c0274325eee263c39dcf63f94cd843ddec30d350ac0,0,04c0ef32,17db17ffbecce71269c3df2402c03a33ddc2933cb3cbfe3fa8d9273d5deb5434,f,bcbcbcbc,01c08beef5c097f886c3d302a3c7fd0c32cdd2160ed411200adc7d28f2e4e12f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
66,66,0,0,491548cb,323d7dc3693403c08026cac2d3148fcb1c0176d949ed21eb4bdbd8fee4ccab12,0,45350ec0,2f3c24dcf73f84cd7d3dd5c3ff3409c052277fc2cb15faca2302a4d846ee29ea,0,feea8d34,e4c29b3cc2cbff3fbcd91f3d75eb453430ff4e26ff129714f324dd0049330ded,f,bcbcbcbc,2335f6ecc42e75e33327b0daa01eded2451535cc5e0be0c62d0101c3f4f6b1c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
67,67,0,0,21cd4b12,02018ad931ed39eb36dbf1fed5ccc31275c3c02402c02433d2c2873c9ecbfe3f,0,a6eecae9,3e2786c2b41508cb0a02b8d82dee40ea0fdce9fd75cdc611cdc3e62309c08332,0,0d336ded,49ff3a2617137f140825c4005833f5eca33c03dbff3fafcc183d61c3373401c0,f,bcbcbcbc,00e75831b8f03637d4faab3b1205993e2f0fec3fe8189c3ffe21ab3d352a263a,0,0,0,1,0,1,1,1,0,0,1,1,1,1
68,68,0,0,64cbfc3f,6dc3d42402c03333d9c28f3caccbfe3f9ed92b3d51eb5b340aff6c26db12bb14,0,0cc04532,fadb02fe66cddf11c4c3fb2308c093328dc2373c16cbf83fccd8763d58eaf134,0,713403c0,ab3ceedaff3fa0cc103d59c3283401c02626ecc26814d1cbaa00d0d9ddec8deb,f,bcbcbcbc,bbf467c0d3ea13c076e162c1e1d84cc44dd1bdc8ebca98cee5c5b8d55cc2ecdd,0,0,0,1,0,1,1,1,0,0,1,1,1,1
69,69,0,0,7b121a15,b2d9233d69eb4d3423ff5826f312a314e924e900423319ed973c21dbfe3fc6cc,0,fae92935,94c2403c24cbf93fe0d86f3d70eae3341bfe2a27f7119c151024f101a23215ee,0,3ded2deb,1126f3c25014dfcb9100e4d9c5eca4ebdada62ff91cc2f1351c31c2501c06733,f,bcbcbcbc,e02b2c39bf32d9335138332d723c6525073fa11cfe3f2213523f2509073decfe,0,0,0,1,0,1,1,1,0,0,1,1,1,1
70,70,0,0,fd3f02cd,fd24d000513301ed9f3c0ddbff3fb7cc1c3d65c33e3401c04426e1c28b14bbcb,0,643276ee,35fe16270f1285152524d801b132fded483ce6dbf93f56cd683dbcc3d53407c0,0,02c02b33,c5da7bff82cc471349c3312500c07633fbc2b33ceecbff3ff9d9093dbceb1a34,f,bcbcbcbc,cbc1dadf30c017e939c0eaf2e3c114fd25c55007e8c95d110fd0f71a6fd7e123,0,0,0,1,0,1,1,1,0,0,1,1,1,1
71,71,0,0,ea1481cb,143d5dc32f3401c03026e8c27314c9cbb700c6d9e9ec81ebf8da3cffa8cc0b13,0,0d350ac0,513cd1dbfa3f47cd613db3c3c73406c002279bc26d1532cbbf01f4d8e5ed87ea,0,5deb5434,02c3bb3cfccb00400dda013dd4eb0b3494fffd255f133814452578008533adec,f,bcbcbcbc,503cacfc203885f27f32b6e8942b80df8b231fd7991acacff910b1c9e906fcc4,0,0,0,1,0,1,1,1,0,0,1,1,1,1
72,72,0,0,e4ccab12,9e00dad9d1ec98ebe4da56ff99cc231355c3122501c06033f0c2a73cd8cbff3f,0,46ee29ea,ee26a3c2551541cba60108d9cded9feabcdb4efe38cd2712abc3392406c0c132,0,49330ded,aeffe9257713201459255f00943395ecc33cb1da004073ccfa3c41c3fc3300c0,f,bcbcbcbc,33d9b925d1e17d2d35eb163421f55a3954ff263d8c09613f8513fc3ffe1cf43e,0,0,0,1,0,1,1,1,0,0,1,1,1,1
73,73,0,0,9ecbfe3f,4dc3262501c06f33f7c2af3ce6cbff3fefd90d3db0eb21346fff1c263b135c14,0,09c08332,a7db67fe28cd3f12a3c34e2405c0d032aac2593c4fcbfb3f1cd95a3db7eab834,0,373401c0,cb3c9cda004065ccf23c39c3ee3300c0d5250ac308140bcc460021da7dececeb,f,bcbcbcbc,ab0427c46dfa4dc154f00ec0a1e673c095dd78c26ad511c657ce25cb89c894d1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
74,74,0,0,db12bb14,03da053dc8eb123488ff0726531344143b2585007e33b9ecb73ccfda00408acc,0,58eaf134,b1c2613c5dcbfb3f30d9533dceeaaa3480feda2657123d1563248d01df32b5ed,0,ddec8deb,c02512c3f0131acc2d0035da65ec04ec88dac7ff56cc8f1331c36e2500c0a333,f,bcbcbcbc,fb1e833e8427853b0b2f02375d351531513ae729c63da621a73f8918e63fca0e,0,0,0,1,0,1,1,1,0,0,1,1,1,1
75,75,0,0,fe3fc6cc,4f256c008d33a1ecbf3cbbda00407bccfe3c45c3043400c0f325ffc22c14f5cb,0,a23215ee,99fec6266f12261578247301ef329ded6a3c93dbfc3f19cd4b3d9ac39c3404c0,0,01c06733,74dae0ff47cca7132ac3822500c0b2331ac3d33c28cc00404adaea3c1cecdf33,f,bcbcbcbc,72c728d364c304dbe3c0d2e300c059edc1c05af720c394010fc7c40b72cca715,0,0,0,1,0,1,1,1,0,0,1,1,1,1
76,76,0,0,8b14bbcb,f63c3dc3f53300c0df2506c3141404cc520017da89ece0eba7daa1ff6ccc6b13,0,d53407c0,723c7edbfc3f0acd443d92c38d3404c0b226b8c20e156bcb5a0144d985ede6ea,0,bceb1a34,21c3da3c37cc00405edae33c34ecd033fdffac25bf13d81397251400c1334dec,f,bcbcbcbc,bc3f970cfd3d6c02a83a30f8d23527ee9c2f94e42d28b4dbb71fc3d37116f3cc,0,0,0,1,0,1,1,1,0,0,1,1,1,1
77,77,0,0,a8cc0b13,39002bda71ecf8eb92dabaff5dcc831335c3642500c09b330ec3c73c12cc0040,0,e5ed87ea,9e26bfc2f6147acb410158d96dedfeea6adbb2fefbcc87128ac38c2403c0fe32,0,8533adec,12009825d713c113ab25fbffcf3335ece23c5fda004038ccdb3c22c3c13300c0,f,bcbcbcbc,d0cdc117cbd4ee20e0dc4429dce58a3083ef923697f9353bd403533ef90dd93f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
78,78,0,0,d8cbff3f,2dc3782500c0aa3316c3cf3c21cc004040daee3c10ece633d3ffcb259b13fc13,0,06c0c132,55dbcbfeeccc9f1282c3a12403c00d33c7c27a3c88cbfd3f6cd93d3d16eb7f34,0,fc3300c0,ea3c4bda004029ccd33c1ac3b33300c0832529c3a91346cce1ff72da1dec4bec,f,bcbcbcbc,5114a0cb600a6dc62b00b5c2f5f58ec001ec07c090e223c1dfd9dcc329d21fc8,0,0,1,1,0,1,1,0,0,0,1,1,1,1
79,79,0,0,3b135c14,54dae63c28ecd833ecffb625b313e4138c252000b93359ecd63c7eda00404ecc,0,b7eab834,cec2833c97cbfd3f80d9363d2deb7134e4fe8a26b712df14b52428011c3355ed,0,7dececeb,6f2531c3911355ccc8ff87da05ec63ec37da2b001bccef1312c3bf2500c0de33,f,bcbcbcbc,2910f73fd5197d3fd722643df62ab839fa319234b737132e063c6626cc3ebd1d,0,0,0,1,0,1,1,1,0,0,1,1,1,1
80,80,0,0,00408acc,a1250700c83341ecde3c69da00403fccdf3c26c3c93300c0a2251dc3cc1330cc,0,df32b5ed,fefe7626cf12c714ca240f012b333ded8b3c40dbfe3fdccc2e3d79c3623402c0,0,00c0a333,22da44000ccc07140bc3d32500c0ed3339c3f23c64cc00409bdacb3c7beca433,f,bcbcbcbc,9ed041c95dca3ecf7bc57bd618c2c8de4cc0eee721c0b3f199c1d5fbabc41306,0,0,0,1,0,1,1,1,0,0,1,1,1,1
81,81,0,0,2c14f5cb,d73c1ec3ba3300c08e2525c3b5133fcceeff68da29ec3fec55da050031cccb13,0,9c3404c0,933c2cdbfe3fcdcc273d71c3543402c06226d5c2af14a5cbf60094d925ed45eb,0,1cecdf33,41c3f93c72cc0040b0dac33c93ec95335d005b251f147913e825affffb33edeb,f,bcbcbcbc,323fba1b00402b122b3f2608b73cebfdb638bdf34133e0e97c2c94e0932417d8,0,0,0,1,0,1,1,1,0,0,1,1,1,1
82,82,0,0,6ccc6b13,d5ff7dda11ec57ec41da1f0022cce31316c3b52500c0d7332dc3e63c4dcc0040,0,85ede6ea,4e26ddc29714b3cbdd00a8d90ded5deb17db17ffbecce71269c3df2402c03a33,0,c1334dec,7700462536146113fc2596ff0a34d6eb013d0eda0040fdcbbb3c03c3863300c0,f,bcbcbcbc,8cc5500874ca5412bbd0e01b38d8b524b9e09a2c08ea5a33e7f3ca3815fec53c,0,0,0,1,0,1,1,1,0,0,1,1,1,1
83,83,0,0,12cc0040,0ec3c92500c0e53335c3ee3c5ccc004091dacf3c6fecab3338007925fb139d13,0,03c0fe32,07db30ffafccff1261c3f32401c04933e4c29b3cc2cbff3fbcd91f3d75eb4534,0,c13300c0,083dfad9ff3fefcbb33cfbc2773300c0322549c3491381cc7dffc4dabeebabec,f,bcbcbcbc,b4225ad6ae1922cf00102bc9e9059bc4abfb90c18af11fc0c7e750c0a3de23c2,0,0,0,1,0,1,1,1,0,0,1,1,1,1
84,84,0,0,9b13fc13,a5dac73c87ec9c335100652513148513de25bcfff433f9ebf53c2dda004013cc,0,16eb7f34,ecc2a33cd1cbff3fd0d9183d8deb373449ff3a2617137f140825c4005833f5ec,0,1dec4bec,1d2550c3311390cc64ffd8daa6ebc3ece6d99000e0cb4e14f4c2102601c01934,f,bcbcbcbc,5600703d8a0a833f7914f53fe31dc43e8826f83b302ea237aa34e031ca39d62a,0,0,0,1,0,1,1,1,0,0,1,1,1,1
85,85,0,0,00404ecc,f225a3ff0334e1ebfd3c18da004005ccbf3c07c38e3300c050253dc36d136bcc,0,1c3355ed,62ff26262f1368141c25aa006733ddecab3ceedaff3fa0cc103d59c3283401c0,0,00c0de33,d2d9a900d1cb6614ecc2242601c0273459c3103d9fccff3feddaac3cdbec6833,f,bcbcbcbc,bddcc1c2abd480c6b6cdb8cb0ac847d2cdc302da1bc1b5e206c029ec93c01ff6,0,0,0,1,0,1,1,1,0,0,1,1,1,1
86,86,0,0,cc1330cc,b73cffc27f3300c03c2545c355137acc89ffbadacaeb9fec04da6a00f6cb2a14,0,623402c0,b33cdadaff3f91cc093d51c31a3401c01126f3c25014dfcb9100e4d9c5eca4eb,0,7beca433,61c3173daeccff3f01dba33cf3ec5933c20009257e14191339264bff36348eeb,f,bcbcbcbc,b93a2329083eca20c03f9a17d63fcf0d4a3eaa03253b6df97c365bef6e30b5e5,0,0,0,1,0,1,1,1,0,0,1,1,1,1
87,87,0,0,31cccb13,70ffcedab2ebb7ecf0d98300e7cb4214f8c2062601c011344dc3053d89cc0040,0,25ed45eb,fd25fbc23814eecb7800f9d9adecbcebc5da7bff82cc471349c3312500c07633,0,fb33edeb,db00f424961401134d2631ff443476eb1f3dbdd9ff3fc3cb9b3ce5c24a3301c0,f,bcbcbcbc,eac05af872c3960286c7c10c0dcd9816e1d3db1fd7db4e28bae4b82f50eee935,0,0,0,1,0,1,1,1,0,0,1,1,1,1
88,88,0,0,4dcc0040,f0c21a2601c0203454c30c3d98ccff3fe3dab03ccfec70339c0028255a143d13,0,02c03a33,b1da94ff73cc5f1341c3452500c0853302c3bb3cfccb00400dda013dd4eb0b34,0,863300c0,263da9d9fe3fb4cb933cddc23b3302c0e02469c3e912bdcc18ff16db5eeb0bed,f,bcbcbcbc,e62eace36327e1dad61e0ad37f1559cc9a0bfbc66a0113c330f7bbc031ed01c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
89,89,0,0,fb139d13,f7daa73ce7ec6133b5001325721425132e2657ff2f349aeb143ddcd9ff3fd9cb,0,75eb4534,0ac3c33c0bcc004021dafa3cecebfc33aeffe9257713201459255f00943395ec,0,beebabec,cb2471c3d112ccccfffe2adb47eb23ed95d9f400a6cbad14d6c2612602c05334,f,bcbcbcbc,7df0173797fa953bd5048c3ef40ee93fb018a33fca21bb3d072a3f3a30314535,0,0,0,1,0,1,1,1,0,0,1,1,1,1
90,90,0,0,004013cc,43263eff3d3482eb1b3dc7d9ff3fcacb9f3ce9c2523301c0ff245dc30d13a7cc,0,5833f5ec,c7ffd5258f1308146e254600a3337deccb3c9cda004065ccf23c39c3ee3300c0,0,01c01934,81d90d0197cbc514cfc2752602c0613479c32e3ddbccfe3f3fdb8b3c3bed2c33,f,bcbcbcbc,0deb10c0ace156c112d936c477d19ec80dcb72ceffc58ad56cc2b9dd6ec0c8e6,0,0,0,1,0,1,1,1,0,0,1,1,1,1
91,91,0,0,6d136bcc,973ce1c2433301c0ea2465c3f512b6cc25ff0cdb6aebffecb3d9cf00bccb8a14,0,283401c0,d33c88da004056ccea3c31c3df3300c0c02512c3f0131acc2d0035da65ec04ec,0,dbec6833,81c3353debccfd3f54db833c53ed1d332701b724dd14b9128926e6fe70342feb,f,bcbcbcbc,9932fd3334385f2d5e3c9725fc3ed81cfd3f5c135b3f6209193d2aff4739f7f4,0,0,1,1,0,1,1,0,0,0,1,1,1,1
92,92,0,0,f6cb2a14,0cff20db53eb17ed9fd9e800adcba214dac2572602c04c346dc3233dc5ccfe3f,0,c5eca4eb,ac251ac3d81328cc14004ada4dec1cec74dae0ff47cca7132ac3822500c0b233,0,36348eeb,4001a224f514a1129d26cdfe7e3417eb3c3d6dd9fd3f89cb7b3cc7c20e3303c0,f,bcbcbcbc,35c0dee834c0aff2d5c1d7fc0dc51307c8c92211e6cfc01a40d7ae23a5dfb32b,0,0,0,1,0,1,1,1,0,0,1,1,1,1
